name,rating,address,total reviews,cuisine,price,neighborhood,website,email,phone,review rating,review description,review dine date
Anchovies & Olives,4.3,"1550 15th Avenue Seattle, WA  98122 ",139,Seafood,$31 to $50,Capitol Hill / First Hill,http://www.anchoviesandolives.com,info@ethanstowellrestaurants.com,(206) 838-8080,4.3 / 5,About our best dining experience on our Portland-Vancouver-Seattle trip. This place is a keeper!,07/19/2012
Andaluca,4.4,"407 Olive Way Seattle, WA  98101 ",71,Mediterranean,$30 and under,Downtown,http://www.andaluca.com,kkhoshdel@andaluca.com,(206) 382-6999,4.4 / 5,"As always my most recent dinner was beyond compare. The ability to share exceptionally delightfully prepared and presented dishes and enjoy a conversation in a relaxed and friendly atmosphere though right downtown is exceptional in this loud, abrasive city today. Thank you for being here and please keep up the good work. Your new chef is delightful and very talented I would say.",07/18/2012
Andiamo Bellevue,3.7,"938 110th Ave NE Bellevue, WA  98004 ",21,Italian,$30 and under,Bellevue,http://www.andiamobellevue.com,reyes@andiamobellevue.com,(425) 452-9602,3.7 / 5,Andiamo's always delivers a great dining experience. Service was exceptional even though there were a number of graduation groups that would create chaos in lesser establishments. The pasta was perfect. We will be back soon.,06/09/2012
Annapurna Cafe,4.0,"1833 Broadway Seattle, WA  98122 ",7,Indian,$30 and under,Capitol Hill / First Hill,http://www.annapurnacafe.com,info@annapurnacafe.com,(206) 320-7770,4 / 5,"My family and I have dined here several times and each and every time it has been great. Last time we ordered the lamb dish with the eggplant and I think it was one of the best dishes we have ever had. The staff is always friendly and many time we have ended up in conversation with the tables near us. Overall, I would definitely recommend Annapurna!",05/16/2012
Anthony's HomePort,4.0,"135 Lake Street South Kirkland, WA  98033 ",87,Seafood,$30 and under,Kirkland,http://www.anthonys.com/restaurants/detail/anthonys-homeport-kirkland/,kirkland@anthonys.com,(425) 822-0225,4 / 5,Anthony's is always excellent. It's the perfect place to take friends and guests for perfect seafood.,07/18/2012
Anthony's Pier 66,4.2,"2201 Alaskan Way Seattle, WA  98121 ",92,Seafood,$31 to $50,Downtown,http://www.anthonys.com/restaurants/detail/anthonys-pier-66,bellstreet@anthonys.com,(206) 448-6688,4.2 / 5,"Good food however, a little on the pricey side. Beautiful view from the second floor.",07/15/2012
AQUA by El Gaucho,4.4,"2801 Alaskan Way Pier 70 Seattle, WA  98121",93,Seafood,$50 and over,Waterfront / Belltown ,http://www.elgaucho.com/aqua-by-el-gaucho.html,smennen@elgaucho.com,(206) 956-9171,4.4 / 5,This was our 4th visit. The food and service as expected were excellent!,07/13/2012
Aqua Terra,3.9,"3201 S 176th St Seattle, WA  98188 ",11,American,$30 and under,Seatac,http://www.marriott.com/hotels/hotel-information/restaurant/seawa-seattle-airport-marriott/,Val.Morris@Marriott.com,(206) 241-2000,3.9 / 5,This was my first experience and I was not sure of what to expect but was pleasantly supprised. this is a gem located inside the Hotel and it offered a cozy brunch atmosphere to my delight since it was the Mother's Day brunch I brought my aunt to. I do not think they offer a brunch menu outsied of special days but i would recommend when they do that you be sure to enjoy. Food was fresh and well seasoned. Great Recommendation Open Table!,05/13/2012
Arcadia,5.0,"17642 1st Ave S Burien, WA  98148 ",1,Greek,$31 to $50,Normandy Park,http://www.arcadiataste.com/,reservations@arcadiataste.com,(206) 241-9999,5 / 5,"Food was outstanding. A great find, didn't expect it to be that good. Nice menu selections.",05/13/2012
Art Restaurant & Lounge at the Four Seasons Seattle,4.4,"99 Union Street Seattle, WA  98101 ",161,Contemporary American,$31 to $50,Downtown,http://www.artrestaurantseattle.com/,art.sew@fourseasons.com,(206) 749-7070,4.5 / 5,"As always, nicely presented, tasty, local foods with impeccable service.",07/15/2012
Asado,4.4,"2810 6th Avenue Tacoma, WA  98406 ",103,Argentinean,$30 and under,Tacoma,http://www.asadotacoma.com,info@xgrouprestaurants.com,(253) 272-7770,4.4 / 5,really noisy but food and service very good--wine steward needs a little work,07/18/2012
Assaggio,4.3,"2010 4th Ave. Seattle, WA  98121 ",142,Italian,$31 to $50,Downtown,http://www.assaggioseattle.com,events@assaggioseattle.com,(206) 441-1399,4.3 / 5,"Have eaten here before and this time actually surpassed my last experience! EVERYTHING was great; food, service, price value, location and decor...right down to the WATER...(they bring a cute bottle of water) and fresh baked bread before you open your mounth to order drinks and dinner.",07/13/2012
Bainbridge Thai Cuisine,5.0,"330 Madison Ave South Bainbridge, WA  98110 ",1,Thai,$30 and under,Bainbridge Island,http://www.bainbridgethai.com,"",(206) 780-2403,5 / 5,"We were seated in a private area which was lovely. Main dining room is LOUD. View is lovely. Ferry ride over from Seattle is great and AWESOME after dinner. Food was delish, service was friendly and attentive. Great relaxed dinner with my family.",06/02/2012
Barking Frog,4.3,"14580 NE 145th Street Woodinville, WA  98072 ",308,Northwest,$50 and over,Woodinville,http://www.willowslodge.com/wine_dine/barking_frog.html,mike.west@willowslodge.com,(425) 424-2999,4.3 / 5,Our dinner experience there was very good. The great weather for eating outside helped. We arrived at the restaurant earlier than our reservation and they promptly sat us. Our server was very helpful and informative with our wine selection telling us a story of the winery which was local. I've had salmon at three different restaurants on this trip and the one at Barking Frog was the best by far.,07/16/2012
Barolo,4.4,"1940 Westlake Avenue Seattle, WA  98101 ",168,Italian,$31 to $50,Downtown,http://www.baroloseattle.com,"",(206) 770-9000,4.4 / 5,"Absolutely fabulous meal, great ambience, superb food and excellent service. Great last night to our holiday in the USA -found by luck on opentable.Well done all",07/17/2012
Barrio - Capitol Hill,4.1,"1420 12th Avenue Seattle, WA  98122 ",85,Mexican,$30 and under,Capitol Hill / First Hill,http://www.barriorestaurant.com,barriocaphill@barriorestaurant.com,(206) 588-8105,4.1 / 5,"Food is great, ambienece is great for those not stuck on table 60, as we were. This is the table you assign to walk-ins, not those with a reservation. Service is lacking for those fortunate enough to be sat at this table. The server was non existent, imagine watching all the tables around you getting great service while you are being ignored. This is what happens when you place a table in the middle of a walkway all by itself. Then to top that off, assign this table to a server in a completely different part of the restaurant. Yes service was awful, but I blame the restaurant's management for not paying attention to guests needs.",07/19/2012
Basil's Kitchen,3.9,"300 112th Avenue SE Bellevue, WA  98004 ",29,Northwest,$30 and under,Bellevue,http://bellevuehilton.com,Chris.Cheuk@Hilton.com,(425) 455-1300,3.9 / 5,"THe singing was wonderful. The food just ok. A very limited menu, although at reasonable price. Wish the food had been better and the evening would have been outstanding.",07/15/2012
Basil's Kitchen - Tukwila,4.0,"15920 W. Valley Highway Tukwila, WA  98188 ",2,Northwest,$30 and under,Tukwila,http://www.freewebs.com/basilskitchen/,Claras@basilsseattle.com,(425) 227-9406,4 / 5,Food was outstanding and the staff was beyond outstsnding. Highly recomend the fish-n-chips and the french dip.,04/24/2012
Beach Cafe,3.7,"1270 Carillon Point Kirkland, WA  98033 ",163,American,$30 and under,Kirkland,http://www.thewoodmark.com/wine_and_dine/beach_cafe.html,cafeinfo@beachcafekirkland.com,(425) 889-0303,3.7 / 5,Staff was not prepared to switch from breakfast to brunch menus. My breakfast order was cold when served. Service was slow and not attentive. Reserved table was not acceptable when offered. Requested a different table and was seated at a booth which was better.,07/15/2012
BeachHouse bar + grill,4.0,"6023 Lake Washington Blvd Kirkland, WA  98033 ",102,Northwest,$30 and under,Kirkland,http://www.beachhousekirkland.com,contact@beachhousekirkland.com,(425) 968-5587,4 / 5,"I took my girlfriend here for her birthday and we both had a great time! The food was amazing, and the staff was very friendly and helpful in making it a special night for her. They even set up a special table arrangement for us.",07/17/2012
Bella Italia,4.2,"118 East 1st Street Port Angeles, WA  98362 ",57,Italian,$30 and under,Port Angeles,http://bellaitaliapa.com,reservations@bellaitaliapa.com,(360) 457-5442,4.1 / 5,Everything about this place is great. The food is fresh the service is friendly the wine is delicious. Couldn't ask for more.,07/14/2012
Bennett's Pure Food Bistro,4.1,"7650 S.E. 27th St. #100 Mercer Island, WA  98040",84,Northwest,$31 to $50,Mercer Island,http://www.bennettsbistro.com,thestaff@bennettsbistro.com,(206) 232-2759,4.1 / 5,The food was disappointing - the pancakes and french toast burnt and heavy. They should also invest in a decent coffee machine. The coffee tastes watery.The food used to be excellent. Maybe it was the chef's day off.,07/15/2012
Betty,4.0,"1507 Queen Anne Ave N Seattle, WA  98109 ",78,Contemporary American,$30 and under,Queen Anne,http://www.eatatbetty.com,info@eatatbetty.com,(206) 352-3773,4 / 5,"After moving up to the top of Queen Anne nearly four months ago I've made the trip to Betty a handful of times and have been pleased with the service, drink list and service. They have a very good happy hour menu and $20 bottle wine menu. They are also one of the few places on Queen Anne that has a patio on the west side of the building allowing for some great outdoor dining on the days we get to enjoy the sun in Seattle.",07/13/2012
Billy Bob's Burgers and BBQ,4.5,"317 NW Gilman Blvd Issaquah, WA  98027 ",2,Barbecue,$30 and under,Issaquah,http://www.billybobsburgersandbbq.com,jared@billybobsburgersandbbq.com,(425) 427-1600,4.5 / 5,Very interesting and eclectic menu. There are Argentine items on the menu that are authentic and taste great!,06/08/2012
bin on the lake Wine Bar & Restaurant,4.0,"1200 Carillon Point Kirkland, WA  98033 ",104,American,$31 to $50,Kirkland,http://binonthelake.com,"",(425) 803-5595,4 / 5,"Have been here a couple of times, and the food is always good. But this time around the service was really sloppy. We didn't see our waitress until 10 minutes after we sat down, and it took nearly as long for her to come back after we were offered some bread to start. There were a number of other miscues I won't detail here, but the waitress seemed far too inexperienced for the menu they serve. Food was great, as always though.",07/15/2012
Bistro Turkuaz,4.5,"1114 34th Ave. Seattle, WA  98122 ",33,Turkish,$30 and under,Leschi / Madrona / Madison Park,http://www.bistroturkuaz.com/,contactus@bistroturkuaz.com,(206) 324-3039,4.5 / 5,"Delicious, authentic food and very good service.",06/30/2012
BITE Restaurant,3.9,"1320 Broadway Plaza Tacoma, WA  98402 ",37,Northwest,$30 and under,Tacoma,http://www.hotelmuranotacoma.com,maebelyn.ampoan@murano.com,(253) 591-4151,3.9 / 5,"Bite at the Murano hotel, trendy and beautifully decorated hotel, has the look and atmosphere you can find in Miami or NYC . although the night we went was very quiet .. but Tacoma is quiet , no ?I had linguini & scallops, creamy ( a little bit too creamy) and rich in flavors . My husband has a kobe burger that he didn't enjoy .The berry sorbet was good . The overall experience was good .",07/16/2012
Black Angus Steakhouse - Federal Way,4.2,"2400 S 320th St Federal Way, WA  98003 ",47,Steakhouse,$30 and under,Federal Way,http://www.blackangus.com,ba1029@blackangus.com,(253) 839-8370,4.2 / 5,"The food and service were wonderful. We had a party of 10 for my mothers 70th birthday. Unfortunatly there was no special acknowledgment for my mom's birthday, our party sang happy birthday to her. The biggest problem was the restraunt was way to cold. It was 80 degrees outside and about 68 degrees inside, our whole party was bundled up. We asked if the AC could be turned down, the waitress said she would talk to the manager, not sure if she did or the manager did not want to reduce the AC. Every table sits under an air vent so there is no getting away from the breeze.",07/09/2012
Black Angus Steakhouse - Lynnwood,4.1,"20102 44th Ave W Lynnwood, WA  98036 ",58,Steakhouse,$30 and under,Lynnwood,http://blackangus.com,ba1062@blackangus.com,(425) 774-6556,4.1 / 5,The employees always make it a priority to make sure the people dining have the most enjoyable dinner possible. Price is good.,07/17/2012
Black Angus Steakhouse - Puyallup,4.0,"203 35th Ave SE Puyallup, WA  98374 ",56,Steakhouse,$30 and under,Puyallup,http://www.blackangus.com,ba1102@blackangus.com,(253) 841-1900,4 / 5,Wait person was excellent. Filet Mignon was overdone. Not the waitpersons fault at all.,06/29/2012
Black Angus Steakhouse - Spokane,4.3,"14724 E Indiana Ave Spokane Valley, WA  99216 ",39,Steakhouse,$30 and under,Spokane Valley,http://blackangus.com,ba1121@blackangus.com,(509) 927-1177,4.3 / 5,"Server was rude, didn't accept coupon I had from signing up for Black Angus Prime club for my birthday for a free dessert just because our meal already came with one.",07/17/2012
Black Angus Steakhouse - Tacoma (Lakewood),4.2,"9905 Bridgeport Way SW Tacoma, WA  98499 ",33,Steakhouse,$30 and under,Tacoma,http://blackangus.com,ba1020@blackangus.com,(253) 582-6900,4.1 / 5,"We were promptly seated by the hostess and quickly greeted by our server. Drinks were generous and delicious. Food was well prepared and served in a friendly, timely manner. The server was attentive throughout and accurate in every aspect of of his service.",07/14/2012
Black Angus Steakhouse - Yakima,3.8,"501 N Front St Yakima, WA  98901 ",12,Steakhouse,$30 and under,Yakima,http://www.blackangus.com,ba1003@blackangus.com,(509) 248-4540,3.8 / 5,We were looking for something fast and not terrible. We got what we expected from this chain ... decent burgers with efficient service. Nothing spectacular but certainly a notch above the average burger joint.,07/11/2012
Blackfish at Tulalip Resort Casino,4.3,"10200 Quil Ceda Blvd. Tulalip, WA  98271 ",97,Seafood,$30 and under,Tulalip,http://www.tulalipresort.com/dining/blackfish.aspx,Blackfish@tulalipresort.com,(360) 716-1100,4.3 / 5,slightly above average for a main dining room. Very noisy.,07/18/2012
Blossom Vegetarian,4.3,"305 Burnett Ave S Renton, WA  98057 ",6,Vegetarian,$30 and under,Renton,http://blossomvegetarian.com,jacqueline@papayacorp.com,(425) 430-1610,4.4 / 5,"We had the mango salad without the 'faux' ham and the lemongrass tofu.They were both extremely flavorful and delicious.The menus is AMAZING if you love 'faux' meat.And, of course, the people were amazingly kind and attentive.",06/09/2012
Blue Star Cafe and Pub,4.5,"4512 Stone Way North Seattle, WA  98103 ",2,American,$30 and under,Wallingford,http://www.bluestarcafeandpub.com,hello@bluestarcafeandpub.com,(206) 548-0345,4.5 / 5,"Great restaurant!!! Loved the food, drink and Tom the bartender.",07/06/2012
Blueacre Seafood,4.1,"1700 7th Avenue #100 Seattle, WA  98101 ",177,Seafood,$31 to $50,Downtown,http://blueacreseafood.com,chefkd@aol.com,(206) 659-0737,4.1 / 5,"I have been a fan of Chef Kevin for many years, and his restaurants (he also owns the Steelhead Diner) continue to impress each time. Blueacre is my favorite of the two, for the food, service, and ambiance. A comfortable and expansive space, always featuring the very freshest seafood on a menu that changes daily, and lots of bargains for happy hour and (at least right now) three course fixed priced dinners. In a city where good seafood abounds, Blueacre continues to be the stand-out.",07/13/2012
BluWater Bistro - Greenlake,3.9,"7900 E. Greenlake Dr. N. Seattle, WA  98103 ",85,American,$30 and under,Green Lake,http://www.bluwaterbistro.com/loc_gl.php,info@bluwaterbistro.com,(206) 524-3985,3.9 / 5,"been here twice now - will not be going back. Food is ok...not great...perhaps not even good...but ok. That said, it certainly is not tasty enough to compensate for the poor service. My GF and I came to the conclusion after two visits that it isn't a matter of being lazy or not caring...they aren't ""bad"" service people...they are incompetent in the most objective sense of the word, without bias or prejudice. They simply do not know their jobs - they do not know what they are doing. My guess is that the restaurant hires inexperienced staff, and also has a high turnover...",06/30/2012
BluWater Bistro - Leschi,3.5,"102 Lakeside  Avenue Seattle, WA  98122 ",85,American,$30 and under,Leschi / Madrona / Madison Park,http://www.bluwaterbistro.com/loc_le.php,info@bluwaterbistro.com,(206) 328-2233,3.5 / 5,Great for any event. Have been there on many occasions and always excited to go back,07/08/2012
BOKA Restaurant + Bar,4.1,"1010 First Avenue Seattle, WA  98104 ",113,American,$30 and under,Downtown,http://www.bokaseattle.com,info@bokaseattle.com,(206) 357-9000,4.1 / 5,"My wife and I love coming here, the food is fresh, organic and local. The drinks are also amazing. The service is very good. We love going here because its a great price for the amazing food. Valet parking is free.",07/15/2012
Boom Noodle - Bellevue Square,4.0,"504 Bellevue Square Bellevue, WA  98004-5017 ",32,Japanese,$30 and under,Bellevue,http://www.boomnoodle.com,aaronc@boomnoodle.com,(425) 453-6094,4 / 5,Met a collegue for lunch food was great and was not so noisy i couldn't hear him across the table. we had a good time and the server was great!,07/10/2012
Boom Noodle - Capitol Hill,4.0,"1121 East Pike Street Seattle, WA  98122 ",16,Asian,$30 and under,Capitol Hill / First Hill,http://www.boomnoodle.com,feedback@boomnoodle.com,(206) 701-9130,4 / 5,really fun and yummy. nice staff. super food.,07/19/2012
Boom Noodle - University Village,4.5,"2675 NE Village Lane Seattle, WA  98105 ",4,Japanese,$30 and under,U Village / U District,http://www.boomnoodle.com,"",(206) 525-2675,4.7 / 5,Food was really really good as always!,06/07/2012
Branzino Restaurant,4.2,"2429 2nd Ave Seattle, WA  98121 ",53,Italian,$30 and under,Belltown / Pike Place Market,http://www.branzinoseattle.com,branzinodarren@gmail.com,(206) 728-5181,4.2 / 5,this is by far one of the best dinner experiences my wife and I have had in ages. perfect on every level and we would recommend to anyone!,07/20/2012
Bremerton Bar & Grill,3.5,"190 Pacific Avenue Bremerton, WA  98337 ",4,American,$30 and under,Port Orchard,http://www.neighborhoodgrills.com/bremerton/index.html,eric@neighborhoodgrills.com,(360) 627-8081,3.5 / 5,"Overall experience was satisfactory. We had a reservation and got seated on time. Quality of the food was ok, nothing to write home about. One of the three brunch orders was incorrect, the waiter got it wrong as he was new and didn't write it down. My son ate it anyway as he was hungry and we had a ferry to catch as we were on our way to a baseball game. We will go back and give it another try.",06/17/2012
Brix 25 Restaurant,4.5,"7707 Pioneer Way Gig Harbor, WA  98335 ",58,American,$30 and under,Gig Harbor,http://www.harborbrix.com,info@harborbrix.com,(253) 858-6626,4.5 / 5,"We have been to Brix 25 several times over the years for special occasions and had fabulous meals and experienced service. This time, however, the food was very good but missed the mark of fabulous. Server was young and lacked experience and confidence.",07/07/2012
"The Brooklyn Seafood, Steak & Oyster House",4.1,"1212 Second Ave Seattle, WA  98101 ",154,Seafood,$31 to $50,Downtown,http://www.TheBrooklyn.com,"",(206) 224-7000,4.1 / 5,"Entrees are good as usual, but was disappointed with the bread service that you have to pay for - not commonly seen in other fine dining restaurants that we've been to. When the price of the entrees are in the $30 price range, I'm sure the restaurant can throw in some complimentary bread.",07/11/2012
Brunello Ristorante Italiano,3.9,"7708 Center Blvd SE Snoqualmie, WA  98065 ",41,Italian,$30 and under,Snoqualmie,http://www.brunelloitalianrestaurant.com,brunello6800@gmail.com,(425) 888-6800,3.9 / 5,"What a great little restaurant! Wonderful spread of cheeses, salamis, olives,etc served as appetizer and my salmon was cooked perfect. Loved it. Brunellos is fairly close to my home, and I think I've found my new favorite in the area.",07/02/2012
Buca di Beppo - Lynnwood,4.0,"4301 Alderwood Mall Blvd Lynnwood, WA  98036 ",69,Italian,$30 and under,Lynnwood,http://www.bucadibeppo.com,lynnwood@bucadibeppo.com,(425) 744-7272,4 / 5,"Buca di Beppo is a family favorite. You always get good food and it's pretty consistant. The prices are pretty high though even though it's family style. I think they have lowered the amount of food for the higher prices. Not happy with that. It is one of the only places around that you can get veal and that's a plus. Don't like the fact that they took our favorite salad and added $2.00 to add the two ingredients that they were putting on for free before. Why didn't you just add the $2.00 to the price and not tell anyone???Not a smart move people...other than that, it was a good experience.",07/15/2012
Buca di Beppo - Seattle,4.1,"701 9th Avenue North Seattle, WA  98109 ",159,Italian,$30 and under,Downtown,http://www.bucadibeppo.com,seattle@bucadibeppo.com,(206) 244-2288,4.1 / 5,Always a fun time. Yummy food served family style. Large portions - luckily the staff packages take-home boxes very well.,07/12/2012
C.I. Shenanigans,3.9,"3017 Ruston Way Tacoma, WA  98402 ",149,Seafood,$30 and under,Tacoma,http://www.cishenanigans.com,citacoma@theram.com,(253) 752-8811,3.9 / 5,I went out for my birthday. We ate out on the deck and it was a beautiful evening. There was a band playing which was nice and added to the experience. The server was fine but not very friendly. The meal was great. I had the scallops and my husband had a steak.,07/19/2012
Cafe Juanita,4.7,"9702 NE 120th Place Kirkland, WA  98034-4206 ",210,Italian,$50 and over,Kirkland,http://www.cafejuanita.com,info@cafejuanita.com,(425) 823-1505,4.7 / 5,This is a great place with outstanding service and a very different food selection and the staff is very knowledgeable. We will be back.,07/17/2012
Calcutta Grill,4.1,"15500 Six Penny Lane Newcastle, WA  98059 ",85,Northwest,$30 and under,Newcastle,http://www.newcastlegolf.com/Grill.aspx?SecID=371,mwheeler@newcastlegolf.com,(425) 793-4646,4.1 / 5,"I was looking for a place to take an individual I was hosting at work. I needed a setting that was comfortable, relaxed and easy to hold a conversation. All of the above worked well.",07/16/2012
Cal's Classic American,4.5,"504 Ramsay Way Suite 107 Kent, WA  98032 ",10,American,$30 and under,Kent,http://calsclassic.com,reservations@calsclassic.com,(253) 234-1913,4.5 / 5,the chicken and waffle was not what i expected. It was just okay. Nothing to brag about.,06/17/2012
Camano Island Inn,4.0,"1054 SW Camano Drive Camano Island, WA  98282 ",2,Contemporary American,$31 to $50,Camano ,http://www.camanoislandinn.com/camano-island-restaurant.html,camanoislandinn@gmail.com,(360) 387-0783,4 / 5,"While Camano Island may be limited in their selection of places to dine out, what they do have are wonderful. The restaurant looks out over Saratoga Passage and Whidbey Island; what could be better. Michelle was an excellant waitperson and made our special occasion dinner even more special.",04/10/2012
Canlis,4.8,"2576 Aurora Ave N Seattle, WA  98109 ",216,Northwest,$50 and over,Seattle Center / Lower Queen Anne,http://www.canlis.com,canlis@canlis.com,(206) 283-3313,4.8 / 5,"From being given one of the best tables in the house by owner emeritus Chris Canlis to finding our car waiting for us when we stepped outside, the evening couldn't have been more perfect. The butter-poached lobster, hamachi appetizer, and mille feuille dessert were especially memorable.",07/19/2012
Capital Grille - Seattle,4.4,"1301 4th Avenue Seattle, WA  98101 ",189,Steakhouse,$50 and over,Downtown,http://www.thecapitalgrille.com,Seattle@tcgdine.com,(206) 382-0900,4.4 / 5,"I use to dining here, i loved the service there. But I guess depend who is going to be your waiter. I had my favorite waitress, she is very sweet and friendly. But last dining with Capital Grille. It's my Bithday fall in to the weekday. It's was slow and everything not really great like it use to be. To me the service is the number #1, good food is coming #2. Doesn't matter how good the foods are, but if you don't have a good service, it's ruin everything.",07/10/2012
Casa Patron,3.9,"805 NE 65th ST Seattle, WA  98115 ",8,Latin American,$30 and under,Green Lake,http://casapatronseattle.com,elpadrino1879@yahoo.com,(206) 923-7680,3.9 / 5,Wonderful Latin flavors...so much more than just Mexican,05/17/2012
Cascina Spinasse,4.5,"1531 14th Avenue Seattle, WA  98122 ",296,Italian,$31 to $50,Capitol Hill / First Hill,http://www.spinasse.com,"",(206) 251-7673,4.5 / 5,We started with the Prosciutto di Parma with roasted and strawberries. Very good and a generous portion. Rabbit meatballs wrapped in caul fat served with tiny roasted buttered radishes was the hit of the evening. The baby lettuce starter was fresh and good but nothing exceptional. The torrone gelato terrine with honey caramel was a perfect end the evening. Nice selection of wines by the glass.,07/13/2012
Cedar Steakhouse,4.3,"15347 Suquamish WAY NE Suquamish, WA  98392 ",44,Steakhouse,$31 to $50,Poulsbo,http://www.clearwatercasino.com/dining/cedar/,CedarReservations@clearwatercasino.com,(360) 598-8724,4.4 / 5,It couldn't be better. The food is outstanding with great service.,07/05/2012
Cellars Restaurant & Lounge,3.7,"2132 First Avenue Seattle, WA  98121 ",7,American,$30 and under,Belltown / Pike Place Market,http://www.cellarsbelltown.com,info@cellarsbelltown.com,(206) 448-8757,3.7 / 5,The manager was awesome and the service was great. Thank you~R,07/13/2012
Chandler's Crabhouse,4.1,"901 Fairview Avenue North Seattle, WA  98109 ",177,Seafood,$31 to $50,Lake Union / Eastlake,http://www.chandlerscrabhouse.com,chandlers@schwartzbros.com,(206) 223-2722,4.1 / 5,Very fun evening Great crab and seafood. yum. Perfect for out of towners.,07/18/2012
Chantanee Thai Restaurant & Bar,4.2,"601 108th Ave NE, STE 100A Bellevue, WA  98004 ",40,Thai,$30 and under,Bellevue,http://www.chantanee.com/,info@chantanee.com,(425) 455-3226,4.1 / 5,"The atmosphere was great, we had dinner outside on the terrace.We ordered chantanee soup which I highly recomend and then we have Phad Phed Gang Dang and Havenly Beef which were delicious.We'll be back again.",07/14/2012
Chloé,4.1,"3515 NE 45th Street Seattle, WA  98105 ",48,French,$30 and under,Laurelhurst,http://www.chloebistrot.com,"",(206) 257-0286,4.1 / 5,"As always, the service was prompt and friendly, and the food was to die for! I like that they periodically change the menu so there are new items to try. I've never had anything there that wasn't delicious.",07/14/2012
