name,rating,address,total reviews,cuisine,price,neighborhood,website,email,phone,review rating,review description,review dine date
Benihana - Houston - Downtown,3.9,"1318 Louisiana St Houston, TX  77002 ",34,Japanese,$30 and under,Downtown,http://www.benihana.com/locations/houston-tx-ho,houston1@benihana.com,(713) 659-8231,3.9 / 5,"Benihana used to be one of my favorite places to go as a kid and I enjoyed taking my daughter there, but the place looks SO DATED! It really needs to be upgraded and improved. Also, I remember these big flares of flame and better presentation than was available on our night. Food was good, but think other Japanese steak houses / hibachi grills have improved on the Benihana experience.",07/13/2012
Benihana - Sugar Land,4.3,"2579 Town Center Blvd N Sugar Land, TX  77479 ",26,Japanese,$30 and under,Sugar Land / Missouri City,http://www.benihana.com/locations/sugarland-tx-su,sugarland@benihana.com,(281) 565-8888,4.3 / 5,i love this place send me more coupons :-),07/11/2012
Benihana - The Woodlands,3.5,"1720 Lake Woodlands Dr Spring, TX  77380 ",15,Japanese,$30 and under,The Woodlands,http://www.benihana.com/locations/woodlands-tx-wo,woodlands@benihana.com,(281) 292-0061,3.5 / 5,"Food was ok. I ordered the delux. The lobster and steak. Lobster was over cooked and steak was dry. Not impressed by food. Also, the waiter forgot a few drink ordersa. Wich took forever to correct. I wish this place had some better skilled people. They were nice, but not impressed",07/13/2012
benjy's in the village,4.3,"2424 Dunstan Houston, TX  77005 ",226,American,$30 and under,W. University / Med Center,http://benjys.com,village@benjys.com,(713) 522-7602,4.3 / 5,"Everyone at our table ordered salads, yet it took almost 35 minutes for our lunch. This was a business lunch and the extended time, shifted our schedule.",07/13/2012
benjy's upper washington,4.3,"5922 Washington Avenue Houston, TX  77007 ",163,American,$30 and under,Heights/Washington,http://benjys.com,washington@benjys.com,(713) 868-1131,4.3 / 5,"Besides the delicious, beautifully served dinners, the customer service and friendliness were also outstanding. Our waiter and the manager went the extra mile to please us and make our dining experience memorable.",07/13/2012
Bernardo's @ the Hotel Galvez,4.3,"2024 Seawall Boulevard Galveston, TX  77550 ",47,Continental,$31 to $50,Galveston,http://www.wyndham.com/hotels/GLSHG/dining/main.wnt,Bernardos@wyndham.com,(409) 765-7721,4.3 / 5,"It is tough to find a really nice restaurant in Galveston. Even when I asked our hotel concierge, he said ""I don't know, maybe Landry's or Saltgrass?"" Really??? So I did the best I could online and chose Bernardo's. No one was there on a Sunday night. Waited a half hour for our bottle of wine only to learn they didn't have it available. Food was good. Ambiance was a little too ""hotel-like"" instead of ""nice restaurant-like."" But since there really isn't much else on town that qualifies as ""fine dining,"" I would have to recommend it.",07/01/2012
The Bird & The Bear,4.0,"2810 Westheimer Rd Houston, TX  77098 ",187,Southern,$30 and under,Midtown / Montrose,http://www.thebirdandthebearbistro.com,ouisiestable@ouisiestable.com,(713) 528-2473,4 / 5,I went to celebrate a special occasion with a friend. The wine and ambiance were wonderful.,07/13/2012
Birraporetti's,4.1,"500 Louisiana St. Houston, TX  77002 ",148,Italian,$30 and under,Downtown,http://www.birrarestaurant.com/home/,birrafun@hotmail.com,(713) 224-9494,4.1 / 5,We had a great dinner before our show at Birraporetti's. Always enjoy our experience at this great restaurant.,07/13/2012
Birraporetti's - Friendswood,4.0,"400 W. Parkwood Ave/F.M.528 Ste. 100 Friendswood, TX  77546",4,Italian,$30 and under,Clear Lake / Webster / Bay Area,http://www.birrarestaurant.com,birraporettis.friendswood@gmail.com,(281) 993-8901,4 / 5,"Excellent Sunday Brunch at a very reasonable price. It was advertized as a jazz brunch so I expected live music but was disappointed, although the piped music was quite nice.",04/15/2012
Bistro Alex @ Hotel Sorella CityCentre,4.0,"800 Sorella Court Houston, TX  77024 ",95,American,$31 to $50,West Side,http://www.hotelsorella-citycentre.com/dining-and-entertainment/bistroalex,gtays@valenciagroup.com,(713) 827-3545,4 / 5,"Every time I eat at Bistro Alex my expectations are exceeded. The food, service and management are tops in Houuston. I love this place so much that last year I proposed in the restaurant and me and my fiance were treated like royalty. If you eat here I highly suggest saving room for dessert and getting the almond and orange tea cake. It is hands down the best dessert I have ever had!",07/14/2012
Bistro des Amis,4.3,"2347 University Blvd Houston, TX  77005 ",49,French,$30 and under,W. University / Med Center,http://www.bistrodesamis.com,contact@bistrodesamis.com,(713) 349-8441,4.3 / 5,"This was our second visit, and it was just as good as the first. It's a casual, but very earnest place. My brother is becoming addicted to the cassoulet. If I lived in the area I would probably eat here weekly.",06/19/2012
Bistro Lancaster @The Lancaster Hotel,4.1,"701 Texas Ave Houston, TX  77002 ",85,American,$31 to $50,Downtown,http://www.thelancaster.com,concierge@thelancaster.com,(713) 228-9502,4.1 / 5,"Classic restaurant in the Houston theater district, part of a boutique hotel. Dining room reminds one of a small restaurant in London. We have been going there for many years in conjunction with Alley Theatre performances.",07/12/2012
BlackFinn American Grille - Houston,4.1,"1910 Bagby St Suite 100 Houston, TX  77002",57,American,$30 and under,Midtown / Montrose,http://www.BlackFinnHouston.com,cfunaro@blackfinnhouston.com,(713) 651-9550,4.1 / 5,"I visited BlackFinn for my birthday celebration and was greeted nicely. I had a reserved table for 8 people, but arrived and one guest was waiting. Due to my other guest running late, I was asked to wait in the lobby or in the bar until my entire party arrived. We couldn't be seated until then. Eventually two guest short, they sat us. The atmosphere was good and the waitress was nice. I ordered the salmon w/rice and asparagus. There was no sauce, which I found was odd and my asparagus had grill grittiness. I asked for a replacement with broccoli and received it with no problem. My girlfriend complained that her blackened shrimp was too black. We expected a little more and as a Chef, I wanted more.....",06/23/2012
BLU - Restaurant & Lounge,4.1,"2248 Texas Drive Sugar Land, TX  77479 ",36,Contemporary Asian,$30 and under,Sugar Land / Missouri City,http://www.blusugarland.com,info@blusugarland.com,(281) 903-7324,4.1 / 5,"We have dined here several times and just love it. The food is always mouthwatering and very fresh tasting. Everyone that we have brought here to eat has been pleasantly surprised too. There are several places to eat in Sugar Land but it is nice to have a restaurant that the food and service are better than good. Yummy, Yummy, Yummy!",07/07/2012
Brady's Landing,3.8,"8505 Cypress Street Houston, TX  77012 ",121,American,$30 and under,East Side,http://www.bradyslandingrestaurant.com,gmunit21@srcmail.com,(713) 928-9921,3.8 / 5,We went there for Sunday Brunch and te food was great. We requested a well done prime rib Chef Casey went out and beyond and made it for us no questions asked. He even dressed the dish up with garnish. He personally went and have it done. Many thanks to Chef Casey For the outstanding service!,07/15/2012
Branch Water Tavern,4.0,"510 Shepherd Houston, TX  77071 ",223,Contemporary American,$30 and under,Heights/Washington,http://www.branchwatertavern.com,"",(713) 863-7777,4 / 5,"Usually I can never complain about BWT, but the service was not as good as it usually is. The waiter literally took our drink order one at a time... he would take one persons, leave, bring it to the table then take the next persons- and repeat the process. Other than that, the experience and food is always good.",07/13/2012
Brasserie 19,4.3,"1962 West Gray Houston, TX  77019 ",324,French,$30 and under,River Oaks,http://www.brasserie19.com,info@brasserie19.com,(713) 524-1919,4.3 / 5,"Seafood salad was tasty but very light on seafood. My lunch guest raved about the grilled octopus. Wine list on ipad had great, inexpensive choices.",07/11/2012
Brasserie Max & Julie,4.3,"4315 Montrose Blvd Houston, TX  77006 ",133,French,$30 and under,Midtown / Montrose,http://www.maxandjulie.net/Brasserie/Home.html,sylviesaunders@maxandjulie.net,(713) 524-0070,4.3 / 5,Had a nice time - it was our first visit. We will definitely be back! The salad I had (Salad Max & Julie ) - was a bit watered down (wet salad greens)= couldn't taste the dressing! My trout Provencal was outstanding as was the Tarte Tatin for dessert!,07/13/2012
Brennan's of Houston,4.7,"3300 Smith Street Houston, TX  77006 ",123,Creole / Cajun / Southern,$31 to $50,Midtown / Montrose,http://www.brennanshouston.com/,info@BrennansHouston.com,(713) 522-9711,4.7 / 5,It was my partners birthday and they made it special! The food was fantastic and the service was great!,07/14/2012
Brenner’s Steakhouse Katy Freeway,4.4,"10911 Katy Freeway Houston, TX  77079 ",138,Steakhouse,$31 to $50,West Side,http://www.brennerssteakhouse.com/original/,bren@ldry.com,(713) 465-2901,4.4 / 5,"Great food, great service. Note that it is smaller than what is expected.",07/13/2012
Brenner's Steakhouse on the Bayou,4.2,"1 Birdsall Street Houston, TX  77007 ",295,Steakhouse,$31 to $50,River Oaks,http://www.brennerssteakhouse.com/bayou/default.htm,brbb@ldry.com,(713) 868-4444,4.2 / 5,"The ambiance was great. The music inside the restaurant was very loud and disturbing. It was very hard to carry on a conversation with your group. It took over 30 minutes to get our dinner and once we did, the quail that one of us ordered was over cooked and very crispy. The shrimp I ordered was chewy( over cooked). When we complained to the manager, all he said was note taken. Thanks for mentioning it to him and that he would speak to the kitchen about it.We go to most Landry's restaurant but this one we won't go back again.",07/13/2012
Buca di Beppo - Houston - Portofino,4.2,"19075 I-45 South Conroe, TX  77385 ",60,Italian,$30 and under,Conroe,http://www.bucadibeppo.com,houstonportofino@bucadibeppo.com,(936) 321-6262,4.2 / 5,"Excellent service, food & atmosphere! I very highly recommend Bucca di Beppo to everyone!! We were celebrating our wedding with dinner at Bucca ... the staff made our experience on of the best we've ever had!!",06/25/2012
Buca di Beppo - Houston - Speedway,4.4,"5192 Buffalo Speedway Houston, TX  77005 ",83,Italian,$30 and under,Downtown,http://www.bucadibeppo.com,houstonbuffalospeedway@bucainc.com,(713) 665-2822,4.4 / 5,My friends and I had a girls night out. The Food and service were outstanding. I will definitely eat here again for any occasion. The ambiance is very quaint. Loved all the pictures on the walls.,07/07/2012
The Cafe at Brookwood,4.7,"1752 FM 1489 Brookshire, TX  77423 ",224,American,$30 and under,West Side,http://www.brookwoodcommunity.org/shop-eat/the-cafe-at-brookwood/,troyw@brookwoodcommunity.org,(281) 375-2400,4.7 / 5,"The dining experiance is wonderful, being served by the residents is a great time, the food is the best and the ambiance is the best.",07/12/2012
Cafe Benedicte,4.4,"15455 Memorial Drive Houston, TX  77079 ",129,Mediterranean,$30 and under,West Side,http://www.cafebenedicte.com,cafebenedicte@gmail.com,(281) 558-6607,4.4 / 5,Had a large group for dinner and it was quiet enough to carry on a conversation.Food was diverse and good. Everyone had a great time.,07/12/2012
Cafe du Bois,4.4,"2845 Town Center Circle West Kingwood Town Center Kingwood, TX  77339",8,Continental,$30 and under,Kingwood/Humble/Atascocita,http://www.cafedubois.com,info@cafedubois.com,(281) 360-2530,4.4 / 5,"I don't know why there were so few people in there. At first we were a little hesitant to go in since it appeared empty. It was about 8 PM so it was a little past the busier time. The food was DELICIOUS, the wait staff attentive but not cloying. The live music was beautiful. I would definately recommend it to someone for a romantic night out.",07/06/2012
Cafe Eccell,3.9,"101 Church Ave College Station, TX  77840 ",39,Seafood,$30 and under,College Station,http://cafeeccell.com,info@cafeeccell.com,(979) 846-7908,3.9 / 5,A great place for a girlfriend catch up visit. Quiet and fun food/,06/10/2012
Cafe Ginger,3.8,"1952 West Gray Houston, TX  77019 ",25,Chinese,$30 and under,River Oaks,http://www.cafeginger.net,ericwang217@yahoo.com,(713) 528-4288,3.8 / 5,Food was terrible! Especially the bread or fried dishes like dumplings and pancakes to moo shoo pork. Also very little shrimp or chicken in main dishes,07/03/2012
Capital Grille - Houston,4.5,"5365 Westheimer Road Houston, TX  77056 ",86,Steakhouse,$50 and over,Galleria / Uptown,http://www.thecapitalgrille.com,Houston@tcgdine.com,(713) 623-4600,4.5 / 5,ALways an outstanding meal cooked to perfection. And the Lobster mac and cheese was unbelievable.,07/09/2012
Carmelo's Ristorante Italiano - Houston,4.4,"14795 Memorial Dr Houston, TX  77079 ",109,Italian,$30 and under,West Side,http://www.carmelosrestaurant.com,carmelos@carmelosrestaurant.com,(281) 531-0696,4.4 / 5,Food was great and staff were fab. Celebrated our anniversary and was presented with a slice of cake (yum) on a plate that had happy anniversary dressed in chocolate around the rim,07/05/2012
Cavatore Italian Restaurant,4.2,"2120 Ella Blvd Houston, TX  77008 ",21,Italian,$30 and under,Heights/Washington,http://www.cavatoreitalianrestaurant.com,cavatoreitalian@aol.com,(713) 869-6622,4.2 / 5,You must have the Caesar salad if you go here!,07/11/2012
Charivari,4.5,"2521 Bagby Houston, TX  77006 ",28,Continental,$31 to $50,Midtown / Montrose,http://www.charivarirest.com,charivari@charivarirest.com,(713) 521-7231,4.5 / 5,"It's a romantic spot; service was great as well. Food is good, but not worth the price.",07/03/2012
Chez Nous French Restaurant,4.7,"217 South Avenue G Humble, TX  77338 ",123,Contemporary French,$31 to $50,Kingwood/Humble/Atascocita,http://cheznousfrenchrestaurant.com,echeznous@embarqmail.com,(281) 446-6717,4.7 / 5,"Chez Nous did a beautiful job making my birthday special. Food, service and wine was wonderful.",07/14/2012
Christopher's Italian Restaurant,3.6,"5324 Atascocita Road Humble, TX  77346 ",5,Italian,$30 and under,Kingwood/Humble/Atascocita,http://christophersitalianrestaurant.com,christophersitalianrestaurant@yahoo.com,(281) 359-9949,3.6 / 5,"Food wasn't bad, but wasn't special either. Also took alot longer than we were expecting.",06/24/2012
Christopher's World Grille,4.6,"5001 Boonville Rd. Bryan, TX  77802 ",137,Continental,$31 to $50,College Station,http://www.christophersworldgrille.com,staff@christophersworldgrille.com,(979) 776-2181,4.6 / 5,Food and service were out of this world as usual.,07/15/2012
Churrascos - River Oaks,4.4,"2055 Westheimer at Shepherd Houston, TX  77098 ",142,Latin American,$30 and under,Upper Kirby/Shepherd Corridor,http://www.cordua.com,riveroaks@cordua.com,(713) 527-8300,4.4 / 5,It's always a treat and pleasure to dine at Churrascos River Oaks. It a special place for my wife and I. The service is outstanding and so is the food. We cherish Churrascos. If you haven't exprienced Churrascos you should do so soon.,07/14/2012
Churrascos - Westchase,4.1,"9705 Westheimer at Gessner Houston, TX  77042 ",183,Latin American,$30 and under,West Side,http://www.cordua.com,westchase@cordua.com,(713) 952-1988,4.1 / 5,Great food and service. The tres leches desert is unbelievable.,07/10/2012
Churrascos-Sugar Land,4.6,"1520 Lake Pointe Parkway #500 Sugar Land, TX  77478 ",155,Latin American,$31 to $50,Sugar Land / Missouri City,http://www.cordua.com/churrascos,ChurrascosSL@cordua.com,(832) 532-5300,4.5 / 5,"Service was ok in the beginning and got much better when another waiter helped our waiter who was in the weeds a little and couldn't focus on his tables as needed to provide better service. Food ... Maybe it was the particular time I went but everything was cold except , 1 beef empanada I had... And when spending 27.00 for a buffet i expect more.I could go on and on about the food being cold but I will only use one word to describe it is dissapointing.",07/15/2012
Claudio's & Mattia's Trattoria Piano Bar,3.7,"3202 Marina Bay Dr Ste M League City, TX  77565 ",25,Italian,$30 and under,League City,http://www.ItalianPianoBar.com,"",(281) 932-0676,3.7 / 5,"I was kind of disappointed after reading several favorable reviews. The pasta was bland. The snapper plate had the rice, veggies & fish all in 1 big pile.",06/13/2012
Convivio,4.1,"700 S. Durham St Houston, TX  77007 ",43,Tapas / Small Plates,$30 and under,Heights/Washington,http://www.conviviohouston.com,conviviorestaurant@aol.com,(832) 360-1750,4.1 / 5,best spanish tapas in houston!Everything is delicious!Great service! Good wine selection!The paella is outstanding and the tres leches is a must!,07/07/2012
Coppa Ristorante Italiano,4.2,"5555 Washington Avenue Suite A Houston, TX  77007",202,Italian,$30 and under,Heights/Washington,http://www.copparistorante.com,info@copparistorante.com,(713) 426-4260,4.2 / 5,"We're group of 5 for dinner and enjoyed the food we ordered, however, the service was non-attenative and they forgot to serve the B-D cake we oredered ahead of time. Also, they did not have herbal or any non-cafeine tea or coffee - strange.",07/14/2012
Crapitto's Cucina Italiana,4.3,"2400 Mid Lane Houston, TX  77027 ",50,Italian,$31 to $50,Galleria / Uptown,http://www.crapittos.com,crapittocucina@aol.com,(713) 961-1161,4.3 / 5,"My wife and I have dined at Crappito's many times ... so we took 4 of our friends/colleagues. One of the couples are well versed foodies. They laughed at the name of the restaurant ... but once the meal started, they were in heaven. ""This is the best risotto I have had in all of my life"" was one comment followed by a string superlatives. The other couple had dietary/religious requirements - no problem and the nummy sounds over their salmon dinners did not stop. Service was excellent, as always - attentive and very friendly. The surroundings are very pleasing and the price is appropriate. I am always nervous taking friends to a restaurant that I have touted their offerings, but have never had to worry with Crappito's. Just fantastic!",06/30/2012
Crave Sushi,3.7,"2900 Travis Street Suite F Houston, TX  77006 ",37,Sushi,$30 and under,Midtown / Montrose,http://www.wecravesushi.com,info@wecravesushi.com,(713) 527-8744,3.7 / 5,Great spot. Look forward to going back.,07/12/2012
Crossroads at House of Blues - Houston,3.8,"1204 Caroline Street Houston, TX  77002 ",96,American,$30 and under,Downtown,http://www.houseofblues.com/houston,briandistefano@livenation.com,(832) 667-7781,3.8 / 5,I loved everything about the House of Blues experience. I dis noy like the parking situation but that is no fault of HOB. Everything on the menu is responsibly priced and I had the best burger ever. I will come again.,07/14/2012
Cullen's Upscale American Grille,3.9,"11500 Space Center Blvd Houston, TX  77059 ",51,American,$30 and under,Clear Lake / Webster / Bay Area,http://www.cullenshouston.com,info@cullenshouston.com,(281) 991-2000,3.9 / 5,"Everything was great! I said kid friendly but I was there during the week. If the same little girl would have been running around making noise on the weekend I would have been a little less forgiving. Hopefully the parents would not allow that. Service was good, food was great and the price was fitting.",07/11/2012
Da Marco,4.6,"1520 Westheimer Houston, TX  77006 ",76,Italian,$50 and over,Midtown / Montrose,http://www.damarcohouston.com,damarco@damarcohouston.com,(713) 807-8857,4.6 / 5,The food was excellent. Everything we ordered was delicious - perfectly cooked and seasoned. We'll definitely be back.,07/14/2012
Daily Grill - Houston,4.0,"5085 Westheimer Blvd., Suite 3125 In the Galleria next to the Westin Galleria Houston, TX  77056",13,Steak,$30 and under,Galleria / Uptown,http://www.dailygrill.com,HoustonDG@dailygrill.com,(713) 960-5997,4 / 5,Very relaxing atmosphere! Pleasant experience.,05/13/2012
Damian's Cucina Italiana,4.5,"3011 Smith Street Houston, TX  77006 ",166,Italian,$31 to $50,Midtown / Montrose,http://www.damians.com,damians@damians.com,(713) 522-0439,4.5 / 5,"Always a good meal. And now... best of all, they have a dress code: No Shorts, Not tee Shirts, No Exceptions! No Slobs! We need more of this in Houston!",07/11/2012
Del Frisco's Double Eagle Steak House - Houston,4.5,"5061 Westheimer Rd. Suite 8060 Houston, TX  77056",242,Steak,$31 to $50,Galleria / Uptown,http://www.delfriscos.com,delfriscos.houston@dfrg.com,(713) 355-2600,4.5 / 5,"I would definitely come back there for a special occasion. The food was good considering that I am not a huge steak eater.We had a great view of the city. The only request we had was for booth seating and that request was met. I think that Del Frisco's is a great place to celebrate a special occasion, but not for every day dining simple because of the prices. Overall, we had a great experience.",07/13/2012
Eddie V's - City Center,4.5,"12848 Queensbury Lane Suite 200 Houston, TX  77024",286,Seafood,$31 to $50,West Side,http://www.eddiev.com,"",(832) 200-2380,4.5 / 5,Business meeting setting was well received. I will be recommending to my colleagues.,07/12/2012
Eddie V's - West Ave,4.6,"2800 Kirby Drive Suite A-100 Houston, TX  77098 ",222,Seafood,$31 to $50,Downtown,http://eddiev.com,"",(713) 874-1800,4.6 / 5,"The food was delicious, as it always is.We were sat in a back, secluded, kind of banquet room. The ambiance was just OK and took away from the experience.We had a couple of waiters introduce themselves as our server all at once so it was kind of strange to start off with. Then the man who ended up taking care of us must have been cut fo rthe night, because we felt rushed. He dropped the check at the same time he delivered the dessert and then came back to ask for the credit card while we were still eating!",07/13/2012
El Meson,4.0,"2425 University Blvd. Houston, TX  77005 ",42,Spanish,$30 and under,W. University / Med Center,http://www.elmeson.com,info@elmeson.com,(713) 522-9306,4 / 5,"Could up the quality of the bar options, food was great!",06/29/2012
Eric's-Univ of Houston-Hilton College,3.9,"4800 Calhoun Houston, TX  77204 ",11,American,$30 and under,University of Houston,http://www.hrm.uh.edu/THE-COLLEGE/Our-Hotel/Erics-Restaurant/,"",(713) 743-2512,3.9 / 5,Eric's is great place to dine before taking in a concert or play at the University of Houston.,04/21/2012
Fleming's Prime Steakhouse & Wine Bar - Houston,4.2,"2405 W Alabama Street Houston, TX  77098 ",102,Steak,$31 to $50,River Oaks,http://www.flemingssteakhouse.com/HoustonRO,houston@flemingssteakhouse.com,(713) 520-5959,4.2 / 5,"Dinning expierence was good. Busy Friday night with an active dinning area, bar and patio areas. This is the first time we have been to Flemmings and we would go again. Our server was Charles and he was very helpful, engaged and professional. I would encourage anyone dinning there to ask for him directly. Wine, salads, desserts and side items were all good. Kiddos to the Flemmings potatoes. It's a shame you can't get those directly, they are very good. Steaks were good but slightly uneven. My wife's was good and prepared perfectly for her, I felt as thought mine was just a little over done.Eat here period, it's good.",07/13/2012
Fleming's Prime Steakhouse & Wine Bar - Houston Beltway,4.4,"788 W. Sam Houston Pkwy North Houston, TX  77024 ",53,Steak,$31 to $50,West Side,http://www.flemingssteakhouse.com/HoustonTC,townandcountry@flemingssteakhouse.com,(713) 827-1120,4.4 / 5,"Excellent host, excellent food, excellent wait staff and excellent visit. as usual.",07/15/2012
Fleming's Prime Steakhouse & Wine Bar - The Woodlands,4.5,"1201 Lake Woodlands Drive, The Woodlands Mall Suite 305 The Woodlands, TX  77380",44,Steak,$31 to $50,The Woodlands,http://www.FlemingsSteakhouse.com/TheWoodlands,woodlands@flemingssteakhouse.com,(281) 362-0103,4.5 / 5,Four of us celebrated a friends BIG birthday. The wait staff was so pleasant and accommodating. They were extremely attentive to us and everything was wonderful. The food was delicious and it arrived hot. The waters were promptly refilled and the bread was always brought out hot. At the end our friend was presented with a lovely box of truffles from the restaurant.,07/06/2012
Frank's Chop House,4.4,"3736 Westheimer Houston, TX  77027 ",84,Steak,$30 and under,River Oaks,http://www.frankschophouse.com,crapitto@aol.com,(713) 572-8600,4.4 / 5,"Outstanding value for the dollar. Food was very high quality, surroundings were pleasingly upscale, and service was attentive and courteous. Highly recommended for business lunches!",07/10/2012
Fratelli's Ristorante,4.3,"1330 Wirt Rd Suite D Houston, TX  77055 ",4,Italian,$30 and under,Spring Branch,http://FratellisRistoranteHouston.com,b.marquis001@gmail.com,(713) 263-0022,4.3 / 5,"Had the veal parm and it was the best I've had in a very long time. Very tender veal with an excellent crusting. My buddy had a roasted chicken dish and his only comment was he'll be back again for the same. Our server was very attentive and helpful. Barbara, the owner, stopped by to thank us for coming; I thought that was very classy. This is a great place to have lunch and we'll be back.",06/26/2012
