name,rating,address,total reviews,cuisine,price,neighborhood,website,email,phone,review rating,review description,review dine date
Above the Salt,4.1,"305 S. Mill St. Aspen, CO  81611 ",11,Italian,$30 and under,Uptown,"","",(970) 544-3399,4.1 / 5,"Friendly, great food & service...will definitely return soon...",07/03/2012
Abrusci's Italian Eatery,4.0,"300 Fillmore Street Unit K Denver, CO  80206 ",80,Italian,$30 and under,Cherry Creek,http://www.abruscis.com/cherrycreek/,cherrycreek@abruscis.com,(303) 462-0513,4.1 / 5,"Gluten free menu is nice, but waited 5 minutes for a host to seat us. Then the bar didn't have the ingredients for TWO different cocktails I ordered. Then I received my chicken parmesan and it was completely blackened. Very disappointing.",07/17/2012
Abrusci's Italian Restaurant - Wheat Ridge,4.1,"3244 Youngfield Suite G Wheat Ridge, CO  80033",23,Italian,$30 and under,Golden,http://www.abruscis.com,applewood@abruscis.com,(303) 232-2424,4.1 / 5,"Local place with great food, service and decor",07/13/2012
Afternoon Tea at St Julien,4.5,"900 Walnut Street Boulder, CO  80302 ",2,Afternoon Tea,$30 and under,Boulder,http://www.stjulien.com,afternoontea@stjulien.com,(720) 406-9696,4.5 / 5,"Wonderful time with my mother and 5 year old daughter and for a great cause, ""There with Care!""",12/31/2011
Afternoon Tea at the Briarwood Inn,3.5,"1630 8th Street Golden, CO  80401 ",6,Afternoon Tea,$30 and under,Golden,http://thebriarwoodinn.com,"",(303) 279-3121,3.5 / 5,"We thoroughly enjoyed the Saturday afternoon tea! The food was very good and filling with soup, quiche, selection of sandwiches and desserts. The service was also very attentive. The Briarwood has great ambiance! I continue to have the Briarwood at the top of my list for Tea!",07/14/2012
Afternoon Tea at the Brown Palace,4.5,"321 17th Street Denver, CO  80202 ",189,Afternoon Tea,$31 to $50,Downtown/LoDo,http://www.brownpalace.com,lobbytea@brownpalace.com,(303) 297-3111,4.5 / 5,We had most of our tea foods left and asked for a box. The waitress did it away from the table.it was deplorable how it was boxed and it was not our food.,06/30/2012
Ajax Tavern,3.8,"675 East Durant Ave Aspen, CO  81611 ",22,French,$30 and under,Aspen,http://www.thelittlenell.com/TLN/restaurants/ajax_tavern.aspx,"",(970) 920-6334,3.9 / 5,Typical Aspen Dining spot. Very over rated in comparison to any other good quality establishment in Amereica,07/14/2012
Alba,4.4,"2480 Canyon Blvd. Unit M1 Boulder, CO  80302",38,Italian,$31 to $50,Boulder,http://www.albaboulder.com,info@albaboulder.com,(303) 938-8800,4.4 / 5,We thought this was a gem in a somewhat out of the way place. The food was excellent and the service sympathetic and unobtrusive.A find.,07/18/2012
Alberto's,4.0,"78930 US Highway 40 Suite 3 Winter Park, CO  80482 ",6,Contemporary American,$30 and under,Winter Park/Granby/Grand Lake ,http://www.TabernashTavern.com,tabtav08@yahoo.com,(970) 726-4747,3.6 / 5,"The ahí nachos are incredibly delicious. We tried one pizza and there was so much cheese on it that it was nauseating. Luckily, they agreed to replace it with another pizza (wine and cheese), and it was very good. The waitress was OK. Both times we've been there lately the waitresses have acted very bored.",06/22/2012
Allred's Restaurant,4.3,"Gondola Station Saint Sophia c/o 565 Mountain Village BLVD Telluride, CO  81435 ",23,Contemporary American,$31 to $50,Telluride,http://www.allredsrestaurant.com,allreds@tellurideskiresort.com,(970) 728-7474,4.4 / 5,A perfect evening! There is more to great food and that's great service. Allred's has it figured out!,07/11/2012
Aloy Thai Cuisine,4.4,"2720 Canyon Blvd Boulder, CO  80302 ",5,Thai,$30 and under,Boulder,http://www.chythaicuisine.com,chythaicuisine@yahoo.com,(303) 440-2903,4.4 / 5,BEST THAI IN BOULDER!! EAT HERE!!,05/10/2012
Alpenglow Stube,4.5,"Top of North Peak Mtn Keystone, CO  80435 ",2,Contemporary European,$50 and over,Breckenridge/Frisco/Copper/Keystone,http://www.keystoneresort.com/diningdetail/Key+-+Alpenglow+Stube.axd,AlpenglowStube@vailresorts.com,(970) 496-4386,4 / 5,Had a very nice anniversary dinner.,07/13/2012
Alpine Tavern,4.3,"4695 Racquet Club Dr Vail, CO  81657 ",7,Contemporary American,$31 to $50,Vail,http://www.alpinetavernvail.com,alpinetavernvail@gmail.com,(970) 476-7888,4.3 / 5,Price was fair as was the food.,06/30/2012
Altitude Restaurant - Hyatt Regency Denver,4.1,"650 15th Street Denver, CO  80202 ",57,Contemporary American,$31 to $50,Downtown/LoDo,http://denverregency.hyatt.com,"",(303) 486-4434,4 / 5,"The restaurant is beautiful. The food is delicious. The service attentive and pleasant. Next time I'm in Denver, I'd love to come back to Altitude.",07/12/2012
Ambria - Denver,3.9,"1201 16th St. Suite 104 Denver, CO  80202-1567 ",104,Mediterranean,$30 and under,Downtown/LoDo,http://www.ambriadenver.com,info@ambriadenver.com,(303) 623-8646,4 / 5,Wondeful dining experience all the way around. Great menu and wine knowledge from Jeff Reebie. We recommend requesting Mr. Reebie for your reservation.,07/19/2012
Appaloosa Grill,3.9,"535 16th St. Denver, CO  80202 ",59,American,$30 and under,Downtown/LoDo,http://www.appaloosagrill.com,thehorse@appaloosagrill.com,(720) 932-1700,4 / 5,"Acoustics are terrible and it's too loud in there. Cannot have a conversation. Food was very good, but too loud - will not go back.",07/16/2012
Aquarium Restaurant - Downtown Denver,3.7,"700 Water Street Denver, CO  80211 ",228,Seafood,$30 and under,Downtown/LoDo,http://www.aquariumrestaurants.com/,"",(303) 561-4450,3.7 / 5,I think they need more waiters!,07/18/2012
Armando's Ristorante Italian - Aurora,3.8,"5428 S. Parker Rd. Aurora, CO  80015 ",11,Italian,$30 and under,Aurora,http://goarmandos.com,armandosristorante@gmail.com,(303) 690-6660,3.8 / 5,Excellent food!! Our waiter was awesome,06/29/2012
Armando's Ristorante Italian - Parker,4.1,"9964 S. Twenty Mile Road Parker, CO  80134 ",12,Italian,$30 and under,Parker,http://goarmandos.com,armandosristorante@gmail.com,(720) 851-6770,4.1 / 5,Cosistantly good food & service.,07/02/2012
The Artisan at Stonebridge Inn,3.9,"300 Carriage Way Snowmass Village, CO  81615 ",16,American,$30 and under,Snowmass,http://www.stonebridgeinn.com/snowmass-colorado-restaurants.php,theartisan@destinationhotels.com,(970) 923-2427,4.1 / 5,"The food was very disappointing, down to the cappuccino.",06/26/2012
The Asian Cajun,4.4,"2400 W. Alameda Ave. Denver, CO  80223 ",10,Cajun,$30 and under,Downtown/LoDo,http://www.theasiancajun.com,"",(303) 922-0699,4.4 / 5,Truly enjoyed our meal. Lots of fun!,05/13/2012
Assignments,4.7,"675 South Broadway Denver, CO  80209 ",28,American,$30 and under,Central,http://www.aic.aii.edu,"",(303) 778-6625,4.7 / 5,"A very pleasant surprise. The students are out there trying and do a wondrful job at serving and displaying an enthusiasm for their work.The food is simply wonderful from the house baked bread, the appetizers, the entrees, salads and dessert. Hard to go wrong with any choice. The only negative: they do not serve alcoholic beverages but have a selection of wines that apparently are alcohol free and are simply terrible! Grape juice or ginger ale would be a step up. They would be best advised to eliminate them or allow guests to bring their own.",06/01/2012
Asti D' Italia,4.5,"14648 Delaware St Westminster, CO  80023 ",61,Italian,$31 to $50,Westminster,http://www.astiditalia.com,info@astiditalia.com,(303) 457-3900,4.5 / 5,Charlie has done an amazing job to make this Italian eatery a gem! Their wine dinners are the best.,07/19/2012
Atwater on Gore Creek,4.0,"1300 Westhaven Drive Vail, CO  81657 ",10,Contemporary American,$30 and under,Vail,http://www.vailcascade.com/atwater/,atwater@destinationhotels.com,(970) 479-7014,4 / 5,"Excellent food - all fresh, local produce and I swear our trout was swimming in Gore creek that morning. Extensive, reasonably priced wine list. Highly recommended.",07/15/2012
Avenue Grill - Denver,4.3,"630 E. 17th Ave Denver, CO  80203 ",153,Contemporary American,$30 and under,Uptown,http://www.avenuegrill.com,eat@avenuegrill.com,(303) 861-2820,4.3 / 5,The environment was charming and located in a convenient location with free parking across the street. Service was exceptional. Food was fair.,07/17/2012
Axios,4.1,"3901 Tennyson St. Denver, CO  80212 ",117,Greek,$30 and under,Highlands,http://www.axiosdenver.com,axiosdenver@yahoo.com,(720) 328-2225,4.1 / 5,"Food and service were excellent. I only gave a ""very good"" for ""Ambiance"" because the ceiling was lined with plastic (b/c of a leak, we were told).",07/06/2012
Axum Restaurant,3.6,"5501 East Colfax Avenue Denver, CO  80220 ",9,Ethiopian,$30 and under,Park Hill,http://www.axum-restaurant.com,"",(303) 329-6139,3.6 / 5,"Service is poor, food is good, but waitresses are slow and non-responsive. Understaffed.",07/07/2012
Azitra - Broomfield,4.2,"535 Zang St Suite C Broomfield, CO  80021",15,Indian,$30 and under,Broomfield,http://www.azitra.com,information@azitra.com,(303) 465-4444,4.2 / 5,"Although better food than many of the other Indian restaurants in the area, food is mediocre at best. The decor has no Indian feel to it. I would be surprised if everything was made to order from scratch.",06/03/2012
Baca at The Inverness Hotel,4.3,"200 Inverness Drive West Englewood, CO  80112 ",14,Spanish,$31 to $50,Tech Center / Greenwood Village,http://www.SavorBaca.com,"",(303) 397-7222,4.3 / 5,"Surprised not busier. Everything quite good but virtually deserted. Perhaps not trendy, healthy, light enough?",06/30/2012
Bacaro Venetian Taverna,3.8,"921 Pearl Street Boulder, CO  80302 ",43,Italian,$30 and under,Boulder,http://www.bacaro.com,info@bacaro.com,(303) 444-4888,3.8 / 5,"Menu was very difficult to order from.. Had small entrees. Thought we could order a few and share, but it says they charge $2 /plate if shared.I ordered something recommended by waiter, but it smelled so gamey, it was unappetizing. I couldn't eat it.",07/07/2012
Back Country Brewery + Restaurant,2.7,"720 Main St. Frisco, CO  80443 ",7,Brewery,$30 and under,Breckenridge/Frisco/Copper/Keystone,http://www.backcountrybrewery.com,info@backcountrybrewery.com,(970) 668-2337,2.7 / 5,Overpriced for the portionsFood was fine but nothing specialWaiter was not attentive.We were a group of 8 and felt since gratuity was included we were atop priority,07/11/2012
Balata,4.1,"1265 Berry Creek Rd Edwards, CO  81632 ",12,American,$30 and under,Edwards,http://www.sonnenalpgolfclub.com/Default.aspx?p=DynamicModule&pageid=234350&ssid=86795&vnf=1,ychough@sonnenalp.com,(970) 477-5353,4.1 / 5,"The restaurant was very busy but our table was ready when we arrived. We had a window seat with a georgeous view, everyones food was excellent and our waitress was attentive and friendly. This is a public restaurant in a private country club, but you are treated like a member.",07/14/2012
Baldpate Inn,4.2,"PO Box 700  4900 S Highway 7 Estes Park, CO  80517 ",25,American,$30 and under,Estes Park,http://www.baldpateinn.com/dining.asp,Reservations@BaldpateInn.com,(970) 586-5397,4.2 / 5,"We never come to Estes Park without including a visit to Baldpate, and we enjoyed it this year as much as ever. Especially enjoy watching the hummingbirds while we eat.",07/20/2012
Barolo Grill,4.4,"3030 E 6th Ave Denver, CO  80206 ",251,Italian,$30 and under,Cherry Creek,http://www.barologrilldenver.com,info@barologrilldenver.com,(303) 393-1040,4.4 / 5,"The risotto was very good, but the rest of our food was disappointing. The bass was nothing special and the duck was terrible, it was over cooked and chewy. Would have complained to the server but he never came back to check how the food was. Didn't see him again at all until another server asked him to bring the check over. Service was extremely disappointing from the server, but the back servers were very attentive and friendly.",07/18/2012
Bastien's Restaurant,3.8,"3503 E. Colfax Ave Denver, CO  80206 ",34,Steakhouse,$30 and under,Uptown,http://www.bastiens.com,bastiens@qwestoffice.net,(303) 322-0363,3.8 / 5,Unique and fun place with great steaks!!,06/18/2012
BB's Kitchen,4.0,"525 E Cooper Ave, Suite 201 Aspen, CO  81611 ",26,American,$30 and under,Aspen,http://www.bbskitchen.com,info@bbskitchen.com,(970) 429-8284,3.9 / 5,"My cod was too salty. My husband had to send his dinner back because the creamed spinach had feta cheese in it, which was not listed. He enjoyed what they brought the second time. My orange mojito was the best part of the meal.",07/13/2012
Beano's Cabin,4.8,"Beaver Creek Resort Avon, CO  81620 ",24,American,$50 and over,Avon,http://www.beanoscabinbeavercreek.com,BCDining@vailresorts.com,(970) 754-3463,4.7 / 5,"I've read good and poor reviews of Beano's. I think the experience has a lot to do with expectations. It's no more expensive than any fine dining restaurant if you have 5 courses. The selections were varied and interesting. The wine list was good, but did have more of a mark-up than most. The food and service were very good. Mostly, one should go for the event! It's a beautiful setting, deer and hummingbirds right outside the open window. Shuttle up in a clean van (even then, it's a bumpy ride), take the tractor if you don't mind dust and fumes, or ride horses up if that's your thing. Wearing jeans and boots is totally acceptable. Spend some time at the bar or outside on the deck.",07/13/2012
Beatrice & Woodsley,4.4,"38 South Broadway Denver, CO  80209 ",182,American,$31 to $50,Baker,http://www.beatriceandwoodsley.com/,info@beatriceandwoodsley.com,(303) 777-3505,4.4 / 5,"This little gem was recommended by some friends. Though the location may be a little difficult to spot I think it's worth to find. My wife and I celebrated our fourth wedding anniversary at Breatice & Woodsley. It was a great experience because of the their atmosphere, service and menu.",07/19/2012
Beaver Creek Chophouse,3.5,"Slopeside, 15 W. Thomas Place, 4th floor Avon, CO  81620 ",11,Steak,$31 to $50,Beaver Creek,http://www.beavercreekchophouse.com,"",(970) 845-0555,3.7 / 5,We did alot of oysters and had a terrific waitress. Good drinks etc.,07/19/2012
The Belvedere Restaurant,3.7,"323 14th Street Denver, CO  80202 ",23,Polish,$30 and under,Downtown/LoDo,http://www.belvederedowntown.com/,kingaslounge@gmail.com,(720) 974-4052,3.7 / 5,"The food was great as usual, and the staff was friendly. But without AC even on a hot summer night, it was the only drawback.",07/13/2012
Benihana - Broomfield,3.9,"515 Zang St Broomfield, CO  80021-8229 ",56,Japanese,$30 and under,Broomfield,http://www.benihana.com/locations/broomfield-co-bo,broomfield@benihana.com,(303) 410-0482,3.8 / 5,"We've been to Benihana in Broomfield many times and have always had great service, delicious food and an overall wonderful experience! We highly recommend this restaurant!",07/17/2012
Benihana - Denver,4.2,"3295 S Tamarac Drive Denver, CO  80231 ",67,Japanese,$30 and under,Tech Center / Greenwood Village,http://www.benihana.com/locations/denver-co-de,denver@benihana.com,(303) 750-0200,4.2 / 5,"I love benihana, it's fun, the food is great, and the birthday certificate is fabulous.",07/04/2012
Bent Fork Grill - Aurora,4.3,"12191 E. Iliff Avenue Aurora, CO  80014 ",38,Contemporary American,$30 and under,Aurora,http://www.bentforkgrill.com,aurora@bentforkgrill.com,(303) 337-6600,4.3 / 5,"Looked like they were a bit understaffed, with only two wait-staff, and the gentleman who welcomed us appeared to be the manager rather than the normal maitre d'. As a result sevice was slightly slower than expected, but when they were with us, was very good.",06/30/2012
Bent Fork Grill - Loveland,4.1,"5971 Sky Pond Drive Suite C-106 Loveland, CO  80538 ",36,American,$30 and under,Loveland,http://www.bentforkgrill.com,loveland@bentforkgrill.com,(970) 613-9333,4.1 / 5,"This was our first time at the BentFork Grill. The food was really good. Great menu choices and a lot of great-sounding specials to choose from. We had amazing service and got helped quickly. All of our questions were answered. We did not get checked on every 5 minutes, which was great, it seems like the staff knows when to ask if you need another drink or anything else. It was pricy, but a very well-versed menu and it also had adequate lighting. We will definitely be dining here again!",07/15/2012
The Bent Noodle Italian Restaurant and Catering Company,4.2,"3055 S. Parker Rd A 108 Aurora, CO  80014",52,Italian,$30 and under,Aurora,http://www.bentnoodle.com,emailus@bentnoodle.com,(303) 337-2733,4.2 / 5,We have been a few times to the Bent Noodle in Aurora and really enjoy it. The food is good and the ambiance is comfortable and relaxing.,07/14/2012
The Berkshire,3.5,"7352 E. 29th Ave. Denver, CO  80238 ",35,Comfort Food,$30 and under,Stapleton / Northfield,http://www.theberkshirerestaurant.com,andy@theberkshirerestaurant.com,(303) 321-4010,3.5 / 5,"Friends in town on June 15, 6 ppl total. Place was empty- open tables, empty chairs, host/hostesses hugging, holding hands, playing w/ their phones, and paying no attention to customers. They slaughtered eggs benedict, toast wasn't toasted, eggs were WAY overcooked, the home fries were overcooked and flavorless, think stale/chewy cardboard. Chicken fried steak was burnt/overcooked. We spoke to manager, he said they were busier than expected (though there was a farmer's market outside and the place was EMPTY). Got charged for a dish we turned back AND it arrived well after everyone else had finished their meal AND came out on tiny bread plates. We'll think 3x before returning.",07/15/2012
Big Hoss Barbecue Steakhouse,4.2,"3961 Tennyson St Denver, CO  80242 ",18,Barbecue,$30 and under,Highlands,http://www.bighossbarbq.com,bighossbarbq@gmail.com,(720) 855-3061,4.2 / 5,"This is a neighborhood bar setting. The food is always good, it's a little loud, but always a good choice for BBQ.",07/18/2012
Billy's Restaurant,4.4,"610 W. Lionshead Cr. C-200 Vail, CO  81657 ",14,Steak,$31 to $50,Vail,http://www.billysislandgrill.com,billysislandgrill@qwestoffice.net,(970) 476-8811,4.4 / 5,As usual good value. Took a new neighbor who echoed our view.,07/17/2012
Bisetti's Ristorante,4.3,"120 College Ave Fort Collins, CO  80524 ",73,Italian,$30 and under,Fort Collins,http://www.bisettis.com/,bisettis@frii.com,(970) 493-0086,4.3 / 5,WE had a rather pleasant dinner at Bisetti's. except for the child at a nearby table that had to rearrange all the silverwareon adjoining tables. I'm surprised at the number of people who tqke their children to a resturant and think it's a playground.,07/03/2012
The Bistro at Marshdale,4.5,"27376 Spruce Lane Evergreen, CO  80439 ",78,Italian,$30 and under,Evergreen,http://www.thebistroatmarshdale.com,sarah@thebistroatmarshdale.com,(303) 674-7670,4.5 / 5,"Excellent, experienced chef-owner, and enthusiastic manager who does his best to make guests feel welcome.Terrific food and wine.",07/15/2012
Bistro C.V.,4.6,"345 Lincoln Ave, Suite 105 Steamboat Springs, CO  80487 ",34,Contemporary American,$31 to $50,Steamboat Springs,http://www.bistrocv.com,bistrocv@gmail.com,(970) 879-4197,4.6 / 5,Never had a bad meal here and this time wasn't an exception. The shrimp was succulent and the pasta tasty. The salad was crispy and had a bouquet of flavors. One of my favorite places in Steamboat to dine.,07/14/2012
Bistro Fourteen,3.7,"Vail Resort- Eagle Vail, CO  81657 ",11,Contemporary American,$30 and under,Vail,http://www.vail.com/lodging-and-dining/dining/bistro%20fourteen.aspx,jbailey@vailresorts.com,(970) 754-4530,3.9 / 5,Menu didn't reflect what was on line. Very casual ! Expected tablecloths andA much better dinner menu. Out of trout which was theOnly special choice. Service was poor. Overall very disappointing.,07/13/2012
Bistro Vendome,4.5,"1420 Larimer Street Denver, CO  80202 ",417,French,$30 and under,Downtown/LoDo,http://www.bistrovendome.com,"",(303) 825-3232,4.5 / 5,"My wife and I enjoyed Bistro Vendome for our 10 year anniversary. We sat on the beautiful patio and enjoyed complimentary sparkling wine with our tickets to the Performing Arts Center. The patio is gorgeous and quiet, tucked away off the busyness of Larimer Square. Casey was our server and he was outstanding! He was an expert on the menu and quite professional. His recommendation for the Rocquefort steak frittes was right on the money. Best steak I've ever had by far! Melted in my mouth. My wife enjoyed the salmon entree. Overall, we had an excellent experience at Bistro Vendome and we will definitely be back.",07/19/2012
Bittersweet,4.4,"500 E Alameda Ave Denver, CO  80209 ",152,American,$30 and under,Wash Park,http://www.bittersweetdenver.com,dine@bittersweetdenver.com,(303) 942-0320,4.4 / 5,"Our group thought the food was excellent - the presentations were very professional, and everything was fresh and perfectly prepared. We thought the waitstaff could be trained a bit on providing additional information and recommendations for food and wine, but overall the service was very good and attentive. We will definitely come back.",07/12/2012
Black Cat,4.5,"1964 13th Street Boulder, CO  80302 ",157,Organic,$31 to $50,Boulder,http://www.BlackCatBoulder.com,dine@blackcatboulder.com,(303) 444-5500,4.5 / 5,"I took my girlfriend to Black Cat for her birthday and was blown away with our experience. The wine list was amazing, and the sommelier picked out a perfect glass of wine after asking us a few questions. Our courses came out perfectly spaced, letting us enjoy each one entirely. Our waiter answered any questions we had with confidence, and never neglected us once. All of the food we ordered was beautifully plated and delicious. The produce was fantastic. Their menu changes daily, so there is always something new to choose from. The atmosphere was quiet and romantic. I would recommend Black Cat to any foodie out there.",07/18/2012
Black Hat Cattle Co.,4.5,"26295 Hill Top Drive Kittredge, CO  80457 ",134,Steakhouse,$30 and under,Evergreen,http://www.blackhatcattleco.com,info@blackhatcattleco.com,(303) 670-0941,4.5 / 5,"A wonderful experience. We had just moved to Colorado two weeks prior to our visit. I asked many people in town where they would recommend for a nice birthday dinner for my husband, and it was hands down Black Hat Cattle Co. Highly recommend this location there was not a negative thing to say about this place or the food..",07/16/2012
Black Pearl Restaurant,4.1,"1529 South Pearl Street Denver, CO  80210 ",140,American,$31 to $50,Wash Park,http://www.blackpearldenver.com,info@blackpearldenver.com,(303) 777-0500,4.1 / 5,We enjoyed Sutting on the patio. . I had the goat cheese flan appetizer and my husband had the scallop appetizer. Both were good and either could serve as a small entree with a glass of wine. We had the szechuan shrimp for our entrees. It was very well prepared and full of flavor-not spicy. For dessert we shared the cheesecake. The prices are a bit high for the area and some of the combinations of flavors in entrees listed did not go well.,07/20/2012
Block 16,3.9,"16 Vail Road Vail, CO  81657 ",8,Contemporary American,$31 to $50,Vail,http://www.thesebastianvail.com/vail-restaurants-bars/block-16-restaurant,concierge@thesebastianvail.com,(970) 477-8050,4 / 5,A hidden gem. Food was very good. Lobster tacos al pastor reminiscent of Mexico City. Risotto with speck smooth and yummy flavors. Tuna tartar and burrata appetizers both delicious. Only disappointment was the beignets. Heavy and a bit greasy.,07/07/2012
The Blue Bonnet Restaurant,3.9,"457 S. Broadway Denver, CO  80209 ",31,Mexican,$30 and under,Baker,http://www.bluebonnetrestaurant.com,info@bluebonnetrestaurant.com,(303) 778-0147,3.9 / 5,Food always good. Hot night but the management managed to have the rooms relatively cool.,07/01/2012
Blue Plate,3.9,"48 E. Beaver Creek Blvd 48 E. Beaver Creek Blvd Avon, CO  81620 ",28,American,$30 and under,Avon,http://www.blueplateavon.com,blueplatebistroavon@gmail.com,(970) 845-2252,3.9 / 5,"Service was very harried at first. Drinks took a very long time to come, and 1 was only 2/3 full when it arrived. They did correct this quickly with a fresh cocktail. Food was good, but priced higher than I would have expected I'm Avon. Vail prices down valley...",07/14/2012
Blue River Bistro,4.3,"305 North Main Street Breckenridge, CO  80424 ",64,Italian,$30 and under,Breckenridge/Frisco/Copper/Keystone,http://www.blueriverbistro.com,blueriverbistro@blueriverbistro.com,(970) 453-6974,4.3 / 5,"Our food was excellent as it should have been for the upscale prices. The singer/musician was talented and relaxing. Our one complaint would be that after noting that we had 3 teens with us they tried to put us in a round booth in a back corner that would have been hot in July. We ate at BRB with another family one other time during the winter and they put our kids in that booth and the adults in an adjoining booth. I can understand that for 6 kids that were younger at the time. But I was a little insulted as our teens are now 18, 16, and 15 and very well-behaved. They did give us a better table when I mentioned how hot that corner would be. Snobbery is very unappealing to me so I would not go to BRB again.",07/10/2012
Blue Spruce Inn,4.3,"20 Main St. Frisco, CO  80443 ",21,Steakhouse,$30 and under,Breckenridge/Frisco/Copper/Keystone,http://www.Thebluespruce.com,summitchef@gmail.com,(970) 668-5900,4.3 / 5,"Very accommodating as my we had a couple requests that were asked for ahead of time, and met completely by the staff. Thanks!",07/17/2012
The Blue Star,4.3,"1645 S Tejon Colorado Springs, CO  80906 ",107,"Global, International",$30 and under,Colorado Springs,http://www.thebluestar.net,info@thebluestar.net,(719) 632-1086,4.3 / 5,Not the first time I have been here and brought people and definitely not my last! This place is wonderful and I place it at the top of my list of must-goto restaurants. Thank you Blue Star for a fantastic Colorado Gem!,07/18/2012
Blu's Restaurant,3.2,"193 E. Gore Creek Drive Vail, CO  81657 ",10,American,$30 and under,Vail,http://www.blusrestaurant.com,blusrestaurant@aol.com,(970) 476-3113,3.2 / 5,"A restaurant that would be perfect for Restaurant Impossible....everything seems tired...the owner, the space...nothings seems organized. A good location, the servers are hard working but the owner needs to get a new groove. A good location in Vail, but a very disappointing experience. I would not return.",07/07/2012
Bol Restaurant,4.3,"141 East Meadow Dr, Suite 113 Vail, CO  81657 ",6,Contemporary American,$30 and under,Vail,http://www.bolvail.com,info@bolvail.com,(970) 476-5300,4.3 / 5,The food is amazing. Everything is good and beautifully presented.,07/06/2012
