name,url,rating,address,total reviews,cuisine,price,neighborhood,website,email,phone,review rating,review description,review dine date
Acquapazza - San Mateo,http://www.opentable.com/acquapazza?scpref=109&tab=2,3.8,"201 E. 3rd Ave. San Mateo, CA  94401 ",73,Italian,$30 and under,San Mateo,http://www.acqua-pazza.com,renee@acqua-pazza.com,(650) 375-0903,3.8 / 5,"VERY AUTHENTIC ITALIAN, especially NAPELS - Beautiful Italian glass art, great dip for break, special Italian dishes, LOVE THE OWNERS! WORTH the 30 minute drive from Los Altos for a special dining experience!",07/07/2012
Acquerello,http://www.opentable.com/acquerello?scpref=109&tab=2,4.8,"1722 Sacramento St. San Francisco, CA  94109 ",207,Italian,$50 and over,Russian Hill,http://www.acquerello.com,info@acquerello.com,(415) 567-5432,4.8 / 5,"Wonderful - Great to find a place with the perfect balance of food, service and setting Bravo",07/20/2012
Ad Hoc,http://www.opentable.com/ad-hoc?scpref=109&tab=2,4.4,"6476 Washington St. Yountville, CA  94599 ",612,American,$50 and over,Yountville,http://www.adhocrestaurant.com,info@adhocrestaurant.com,(707) 944-2487,4.4 / 5,"Was impressed by all the food, except the lemon verbena dessert.",07/19/2012
Affronti,http://www.opentable.com/affronti?scpref=109&tab=2,3.0,"235 Healdsburg Ave #105 Healdsburg, CA  95448",11,Mediterranean,$30 and under,Healdsburg,http://www.affrontihealdsburg.com,"",(707) 431-1113,3 / 5,"For some reason this place felt too unpopulated on a beautiful Sunday morning. It might be the brunch selections - the food was good but not great. Same with the service - he'd do what we motioned him over to do, but he never asked if we wanted more coffee or water. On the plus side, there was nice jazz and outdoor seating, and the price was reasonable.",07/08/2012
Agriculture Bar & Kitchen at Dawn Ranch Lodge,http://www.opentable.com/agriculture-bar-and-kitchen-at-dawn-ranch-lodge?scpref=109&tab=2,3.9,"16467 Hwy 116 Guerneville, CA  95446 ",30,Californian,$30 and under,Guerneville,http://www.dawnranch.com,reservations@dawnranch.com,(707) 869-0656,3.9 / 5,"Loved this place - what a great find. Had a delicious dinner here - pulled pork raviolis, amazing salad with goat cheese ranch, hamburger (yum), ribs! So delicious. Great atmosphere as well. Great place to come for a stellar dinner without any pretentious attitudes or atmosphere. Also a great cocktail list - I ordered the cucumber cooler and really liked it. We ate inside as it was a bit cool outside but would like to go back and sit outside on a Warmer summer night. And one last note - order dessert. Had a chocolate something and it was ""to die for.""",07/19/2012
Aicha,http://www.opentable.com/aicha?scpref=109&tab=2,3.5,"1303 Polk St San Francisco, CA  94109-4613 ",19,Moroccan,$30 and under,Nob Hill,http://www.aichasf.com,info@aichasf.com,(415) 345-9947,3.5 / 5,My husband and I had dinner at Aicha last weekend. The food was tasty and the portions were generous. We would recommend the kebabs and the chicken tagine!,06/09/2012
Ajanta Restaurant,http://www.opentable.com/ajanta-restaurant?scpref=109&tab=2,4.4,"1888 Solano Ave. Berkeley, CA  94707 ",151,Indian,$30 and under,Berkeley,http://www.ajantarestaurant.com,lachu@sbcglobal.net,(510) 526-4373,4.4 / 5,"We ordered the Pakora for an appetizer, it was OK, but the sauce was excellent. We had the lamb karma, chicken tandori and koftas for the main course. The koftas were outstanding. You get spinach or chickpeas with the rice, the chickpeas are much better :-) Overall very good, would dine again.",07/20/2012
Akiko's Restaurant & Sushi Bar,http://www.opentable.com/akikos-restaurant-and-sushi-bar?scpref=109&tab=2,4.2,"431 Bush Street San Francisco, CA  94108 ",73,Japanese,$30 and under,Downtown / Union Square,http://akikosrestaurant.com,info@akikosrestaurant.com,(415) 397-3218,4.2 / 5,We had a great experience at Akiko's: very good service and amazing food. We'll definitely come back there again.,07/20/2012
Alamo Square Seafood Grill,http://www.opentable.com/alamo-square-seafood-grill?scpref=109&tab=2,3.9,"803 Fillmore St San Francisco, CA  94117 ",96,Seafood,$30 and under,Civic Center / Hayes Valley / Van Ness,http://alamosquareseafoodgrill.com,andre@alamosquareseafoodgrill.com,(415) 440-2828,3.9 / 5,"great neighborhood restaurant, wonderful food, friendly-efficient service. there was fresh, wild fish on the menu; perfectly prepared! I'll be back!",07/13/2012
Alegrias Food from Spain,http://www.opentable.com/alegrias-food-from-spain?scpref=109&tab=2,4.0,"2018 Lombard San Francisco, CA  94123 ",75,Tapas / Small Plates,$30 and under,Marina / Presidio,http://www.alegriassf.com,info@alegriassf.com,(415) 929-8888,4 / 5,"We went to this restaurant to celebrate a birthday and were disappointed with the service. They brought out the wrong wine, forgot about the coffee one of my friends ordered, and took a long time in bringing out our orders. Also, when we ordered the dessert, it was burnt and all you could taste is a charred dessert. We asked to send it back and the chef came out to speak to us. The manner in which he spoke was very rude. I understand he was trying to tell us that is how the dessert is supposed to be prepared but that doesn't mean he has to be rude to us. Of all the guests in our party, none of us were happy and felt like we couldn't come back here.",07/14/2012
Alex Italian Restaurant,http://www.opentable.com/alex-italian-restaurant?scpref=109&tab=2,4.5,"1140 Rutherford Road Rutherford, CA  94573 ",114,Italian,$30 and under,Rutherford,http://www.alexitalianrestaurant.com,"",(707) 967-5500,4.4 / 5,"This was our second visit to Alex and we still feel that this is a great find. It is not that difficult to find decent Italian food but very rare to find Italian food that just knocks your socks off. Alex is such a place. Really outstanding food, extremely helpful and knowledgeable staff. Alex himself really knows his wines and has steered us to some really interesting selections. Living in the Napa valley we have our pick of a lot of great restaurants but we will be coming back here often.",07/20/2012
Alexander's Steakhouse - Cupertino,http://www.opentable.com/alexanders-steakhouse-cupertino?scpref=109&tab=2,4.5,"10330 N. Wolfe Road Cupertino, CA  95014 ",387,Steakhouse,$50 and over,Cupertino,http://www.alexanderssteakhouse.com,info@alexanderssteakhouse.com,(408) 446-2222,4.5 / 5,"My husband and I finally tried it a few weeks ago and and it was a great experience. Food, service, and ambiance was great.",07/20/2012
Alexander's Steakhouse - SF,http://www.opentable.com/alexanders-steakhouse-sf?scpref=109&tab=2,4.4,"448 Brannan Street San Francisco, CA  94107 ",222,Steakhouse,$50 and over,SOMA,http://www.alexanderssteakhouse.com,contact.sf@alexanderssteakhouse.com,(415) 495-1111,4.4 / 5,"I brought my boyfriend here for his birthday. This is the best restaurant in the city! Superb food, and NO ONE tops their service! I had made a note of his birthday on the reservation, and they had a special birthday dessert. Very romantic. Alexander's is the best place to take someone for a memorable, special experience--a business client, a parent, a spouse. The experience here is worth every penny. I can't recommend Alexander's more highly.",07/16/2012
Alfred's Steakhouse,http://www.opentable.com/alfreds-steakhouse?scpref=109&tab=2,4.1,"659 Merchant St. San Francisco, CA  94111 ",151,Steak,$31 to $50,Financial District / Embarcadero,http://www.alfredssteakhouse.com,alfredssteakhouse@sbcglobal.net,(415) 781-7058,4.1 / 5,While the food was excellent the service was not. They automatically charge 17% on top of your bill for service which unfortunately seemed to translate into sub-par service. I'm not sure if it was just the evening I was there or if this is the case because of the 17% added to the bill. That said the food was excellent and everything we ordered was cooked perfectly and tasted great.,07/21/2012
Alioto's,http://www.opentable.com/aliotos?scpref=109&tab=2,4.0,"#8 Fisherman's Wharf San Francisco, CA  94133 ",162,Seafood,$30 and under,Fisherman's Wharf,http://www.aliotos.com,aliotofish@sbcglobal.net,(415) 673-0183,4 / 5,"Perhaps this was a good seafood restaurant in years gone by but those days may have passed. The Alioto Green Salad comprised stale pine nuts, tough old fennel root, and zero vinaigrette. The Crab Bisque was unremarkable. The Linguini with eggplant and crab was actually spaghetti in tomato sauce with a rumor of eggplant and two bites of crab. ( Also Fishermans wharf on Sunday evening rarely sees a taxi, so be prepared to wait 30 minutes or drive yourself.)",07/15/2012
All Spice,http://www.opentable.com/all-spice?scpref=109&tab=2,4.6,"1602 S. El Camino Real San Mateo, CA  94402 ",116,Contemporary Indian,$31 to $50,San Mateo,http://www.allspicerestaurant.com,info@allspicerestaurant.com,(650) 627-4303,4.6 / 5,"Terrific little place. Super food. The only downside was our server, an old Russian or Israeli guy who was gruff, irritated and unhelpful. He seemed like he hated being a waiter, so maybe he shouldn't be one.",07/20/2012
Amarena,http://www.opentable.com/amarena?scpref=109&tab=2,4.2,"2162 Larkin Street San Francisco, CA  94109 ",65,Italian,$30 and under,Russian Hill,http://www.amarenarestaurant.com,amarenarestaurant@yahoo.com,(415) 447-0441,4.2 / 5,"Great food, but wine list needs improvement.",07/14/2012
Amber Bistro,http://www.opentable.com/amber-bistro?scpref=109&tab=2,4.0,"500 Hartz Ave. Danville, CA  94526 ",87,Californian,$30 and under,Danville,http://www.amberbistro.com,eric@amberbistro.com,(925) 552-5238,4 / 5,The restaurant was a nice 'older house' converted into a restaurant with a contemporary setting. The food was good and set up as expected and very good. Adam and the rest of the team served us well.,07/18/2012
Amber Dhara,http://www.opentable.com/amber-dhara?scpref=109&tab=2,3.8,"150 University Avenue Palo Alto, CA  94301 ",78,Indian,$31 to $50,Palo Alto,http://www.amber-india.com,info.ad@amber-india.com,(650) 329-9644,3.8 / 5,Service was pretty bad considering that we were the only other table in the whole restaurant. The food was ok but very expensive. The one thing that really bothered hate as that they included gratuity of 20%(!) in the tab for a table of 5 people!! Very disappointing. And definitely not deserved.,07/08/2012
Amber India,http://www.opentable.com/amber-india-san-francisco?scpref=109&tab=2,4.1,"25 Yerba Buena Lane San Francisco, CA  94103 ",275,Indian,$30 and under,Downtown / Union Square,http://www.amber-india.com/SanFrancisco/,amberindiasf@gmail.com,(415) 777-0500,4.1 / 5,"beautiful restaurant, went there for Sunday brunch... am not so familiar with Indian cuisine so it was a great introduction as I got to try a lot of different dishes, from dosas to masalas. They had a lot of vegetarian masalas and all had great flavors. Brunch came with mimosas, which made it an excellent value. I recommend it... come early though to beat the crowd....",07/22/2012
Amber India - Mountain View,http://www.opentable.com/amber-india-mountain-view?scpref=109&tab=2,4.4,"2290 El Camino Real Suite 9 Mountain View, CA  94040 ",56,Indian,$30 and under,Mountain View,http://www.amber-india.com,amberindia1@yahoo.com,(650) 968-7511,4.4 / 5,This meal was not Amber's finest. Mixed vegetable dish was too salty; eggplant overcooked. My experience is that ordering from the menu gets better (but more expensive) results,07/19/2012
Amber India - Santana Row,http://www.opentable.com/amber-india-santana-row?scpref=109&tab=2,4.1,"377 Santana Row #1140 San Jose, CA  95128",123,Indian,$30 and under,San Jose,http://www.amber-india.com,reservationssr@amber-india.com,(408) 248-5400,4.1 / 5,Awsome food and service. The menu is classy and gives a lot of options for the different tastes.,07/18/2012
American Cupcake Restaurant,http://www.opentable.com/american-cupcake-restaurant?scpref=109&tab=2,3.9,"1919 Union St San Francisco, CA  94123 ",28,American,$30 and under,Marina / Presidio,http://www.americancupcake.com,xoxo@americancupcake.com,(415) 896-4217,3.9 / 5,Fun spot. Surprised by the brunch menu from this cupcakery!,06/23/2012
Americano Restaurant - Hotel Vitale,http://www.opentable.com/americano-restaurant-hotel-vitale?scpref=109&tab=2,3.9,"8 Mission Street San Francisco, CA  94105 ",62,Italian,$31 to $50,Financial District / Embarcadero,http://www.americanorestaurant.com,americano@jdvhospitality.com,(415) 278-3777,3.9 / 5,"Comfortable, great service, good food and nice view.",07/17/2012
Ana Mandara,http://www.opentable.com/ana-mandara?scpref=109&tab=2,4.2,"891 Beach St. San Francisco, CA  94109 ",120,Vietnamese,$31 to $50,Fisherman's Wharf,http://www.anamandara.com,email@anamandara.com,(415) 771-6800,4.2 / 5,"Beautiful restaurant. Virtually empty at lunchtime. Parking is difficult. They give you a voucher for the lot next door, but it turned out to be good for only $2.50 of a much higher amount. Would have been ok if that were explained.",07/20/2012
Anatolian Kitchen,http://www.opentable.com/anatolian-kitchen?scpref=109&tab=2,4.0,"2323 Birch Street Palo Alto, CA  94306 ",77,Turkish,$30 and under,Palo Alto,http://www.anatoliankitchenpaloalto.com,dino@anatoliankitchenpaloalto.com,(650) 853-9700,4 / 5,"I love this place: nice staff, good service, and mostly excellent food (though this last time the chicken kabobs were overcooked). Their stuffed eggplant (vegetarian) was surprisingly wonderful. My only complaint is that sitting outside at the tables farthest from the street is torture as the sun goes down and hits you head on. I don't see how they can prevent that, but now that I know, I will never sit outside there at that hour again (we started ""frying"" around 6:30 PM in mid-summer).",07/20/2012
Anchor and Hope,http://www.opentable.com/anchor-and-hope?scpref=109&tab=2,3.8,"83 Minna Street San Francisco, CA  94105 ",210,Seafood,$31 to $50,SOMA,http://www.anchorandhopesf.com,info@anchorandhopesf.com,(415) 501-9100,3.8 / 5,Make sure you print directions before you head out looking for Anchor and Hope. It is tucked down a side street but the search is worth it. The food is amazing and the service is top notch. I ate there 3 years ago and had to find it again when I was back in San Fran.,07/14/2012
Andalu,http://www.opentable.com/andalu?scpref=109&tab=2,3.9,"3198 16th St. San Francisco, CA  94103 ",144,Tapas / Small Plates,$30 and under,Mission / Bernal Heights,http://www.andalusf.com,info@andalusf.com,(415) 621-2211,3.9 / 5,"Hi, went on a Friday 7:30pm with reservations. After seated, took 15 minutes for someone to show up. Food was ok, Sangria was good, Service was poor. I would give a 2 1/2 stars total.",07/20/2012
Angela's Bistro and Bar,http://www.opentable.com/rest_profile.aspx?rid=90811&scpref=109&tab=2,4.0,"2301 Central Ave Alameda, CA  94501 ",14,Californian,$30 and under,Alameda,http://www.angelasbistroandbar.com,lisa@angelasbistro.com,(510) 522-5822,4 / 5,Angela's Bistro & Bar was a hit the moment it opened on Central Street in Alameda. The open kitchen gives everyone a view of what is happening as you walk through the restaurant. The service is professional and friendly. They feature fresh and local produce. The menu changes frequently with what is available locally. The lamb is always outstanding! On Friday evenings Angela's features a wine tasting of some of the excellent local wineries! It's nice they finally put their reservation service on Open Table. Angela's is a favorite and recommend to others.,07/13/2012
Angèle Restaurant & Bar,http://www.opentable.com/angele-restaurant-and-bar?scpref=109&tab=2,4.2,"540 Main St Napa, CA  94559 ",251,French,$31 to $50,Napa,http://www.angelerestaurant.com,info@angelerestaurant.com,(707) 252-8115,4.1 / 5,"I ate here in April 2012, and Angele is now the best it has ever been. We sat on the patio along the Napa River on a warm summer evening. The restaurant was full and lively with a relaxed but happy atmosphere. The service was attentive at all times, and the food was extraordinary. I had the salade verte with chevre and it was such a unique and fabulous recreation of this oft-seen menu item - delicate and delicious with fresh peas. I also had the scallops and clams in a light cream sauce - just a delicious flavor. Others in our party had and enjoyed the pate de campagne, risotto, and salmon. For dessert we all shared the raspberry sorbet with a rich and full flavor of raspberries & the creme caramel with fresh fruit was so delicious.",07/20/2012
Angelica's Bistro,http://www.opentable.com/angelicas-bistro?scpref=109&tab=2,4.0,"863 Main Street Redwood City, CA  94063 ",112,Continental,$30 and under,Redwood City,http://www.angelicasbistro.com,info@angelicasbistro.com,(650) 365-3226,4 / 5,I really like this place. I loved the outside dining. They have heaters and cozy tables. The food and service was good. I would go back anytime!,07/14/2012
Angelino Restaurant,http://www.opentable.com/angelino-restaurant?scpref=109&tab=2,4.1,"621 Bridgeway Sausalito, CA  94965 ",64,Italian,$30 and under,Sausalito,http://angelinorestaurant.com,reservations@angelinorestaurant.com,(415) 331-5225,4.1 / 5,"True to the reviews I read before booking. Angelino is a nice neighborhood Italian with great view of the water. We had a lovely dinner. The Service was prompt but a bit abrupt and the server seemed rushed although the place was not that crowded. What was lacking was that Personal touch. When I booked, well in advance, I mentioned we were on our honeymoon, but there was no mention of it when we arrived.",07/14/2012
Angkor Grill,http://www.opentable.com/angkor-grill?scpref=109&tab=2,4.7,"1319 Park Street Alameda, CA  94501 ",3,Cambodian,$30 and under,Alameda,http://angkor-grill.com,angkorgrill2011@gmail.com,(510) 522-8899,4.7 / 5,"The food was excellent and very reasonably priced. the service was outstanding and very accommodating. The only drawbacks are (1) difficult parking and (2) the food doesn't come out together; e.g., if you have a party of 4 or even 2, one party's food will come out first and then another dish some 5 mins later, which doesn't work well. They need to work on the kitchen but other than that, I will definitely recommend this place and will keep going back.",05/05/2012
Annabelle's Bar & Bistro,http://www.opentable.com/annabelles-bar-and-bistro?scpref=109&tab=2,4.0,"68 Fourth Street San Francisco, CA  94103 ",83,American,$31 to $50,Downtown / Union Square,http://www.annabelles.net,annabelles@mosserco.com,(415) 777-1200,4 / 5,"Exceeded my expectations. Food was very good, especially the burger.",07/21/2012
Another Monkey,http://www.opentable.com/another-monkey?scpref=109&tab=2,4.1,"280 Valencia Street San Francisco, CA  94103 ",52,Thai,$30 and under,Mission / Bernal Heights,"",info@anothermonkeythai.com,(415) 241-0288,4.1 / 5,Another Monkey was a hit for me and my friends to celebrate my birthday. The food was good and the birthday dessert (coconut rice with mango slices) was really good!! I would definitely come back again!!,07/14/2012
ANZU,http://www.opentable.com/anzu?scpref=109&tab=2,4.1,"222 Mason St. San Francisco, CA  94102 ",136,Californian,$31 to $50,Downtown / Union Square,http://www.restaurantanzu.com,"",(415) 394-1100,4.1 / 5,"I wasnt unhappy with anything or any bit of the service. I wish the omelete bar and mimosas would be covered in a flat fee. even if that means more money for the buffet. all and all, I had a good time and I loved the decor.",07/15/2012
Aperto,http://www.opentable.com/aperto?scpref=109&tab=2,4.3,"1434 18th Street San Francisco, CA  94107 ",102,Italian,$30 and under,Potrero Hill / Dogpatch,http://www.apertosf.com,chris@apertosf.com,(415) 252-1625,4.3 / 5,"Noise level a bit too high for my liking, but the food and service were excellent. My third visit and I will definitely return.",07/18/2012
Applewood Inn,http://www.opentable.com/applewood-inn?scpref=109&tab=2,4.4,"13555 Highway, 116 Guerneville, CA  95446 ",71,Californian,$50 and over,Guerneville,http://dineatapplewood.com,relax@applewoodinn.com,(707) 869-9093,4.4 / 5,We had a wonderful dinner. Thanks so much to Applewood's entire staff for the memorable dining experience!,07/06/2012
