name,rating,address,total reviews,cuisine,price,neighborhood,website,email,phone,review rating,review description,review dine date
Bourbon Street Seafood Kitchen,4.6,"2815 North Loop 1604 E. San Antonio, TX  78232 ",7,Cajun,$30 and under,North San Antonio,http://www.bourbonstreetseafoodkitchen.com,"",(210) 545-0666,4.6 / 5,My favorite cajun seafood restaurant!,05/25/2012
Brannon's Cafe,3.8,"16641 La Cantera Parkway San Antonio, TX  78256 ",4,American,$30 and under,North San Antonio,http://www.westinlacantera.com/dining.html,lonnie.caldwell@westin.com,(210) 558-2443,3.8 / 5,Very attentive and courteous service. Menu was unique and food was delicious!,05/26/2012
Cappy's Restaurant,4.4,"5011 Broadway San Antonio, TX  78209 ",127,Contemporary American,$31 to $50,Alamo Heights,http://www.cappysrestaurant.com,"",(210) 828-9669,4.4 / 5,"As always, We had a great time with great food, sevice, and ambiance. We love Cappy's for special occasions.",07/07/2012
Chart House Restaurant - Tower of the Americas,4.1,"601 Tower of the Americas Way San Antonio, TX  78205 ",617,Seafood,$31 to $50,Downtown,http://www.chart-house.com,tame@ldry.com,(210) 223-3101,4.1 / 5,"service was sketcky, even though only half full for lunch on Sunday. We were rushed when we arrived and to order things but then attention and help was hard to get. Several things we ordered did not show up with asking for again. potatoes were cold.",07/08/2012
Citrus @ Hotel Valencia Riverwalk,4.1,"150 East Houston St. San Antonio, TX  78205 ",64,Contemporary American,$30 and under,Downtown,http://www.hotelvalencia-riverwalk.com/dining/citrus.php,CitrusSA@valenciagroup.com,(210) 230-8412,4.1 / 5,"Great food all around.Shrimp appetizers were plentiful and filling. 1 order was enough for two.Tomato salad was also delicious.Kristi, our waitress, recommended the Snapper which was very good and complemented by the caramelized onion and whatever type of grain it was served over.The original bottle of wine I ordered was out of stock but she recommended an excellent replacement. Which we went out and bought a bottle for the house.Thank you Kristi for your excellent service and charming personality.Slight draw back was the extreme quietness of the restaurant. There was no low playing or mild mood music and I could hear nearby conversations. The clanking of people dining was also noticeable due how quiet it was.",06/30/2012
Drew's American Grill,4.2,"18740 Stone Oak Parkway San Antonio, TX  78258 ",80,American,$30 and under,Stone Oak,http://www.drewsamericangrill.com,drewg@drewsamericangrill.com,(210) 483-7600,4.2 / 5,We were celebrating a birthday and this was his pick. This was our first visit and we were very pleased with the food and service. Another visit is definitely in our future.,07/11/2012
Esquire Tavern,4.7,"155 East Commerce San Antonio, TX  78205 ",10,Gastro Pub,$30 and under,Downtown,http://esquiretavern-sa.com,erica@esquiretavern-sa.com,(210) 222-2521,4.7 / 5,"A local place to see for the bar. On that note, menu is limited, fried bar food. View and ambiance are the highlight here.",05/03/2012
Fleming's Prime Steakhouse & Wine Bar - San Antonio,4.4,"255 East Basse Road Suite 200 San Antonio, TX  78209",40,Steak,$31 to $50,Alamo Heights,http://www.flemingssteakhouse.com/SanAntonio,sanantonio@flemingssteakhouse.com,(210) 824-9463,4.4 / 5,"Great service, wine selection was awesome and the food was great! I especially liked the small plate option which is perfect when you don't want to stuff yourself! We will be back, soon!!",07/06/2012
Francesca's at Sunset,4.2,"16641 La Cantera Parkway San Antonio, TX  78256 ",41,American,$31 to $50,North San Antonio,http://www.westinlacantera.com/dining.html,adam.montalvo@westin.com,(210) 558-2253,4.2 / 5,"Food was exquisite, view was fantastic and service was exceptional.",07/09/2012
Frederick's Bistro,4.5,"14439 NW Military Highway Suite 100 San Antonio, TX  78231",44,French,$31 to $50,North San Antonio,http://www.fredericksbistro.com,costabroadway@hotmail.com,(210) 888-1500,4.5 / 5,"As usual, food and service were wonderful. I had the lamb chops - so delicious! One of my dining partners had the stuffed chicken and she was very happy with her entree. Will definitely be back!",06/25/2012
The Gruene Door,4.4,"2360 Gruene Lake Dr New Braunfels, TX  78130 ",59,American,$30 and under,New Braunfels,http://www.thegruenedoor.com,thegruenedoor@gmail.com,(830) 629-2600,4.4 / 5,"Mostly enjoyed my first visit.The noise level was very very loud and it made conversation at the table very difficult. There was a party of 16 at a long table and they were enjoying themseves. We all had steak, 2 were cooked perfectly and one had to be sent back because it was undercooked and cold in the center. Our appetizers were very Yummy. The harvest squash soup was delicious-as were the spinach salads. Will make a second visit, but maybe not until the fall so we can sit outside away from the din! Service was very professional and I liked the wine menue.",07/07/2012
Jerusalem Grill,4.3,"3259 Wurzbach Rd San Antonio, TX  78238 ",6,Middle Eastern,$30 and under,North San Antonio,http://www.jerusalemgrill.net,jerusalem2011@aol.com,(210) 680-8400,4.3 / 5,The service was excellent. I liked the atmosphere. I will be back. Thanks,06/23/2012
JW Marriott San Antonio - 18 Oaks,4.5,"23808 Resort Parkway San Antonio, TX  78261 ",25,Steak,$30 and under,North San Antonio,http://www.jwsanantonio.com/18-Oaks-59.html,"",(210) 491-5825,4.5 / 5,Was our first time here and I throughly enjoyed it. We live within 5 miles from the hotel and we will definitely be a patron again. The customer service was unbelievable. Thank you for making father's day extra special for my golf loving husband!,06/17/2012
JW Marriott San Antonio - Cibolo Moon,3.9,"23808 Resort Parkway San Antonio, TX  23808 ",18,Southwest,$30 and under,North San Antonio,http://www.jwsanantonio.com/Cibolo-Moon-58.html,bchris.masker@marriott.com,(210) 404-3434,3.9 / 5,The wine list is very limited.... very few choices if you are into wine. The menu is also limited. Very pleasant atmosphere and decor... nice view of the JW Marriott grounds.,06/23/2012
JW Marriott San Antonio - High Velocity,3.5,"23808 Resort Pkwy San Antonio, TX  78261 ",2,Contemporary American,$30 and under,North San Antonio,http://www.jwsanantonio.com/High-Velocity-60.html,michael.cunningham@marriott.com,(210) 403-3434,4 / 5,"We were just going to eat & have some drinks, then the Hostess let me know about a Special Beer Pairing Dinner. So glad she did. We had a group of 6 & we all had a Fabulous time! We will definitely be going again! Thanks!",03/02/2012
Kirby's Prime Steakhouse - San Antonio,4.4,"123 N. Loop 1604 San Antonio, TX  78232 ",167,Steakhouse,$31 to $50,North San Antonio,http://www.kirbyssteakhouse.com,sanantonio@kirbyssteakhouse.com,(210) 404-2221,4.4 / 5,Steaks were excellent. Not a quiet place for a romantic dinner.,07/07/2012
Kona Grill - San Antonio,4.4,"15900 La Cantera Parkway The Shops At La Cantera San Antonio, TX  78256",25,Contemporary American,$30 and under,The Rim,http://www.konagrill.com,sanantonio@konagrill.com,(210) 877-5355,4.4 / 5,"Enjoyed the food and service! My dining companion had the pork loin, which I had a bite of, it was delicious! I had the mac-nut chicken, so tasty, reminded me of Hawaii! We will definitely return to Kona to try other dishes.",07/05/2012
La Barataria,3.6,"3500 Island Moorings Pkwy Port Aransas, TX  78373 ",5,American,$30 and under,Mcallen,http://www.LaBaratariaPortAransas.com,LezlieKeebler@Comcast.net,(361) 749-2212,3.6 / 5,Appetizers are great but the main courses are not so much. Service was slow and unprofessional.,07/06/2012
La Cascada - The Resort at Tapatio Springs,4.0,"314 Blue Heron Blvd. Boerne, TX  78006 ",2,Contemporary American,$30 and under,Boerne,http://www.tapatio.com,"",(830) 537-3459,4 / 5,We celebrated our anniversary at La Cascada and had a wonderful time. The food was excellent and the vie outstanding.,06/14/2012
La Fonda on Main,4.4,"2415 N. Main Ave San Antonio, TX  78212 ",88,Mexican,$30 and under,Downtown,http://www.lafondaonmain.com,amy@lafondaonmain.com,(210) 733-0621,4.4 / 5,"Kudos for the on-line reservation system. Excellent menu options, reasonably priced, and the LaFonda Special is superb. Will definitely recommend to friends.",07/05/2012
Las Canarias - Omni La Mansion,4.5,"112 College Street San Antonio, TX  78205 ",116,American,$31 to $50,Downtown,http://www.omnihotels.com/FindAHotel/SanAntonioLaMansionDelRio/Dining.aspx,enenow@omnihotels.com,(210) 518-1063,4.5 / 5,Outstanding European quality cuisine with a touch of Texas. A beautiful historic San Antonio landmark setting. Impeccable friendly service. Great music from an engaging expert Classical Spanish Guitarist that has played there for decades. Good for romantic rendezvous (we got engaged there) and large parties (we held our rehearsal dinner there). The riverside patio is also our favorite lunch stop when strolling the Riverwalk. Enjoy!,06/29/2012
Las Ramblas at Hotel Contessa,3.7,"306 West Market Street San Antonio, TX  78205 ",30,Spanish,$30 and under,Downtown,http://thehotelcontessa.com/las_ramblas/las_ramblas.asp,lasramblas@benchmarkmanagement.com,(210) 298-8040,3.7 / 5,"overall, food was fair...service was good",06/21/2012
Liberty Bistro,4.5,"200 N. Seguin Ave. New Braunfels, TX  78130 ",13,Contemporary American,$30 and under,Hill Country / New Braunfels,http://www.mylibertybistro.com,darren@mylibertybistro.com,(830) 624-7876,4.5 / 5,"This restaurant doesn't use OpenTable properly. We made reservations for the same evening but when we came to the restaurant, she had a paper pad reservation and did not receive our OpenTable reservation. She told me they will give us the next available time. After waiting for 20 min, we were told that we need to wait 20 more. At that point we left.",07/06/2012
The Little Aussie Bakery & Cafe,3.6,"3610 Avenue B San Antonio, TX  78209 ",11,Australian,$30 and under,Downtown,http://www.thelittleaussiebakery.com,inquiry@thelittleaussiebakery.com,(210) 826-7877,3.6 / 5,It's a quiet little spot with a focus on serving great tasting food to finicky people. They do gluten-free with flair. Only EVOO. The mango chicken is the best chicken I've had in forever.,07/04/2012
Little Gretel,4.5,"518 River Rd. Boerne, TX  78006 ",20,German,$30 and under,Boerne,http://www.littlegretel.com,littlegretel@gvtc.com,(830) 331-1368,4.4 / 5,"We took my dad there for Father's Day brunch and the food,setting and service were all fabulous. We all tried something different from Eggs Benedict, The Reuben, Crabcake Salad, Lox, Sausage Trio plate and my 2 year old especially loved the mac n cheese fritters. We will certainly be back. We had fun feeding the ducks across the street when we were finished too. 5 Stars across the board!",06/17/2012
Luce Ristorante E Enoteca,4.3,"11255 Huebner Rd San Antonio, TX  78230 ",52,Italian,$30 and under,Medical Center,http://lucesanantonio.com,joe-luce@sbcglobal.net,(210) 561-9700,4.3 / 5,Luce continues to maintain a high standard of cuisine and service over its entire existence.,07/07/2012
Lüke San Antonio,3.8,"125 E. Houston St. San Antonio, TX  78205 ",156,French,$30 and under,Downtown,http://www.lukesanantonio.com/,lukesanantonio@chefjohnbesh.com,(210) 227-5853,3.8 / 5,Always exceptional. The service and food are top notch. I never tire of going to this restaurant. I consider it among the best in the entire state of Texas.,06/13/2012
Maggiano's - San Antonio,4.4,"17603 Interstate I-10 W San Antonio, TX  78257 ",211,Italian,$30 and under,The Rim,http://www.maggianos.com,mg0207gmom@maggianos.com,(210) 451-6000,4.4 / 5,"The best part was the pre-dinner cocktails, went down hill from there.. Artichoke dip, below average (tastes like it came out of a can) bread was average, spinach salad was OK, too much dressing and definitely not worth $13 eggplant Parmesan was below average, next time I'll stick to costco's !Ps: crime brûlée was decent and good size..Sorry wasn't worth the money, or the wait",07/12/2012
MAX's Wine Dive - San Antonio,4.2,"340 East Basse Road, Suite 101 San Antonio, TX  78209 ",210,Comfort Food,$30 and under,Downtown,http://www.maxswinedive.com,blade@maxswinedive.com,(210) 444-9547,4.2 / 5,"Fried chicken was delicious, service great! Thoroughly enjoyed the wine. This place is a must for wine enthusiasts!",07/11/2012
The Melting Pot - San Antonio,4.5,"14855 Blanco Rd,  Suite 110 San Antonio, TX  78216 ",57,Fondue,$31 to $50,North San Antonio,http://www.themeltingpot.com,themeltingpot@satx.rr.com,(210) 479-6358,4.5 / 5,We always enjoy going to The Melting Pot for special occassions. The food is delicious and well portioned.,07/10/2012
Morton's The Steakhouse - San Antonio,4.4,"300 E. Crockett Street Suite 283 San Antonio, TX  78205",87,Steak,$50 and over,Downtown,http://www.mortons.com,cm.msa@mortons.com,(210) 228-0700,4.4 / 5,I used to come to Morton's for the presentation by their waiters.They now just hand you a menu. I'm told this changed since Landrys acquired them,07/08/2012
Myron's at Alon Town Center,4.3,"10003 NW Military Hwy, Ste 2101 San Antonio, TX  78231 ",129,Steak,$31 to $50,North San Antonio,http://myronsprime.com/,"",(210) 493-3031,4.3 / 5,Myron's far exceeded my expectation. We had wonderful service and delicious food. Who could ask for more in an evening? I would definitely return.,07/10/2012
Myron's Prime Steak House,4.2,"136 N Castell New Braunfels, TX  78130 ",45,Steakhouse,$31 to $50,Hill Country / New Braunfels,http://www.myronsprimesteakhouse.com,myronsprimetime@sbcglobal.net,(830) 624-1024,4.2 / 5,"Delicious food, and top-notch service",06/30/2012
NAO,4.4,"312 Pearl Parkway Bldg 2 Suite 2102 San Antonio, TX  78215",19,Latin American,$30 and under,Downtown,http://naorestaurant.com,"",(210) 554-6484,4.4 / 5,"Beautiful restaurant with superior service. I liked the set price for a selection of a cold item and warm item, plus an entree. but it was difficult to know what we were eating as we were not familiar with the ingredients. Waiter was very helpful in helping us understand choice selection. Maybe we just don't quite understand latin cuisine and it will have to grow on us as we become more familiar with their vegetables and recipes. We were there for the soft opening.",07/11/2012
Old San Francisco,4.1,"10223 Sahara St San Antonio, TX  78216 ",27,Steakhouse,$31 to $50,North San Antonio,http://www.theoldsanfrancisco.com,andrew@absolutelydelicious.com,(210) 342-2321,4.1 / 5,"Ate there back in 1970, glad to see it hasn't changed. Food and service was excellent.",07/07/2012
Oro at The Emily Morgan Hotel,3.7,"705 E Houston Street San Antonio, TX  78205 ",18,American,$30 and under,Downtown,http://www.emilymorganhotel.com/oro-restaurant,ccook@emilymorganhotel.com,(210) 225-5100,3.7 / 5,"We were the only customers, but out waiter could not be bothered to serve us, check on us ir refill our beverages.",06/24/2012
Ostra at Mokara Hotel & Spa,4.3,"212 W. Crockett St. San Antonio, TX  78205 ",36,Seafood,$31 to $50,Downtown,http://www.mokarahotels.com/sanantonio/dining.html,enenow@omnihotels.com,(210) 396-5817,4.3 / 5,The food at Ostra is amazing! A great place for celebrating a special occasion.,06/26/2012
Ounce Steakhouse,4.0,"1401 N Loop 1604 W Suite 105 San Antonio, TX  78258",146,Steakhouse,$31 to $50,North San Antonio,http://ounceprime.com/,manager@ounceprime.com,(210) 493-6200,4 / 5,Great Food and Great Service. We will definately be back.,07/11/2012
Palm Restaurant - San Antonio,4.4,"233 East Houston Street San Antonio, TX  78205 ",123,Steakhouse,$31 to $50,Downtown,http://www.thepalm.com/San-Antonio,jedwards@thepalm.com,(210) 226-7256,4.4 / 5,"The food was incredible, as was the service... We'll definitely be back!",07/09/2012
Paloma Blanca Mexican Cuisine,4.1,"5800 Broadway San Antonio, TX  78209 ",52,Mexican,$30 and under,Alamo Heights,http://www.PalomaBlanca.net,info@palomablanca.net,(210) 822-6151,4.1 / 5,"Our server Hector was top notch. Every time we go to this restaurant, the service is always excellent. Great margaritas and they don't skimp on the quality of the food they purchase like many places do. I had never had a tenderloin taco before!",07/07/2012
Perry's Steakhouse & Grille-San Antonio,4.4,"15900 La Cantera Parkway Suite 22200 San Antonio, TX  78256",369,Steakhouse,$31 to $50,La Cantera,http://www.PerrysSteakhouse.com,SanAntonio@PerrysSteakhouse.com,(210) 558-6161,4.4 / 5,"Great food, great service......ALWAYS. Managers are visible and friendly. A well run restaurant. We'll definitely return.",07/10/2012
Piatti - San Antonio,4.4,"255 East Basse Street San Antonio, TX  78209 ",103,Italian,$30 and under,Alamo Heights,http://www.piatti.com/loca12.html,"",(210) 832-0300,4.4 / 5,We have loved Piatti for years...authentic Italian likemy Italian husband ate in New York City. Now great! We have a reservation to go back.,07/01/2012
Q on the Riverwalk - Hyatt Regency,4.0,"123 Losoya St San Antonio, TX  78205 ",25,Barbecue,$30 and under,Downtown,http://www.qriverwalk.com,qriverwalk@gmail.com,(210) 362-6325,4 / 5,"I was suspicious of a bbq restaraunt in a major hotel and I should have followed my instincts: we ordered the baby back ribs and when they arived the presentation was appealing however the ribs were tasteless with a blah sauce. Our server was great and the wine ist was acceptable. If Q can ramp up the food, this could be a geat dining experience.",06/13/2012
Restaurant Gwendolyn,4.5,"152 E. Pecan, #100 San Antonio, TX  78205 ",32,American,$50 and over,Downtown,http://RestaurantGwendolyn.com/,info@RestaurantGwendolyn.com,(210) 222-1849,4.5 / 5,Fabulous food and service. Conscientious dedication to decreasing the carbon footprint of food preparation and supporting the local farmer/rancher.,06/20/2012
Roaring Fork San Antonio,4.4,"1806 NW Loop 1604 San Antonio, TX  78248 ",92,American,$30 and under,Stone Oak,http://roaringfork.com,rfhuebner@roaringfork.com,(210) 479-9700,4.4 / 5,The Mac n cheese is always my favorite. I also love the calamari at wildfish but the don't make there Mac and cheese the same and this was the main reason I went. Wish they made the green one at wildfish. Then I would be there more often,07/02/2012
RoMo's Cafe,3.9,"7627 Culebra Ste 107 San Antonio, TX  78251 ",27,Contemporary American,$30 and under,North San Antonio,http://www.romoscafe.com,chef@romoscafe.com,(210) 521-7666,3.9 / 5,"Our frist time, loved the french fries, all of us had sandwhiches which were good. Will go back to try some of the entreees,",07/06/2012
Ruth's Chris Steak House - San Antonio (Airport),4.5,"7720 Jones Maltsberger Concord Plaza San Antonio, TX  78216",60,Steakhouse,$50 and over,Alamo Heights,http://www.ruthschrisSA.com,sanantonio36@ruthschris.com,(210) 821-5051,4.5 / 5,Still the best steakhouse in town. First on our list for special occasions.,07/07/2012
Ruth's Chris Steak House - San Antonio (Downtown),4.4,"1170 E. Commerce Street Sunset Station St. Paul Square San Antonio, TX  78205",25,Steak,$50 and over,Downtown,http://www.ruthschrisSA.com,sanantonio79@ruthschris.com,(210) 227-8847,4.4 / 5,Cesar did an excellent job of providing top notch service and the food and the evening were excellent.,07/07/2012
Sazo's Latin Grill,3.5,"101 Bowie Street San Antonio, TX  78205 ",6,Latin American,$30 and under,Downtown,http://www.sazoslatingrill.com/home.html,"",(210) 554-6180,3.5 / 5,"It is a hotel restaurant attached to the Marriott Riverfront. When I arrived a few minutes early for my reservation, they told me that they were closing because they didn't have enough diners. So much for that.",06/09/2012
Scuzzi's Italian Grill,4.4,"4035 N Loop 1604 W, Ste 102 San Antonio, TX  78257 ",14,Italian,$30 and under,North San Antonio,"",scuzzisitaliangrill@yahoo.com,(210) 493-8884,4.4 / 5,"6th dinner visit with friends. Good, dependable, but not a standout. However, everyone left happy.",05/27/2012
Silo Elevated Cuisine - 1604,4.5,"434 N.Loop 1604 West San Antonio, TX  78232 ",183,American,$30 and under,North San Antonio,http://www.siloelevatedcuisine.com,silo@siloelevatedcuisine.com,(210) 483-8989,4.5 / 5,"Excellent service- rob was incredible in his recommendations, promptness, etc. food was excellent- the grouper special was superb and the chicken fried oysters also. The vegetarian risotto was good, but definitely the least favorite of our party. Highly recommend",07/12/2012
Silo Elevated Cuisine - Alamo Heights,4.5,"1133 Austin Hwy San Antonio, TX  78209 ",154,American,$30 and under,Alamo Heights,http://www.siloelevatedcuisine.com,silo@siloelevatedcuisine.com,(210) 824-8686,4.5 / 5,"Delicious as usual! The quail appetizer was amazing; I was a bit dissapointed with my entree - the risotto wasn't as creamy as I expected, but the grilled veggies were excellent - especially the portabellos!",07/09/2012
Stone Werks - Lincoln Heights,3.0,"999 East Basse,Suite 130 San Antonio, TX  78209 ",6,Contemporary American,$30 and under,Alamo Heights,http://www.stonewerks.com,asowder@stonewerks.com,(210) 828-3508,3 / 5,"Mother's Day - food was less than normal, not bad but not great either. Service was also sporadic - good for a while then non-existent then good again.",05/13/2012
Stone Werks - The Rim,4.0,"5807 Worth Pkwy San Antonio, TX  78257 ",49,American,$30 and under,The Rim,http://www.stonewerks.com,"",(210) 558-9898,4 / 5,"Ambiance is nice, but kind of noisy--better for large groups. Would recommend more for drinks and apps than dinner. Dinner meals are average, not great for the price. Burgers are probably most reasonable.",07/06/2012
Stone Werks - The Vineyard,4.4,"1201 N Loop 1604 W #101 San Antonio, TX  78258 ",22,American,$30 and under,North San Antonio,http://stonewerks.com,"",(210) 764-0400,4.4 / 5,"Greg was an awesome waiter. Loved that when we were a little late, they called to check if we were coming instead of giving the table away.Also, we had a great table!",06/29/2012
Sushi Zushi - Colonnade,4.2,"9867 IH-10 W San Antonio, TX  78230 ",6,Sushi,$30 and under,North San Antonio,http://www.sushizushi.com,comments@sushizushi.com,(210) 691-3332,4.2 / 5,Food was great but service was slow and lacked enthusiasmOveral an average experienceStill a great place for everyday eating,04/30/2012
Sushi Zushi - Downtown,4.4,"203 South Saint Mary's San Antonio, TX  78205 ",7,Sushi,$30 and under,Downtown,http://www.sushizushi.com,comments@sushizushi.com,(210) 472-2900,4.4 / 5,Great sushi and great service - thank you Daniel!!,06/25/2012
Sushi Zushi - Lincoln Heights,4.0,"999 E. Basse Road Ste. 186 San Antonio, TX  78209",4,Sushi,$30 and under,Alamo Heights,http://www.sushizushi.com,comments@sushizushi.com,(210) 826-8500,4 / 5,"Sushi Zushi is our go-to option when we don't feel like making dinner. Food is good, consistent, and servers are always nice, we've never had a problem. I will say the Lincoln heights location is usually pretty noisy which is good if you have a group. One dissapointing dish we ordered, which doesn't happen much, was an appetizer of seared tuna crusted with pepper. Came with little hint of pepper and none of the sauce that was supposed to be on it, and was a pretty small portion.",04/13/2012
Sustenio - Eilan Hotel,4.2,"17103 La Cantera Parkway San Antonio, TX  78256 ",65,Southwest,$31 to $50,The Rim,http://www.eilanhotel.com/san-antonio-restaurants.aspx,"",(210) 598-2950,4.2 / 5,"Had the filet with the chile in nogada,it was good ! except for the small size of the filet no more than 3oz. looked like the end of the tip. for $41.00 they need to have at list 6 to 8 oz portion .",06/30/2012
Toscana Ristorante - Downtown,3.5,"301 E. Houston St. San Antonio, TX  78205 ",27,Italian,$30 and under,Downtown,http://www.toscanaristorantes.com,info@toscanaristorantes.com,(210) 222-2865,3.5 / 5,"2nd time eating here. Food was good but not exceptional. Bar service is slow. Waitstaff is polite, pleasant & attentive but unpolished ... clearly they are lacking in training.",06/12/2012
Tre Trattoria Downtown,4.1,"401 S. Alamo San Antonio, TX  78205 ",28,Italian,$30 and under,La Villita,http://www.tretrattoria.com,downtown@tretrattoria.com,(210) 223-0401,4.1 / 5,"I really want to like this place, but they just can't seem to get their act together. The food ranges from ""OK"" to ""Outstanding"" - same with the service! We were there for Sunday Brunch and the memosas were great. Three of the six entrees were ""outstanding"" - the fried chicken with waffles, the steak and eggs and the pork chop. The other three, not so much - green eggs & ham, duck confit hash and breakfast pizza - they were not bad, just not much to them. Very little ham and very little duck; the pizza was unremarkable. Just not what we expect for the price.",06/24/2012
Wildfish Seafood Grille - San Antonio,4.5,"1834 NW Loop 1604 San Antonio, TX  78248 ",252,Seafood,$30 and under,North San Antonio,http://www.wildfishseafoodgrille.com,wfhuebner@wildfishseafoodgrille.com,(210) 493-1600,4.5 / 5,Normally an excellent choice for hosting visiting client dinners. This particular visit was the first I've encountered lackluster service.,07/10/2012
Zinc Bistro & Wine Bar,4.0,"207 North Presa Street San Antonio, TX  78205 ",43,American,$30 and under,Downtown,http://www.zincwine.com/,reservations@zincwine.com,(210) 224-2900,4 / 5,I took a friend here for lunch. I had shrimp which was excellent. There are several other menu items I would like to try in the future. I would also like to return when the weather is cool enough to sit outside in the quaint courtyard.,06/19/2012
Zocca,4.1,"420 W. Market Street San Antonio, TX  78205 ",78,Italian,$30 and under,Downtown,http://www.zoccariverwalk.com/,okan.hazar@westin.com,(210) 444-6070,4.1 / 5,"Although was an expensive night, the overall expirience was great!",06/16/2012
