name,url,rating,address,total reviews,cuisine,price,neighborhood,website,email,phone,review rating,review description,review dine date
Giovanni's Italian Restaurant,http://www.opentable.com/giovannis-italian-restaurant?scpref=109&tab=2,4.1,"690 South Highway 89 Jackson Hole, WY  83002 ",17,Italian,$30 and under,Jackson,http://www.jhgiovannis.com,info@jhgionvannis.com,(307) 734-1970,4 / 5,LOVE the new menu at Giovanni's! We had a delicious dinner. Loved the chopped salad! My husband was crazy about the Seafood Brodetto! He raved about it! Service was awesome! Great evening!!!,07/15/2012
The Granary Restaurant,http://www.opentable.com/the-granary-restaurant?scpref=109&tab=2,4.2,"1800 Spirit Dance Road Jackson Hole, WY  83001 ",35,Contemporary American,$30 and under,Jackson,http://www.springcreekranch.com/Granary/Default.aspx,thegranary@springcreekranch.com,(307) 732-8112,4.2 / 5,The view is the best in Jackson Hole. Both the elk tenderloin and bison were good but sides were lack luster. Menu is very pricey for less than innovative dishes. Serves and view were great. Not overly impressed with food. Worth a visit for just the view - maybe best for just drinks.,07/16/2012
Ignight,http://www.opentable.com/ignight?scpref=109&tab=2,4.2,"945 W Broadway Jackson Hole, WY  83001 ",36,Seafood,$30 and under,Jackson,http://ignightjacksonhole.com,info@ignightjacksonhole.com,(307) 734-1997,4.2 / 5,"Great food amazing service, bartender needs a little more experience",07/20/2012
Il Villagio Osteria,http://www.opentable.com/il-villagio-osteria?scpref=109&tab=2,4.1,"3335 West Village Road Teton Village, WY  83025 ",62,Italian,$30 and under,Teton Village,http://www.jhosteria.com,info@jhosteria.com,(307) 739-4100,4.1 / 5,Scallops and asparagus ravioli were outstanding. Staff was very accomodating as we had a couple of last minute changes. Outdoor dining was great. Chocolate torte was a great finish to a great meal,07/21/2012
Mangy Moose,http://www.opentable.com/mangy-moose?scpref=109&tab=2,2.8,"3295 Village Dr. Jackson Hole, WY  83025 ",11,American,$30 and under,Teton Village,http://www.mangymoose.net,ari@mangymoose.net,(307) 733-4913,2.9 / 5,"Food was fair. Wait staff seemed capable, but kitchen was clearly struggling, and lacked management overall. 50% occupied on a Saturday night told the whole story. They need Gordon Ramsey before they loose the rest of their business.",07/07/2012
Million Dollar Cowboy Steakhouse,http://www.opentable.com/million-dollar-cowboy-steakhouse?scpref=109&tab=2,4.0,"25 North Cache Jackson Hole, WY  83001 ",22,Steakhouse,$30 and under,Jackson,http://cowboysteakhouse.net,milliondollarcow@qwestoffice.net,(307) 733-4790,4.2 / 5,"Great food, of course. Just a tad pricey. I understand the quality of food means it must be.",07/13/2012
Nani's Cucina Italiana,http://www.opentable.com/nanis-cucina-italiana?scpref=109&tab=2,3.8,"242 N Glenwood Jackson Hole, WY  83001 ",30,Italian,$30 and under,Jackson,http://www.nanis.com,pasta@nanis.com,(307) 733-3888,3.8 / 5,Excellent food; off the beaten path in Jackson Hole. A real treat we visit every time were in town.,07/03/2012
Nikai Sushi,http://www.opentable.com/nikai-sushi?scpref=109&tab=2,4.7,"225 N. Cache Jackson Hole, WY  83002 ",65,Sushi,$31 to $50,Jackson,http://www.nikaisushi.com,"",(307) 734-6490,4.7 / 5,"For folks who generally do not eat Asian, this is the best. Friends who we take to Nikai who do know Asian foods, love it.",07/16/2012
North Grille,http://www.opentable.com/north-grille?scpref=109&tab=2,4.4,"5000 Spring Gulch Road Jackson Hole, WY  83001 ",5,American,$30 and under,Jackson,http://jhgtc.com/info/dining.asp,rmclaughlin@gtlc.com,(307) 733-7788,4.4 / 5,"North Grille's best feature is its location! It is a great place to dine for those with homes or anyone staying north of town. The view of the Tetons over the golf course is beautiful. Although the kitchen can be sluggish, the food is good and worth the wait and the waitstaff are very helpful and friendly. Everyone was pleased with their entree selections which varied from salad, to burger, to salmon.",07/18/2012
Q Roadhouse,http://www.opentable.com/q-roadhouse?scpref=109&tab=2,3.8,"2550 Moose Wilson (Teton Village) Road Wilson, WY  83014 ",27,American,$30 and under,Wilson,http://www.qjacksonhole.com,info@qjacksonhole.com,(307) 739-0700,3.8 / 5,"We've been to The Q many times are usually happy with our meals but this time they missed the mark. The service was excellent and the atmosphere was lively, but with the exception of the bison burger (which was delicious) the food was flat or just outright bad. Our salad starters were just ok and the flank was below average. The accompanying brussel sprouts were inedible. To the Q's credit, the chef recolonized his gaff on the vegetables and offered us a glass of wine as compensation. Because of its convenient location and quality customer service, we will likely give Q another chance",07/14/2012
Rendezvous Bistro,http://www.opentable.com/rendezvous-bistro?scpref=109&tab=2,4.4,"380 S. US Hwy 89 Jackson Hole, WY  83001 ",142,American,$30 and under,Jackson,http://www.rendezvousbistro.net,reservations@rendezvousbistro.net,(307) 739-1100,4.4 / 5,another wonderful meal with Danny waiting on us. We had lamb chops and venison. Both were great !!!,07/21/2012
Silver Dollar Grill,http://www.opentable.com/silver-dollar-grill?scpref=109&tab=2,3.6,"50 North Glenwood Jackson Hole, WY  83001 ",16,American,$31 to $50,Jackson,http://www.worthotel.com,silverdollargrill@worthotel.com,(307) 732-3939,3.6 / 5,Kobe-style beef special was wonderful. I took pics of my beautiful heirloom tomato salad to recreate for dinner party entertaining! Service was great!,06/28/2012
Snake River Grill,http://www.opentable.com/snake-river-grill?scpref=109&tab=2,4.5,"84 E. Broadway Jackson Hole, WY  83001 ",138,American,$31 to $50,Jackson,http://www.snakerivergrill.com,srg@snakerivergrill.com,(307) 733-0557,4.5 / 5,"We were very much looking forward to our dining experience at SRG. But overall we were not impressed. Caesar and arugula salads were good. The tempura green beans, hanger steak and elk chop were all served luke warm. Service was rather slow and did not keep up with drink orders.",07/12/2012
Sudachi,http://www.opentable.com/sudachi?scpref=109&tab=2,4.9,"3465 North Pines Way Suite 103 Wilson, WY  83014",15,Sushi,$30 and under,Wilson,http://www.sudachijh.com,sudachi@sudachijh.com,(307) 734-7832,4.9 / 5,Sudachi IS the best place for sushi in the Hole.,07/20/2012
Suite 1901,http://www.opentable.com/suite-1901?scpref=109&tab=2,3.6,"1901 Central Ave Cheyenne, WY  82001 ",5,Steak,$31 to $50,Cheyenne,http://www.facebook.com/Suite1901,john@suite1901.com,(307) 634-1901,3.6 / 5,"Could not taste any alcohol in my martini at this ""martini bar"". Food quite expensive per person for Cheyenne, $30/person during happy hour.",07/20/2012
Teton Pines Restaurant,http://www.opentable.com/teton-pines-restaurant?scpref=109&tab=2,4.5,"3450 N. Clubhouse Drive Wilson, WY  83014 ",6,Contemporary American,$30 and under,Wilson,http://www.tetonpines.com,restaurant@tetonpines.com,(307) 733-1005,4.5 / 5,"The service was very attentive. The bread was excellent. The wine list had an extensive selection and reasonable pricing. The food was not particularly pleasing. It seems as if the chef tried to do too much with too many ingredients and left a bit of a cacophony of flavors in the appetizers and main courses we tried. The food was not bad, just a bit confusing on the palate. Overall, it was a pleasant experience due to the very friendly and attentive staff. Maybe just a bad night for the kitchen?",02/18/2012
Teton Thai,http://www.opentable.com/teton-thai?scpref=109&tab=2,4.7,"18 N. Main Driggs, ID  83455 ",11,Thai,$30 and under,"Victor, ID",http://www.tetonthai.com,ryan@tetonthai.com,(208) 787-8424,4.7 / 5,Awesome as always!! We love Nid!!!,07/14/2012
-the kitchen,http://www.opentable.com/the-kitchen-jackson?scpref=109&tab=2,4.5,"155 N Glenwood Jackson Hole, WY  83001 ",72,Contemporary American,$30 and under,Jackson,http://www.thekitchenjacksonhole.com,liz@jhfinedining.com,(307) 734-1633,4.5 / 5,"The Kitchen by far was our favorite dining experience in Jackson Hole. So much so that we made a return visit. The ahi tuna, grilled calamari and flank steak were fantastic. Best of all was the chocolate chip skillet cookie with ice cream. Our server was very attentive and knowledgeable regarding the menu and pairings.",07/15/2012
Trio An American Bistro,http://www.opentable.com/trio-an-american-bistro?scpref=109&tab=2,4.5,"45 South Glenwood Street Jackson Hole, WY  83001 ",82,Contemporary American,$30 and under,Jackson,http://www.bistrotrio.com,trio@bistrotrio.com,(307) 734-8038,4.5 / 5,"Third visit to this restaurant. Another great meal, good service, great ambiance.",07/21/2012
Westbank Grill @ Four Seasons Jackson Hole,http://www.opentable.com/westbank-grill-at-four-seasons-jackson-hole?scpref=109&tab=2,4.3,"7680 Granite Loop Road Teton Village, WY  83025 ",12,Steakhouse,$31 to $50,Teton Village,http://www.fourseasons.com/jacksonhole/dining/restaurants/westbank_grill/,Marc.Correal@FourSeasons.com,(307) 732-5620,4.3 / 5,"Buffalo rib-eye was very tough...stopped eating because I was tired of chewing. My wife's filet mignon was well done and she ordered medium. The restaurant was almost empty and there are valid reasons why. Obviously, this restaurant relies on people staying at the hotel to eat at the restaurant instead of just putting out good food. The outlandish price was laughable.",05/12/2012
The White Buffalo Club,http://www.opentable.com/the-white-buffalo-club?scpref=109&tab=2,4.2,"160 West Gill Avenue Jackson, WY  83001 ",18,Steakhouse,$31 to $50,Jackson,http://www.whitebuffaloclub.com/dining.html,info@whitebuffaloclub.com,(307) 734-4900,4.2 / 5,"Truly memorable meal. Superb gazpacho, sides and steaks. Great menu makes it hard to choose.",07/13/2012
Wild Sage @ The Rusty Parrot Lodge,http://www.opentable.com/wild-sage-at-the-rusty-parrot-lodge?scpref=109&tab=2,4.5,"175 North Jackson Street Jackson Hole, WY  83001 ",21,American,$50 and over,Jackson,http://www.rustyparrot.com,info@rustyparrot.com,(307) 733-2000,4.4 / 5,"Of all the places in the Jackson Hole area this restaurant was our favorite ""hands down""! Awesome food, great service, phenomenal wine list! My wife had the Waygyu beef and I had the venison. Awesome!",07/02/2012
