name,url,rating,address,total reviews,cuisine,price,neighborhood,website,email,phone,review rating,review description,review dine date
Arnoldi's Cafe,http://www.opentable.com/arnoldis-cafe?scpref=109&tab=2,4.1,"600 Olive St. Santa Barbara, CA  93101 ",37,Italian,$30 and under,Santa Barbara,http://www.arnoldis.com,arnoldiscafe@gmail.com,(805) 962-5394,4.2 / 5,I have been to Arnoldi's several times. This night I hope was an exception. The service was very slow and we waited over an hour just to get our food. It appeared they were short staffed but never given an apology and was charged a 20% gratuity since we had a party of 8. We sat outside and once it became cold they turned on heater but they were not working.,07/15/2012
Artisan,http://www.opentable.com/artisan?scpref=109&tab=2,4.4,"1401 Park St. Paso Robles, CA  93446 ",257,Contemporary American,$31 to $50,Paso Robles,http://www.artisanpasorobles.com,info@artisanpasorobles.com,(805) 237-8084,4.4 / 5,"Our wait person was not very attentive. She left us for long periods of time -never checking in on us. The wait for our food was incredibly long and she should have come to give us updates on when our food would be brought out. It was a late reservation so I would have thought that she should come over and asked if we wanted dessert and if it was okay to bring it out even with a member of our party still eating. She didn't and so we didn't have dessert. (We let her know that she missed an opportunity for larger bill -and at tip.) While we were given complementary brownies, it was not the same as enjoying a real dessert.",07/20/2012
Arts & Letters Cafe,http://www.opentable.com/arts-and-letters-cafe?scpref=109&tab=2,4.2,"7 East Anapamu Street Santa Barbara, CA  93101 ",24,Californian,$30 and under,Santa Barbara,http://www.sullivangoss.com/cafe/cafe.asp,lisan@sullivangoss.com,(805) 730-1463,4.2 / 5,"The courtyard dining was charming, and completely shaded. The service was great; the food was great. I highly recommend their pumpkin soup. My only teensy weensy complaint was that they make their sandwiches so tall you can't possibly pick them up and eat them like a sandwich. I had to use my fork. But really, it was so good, I didn't mind at all!",06/24/2012
Aubergine at L'Auberge Carmel,http://www.opentable.com/aubergine-at-lauberge-carmel?scpref=109&tab=2,4.5,"Monte Verde &amp; 7th Ave. Carmel, CA  93921 ",53,Californian,$50 and over,Carmel,http://www.auberginecarmel.com,reservations@laubergecarmel.com,(831) 624-8578,4.7 / 5,"Dining at Aubergine is enjoyable from beginning to end. The restaurant is comfortable, decor attractive, and the greeting warm. The dining area sits a dozen couples. Dining is by reservations only and seating is immediate upon arrival. The menu has a four course prix fixe with an option wine pairing as well as a chef’s tasting menu. The sommelier is extremely knowledgeable and personable, the wait staff is attentive and helpful, and the executive chief Justin Cogley is phenomenal. Every course is remarkable in presentation, creativity, and taste. The ribeye entre was prepared perfectly and accompanying smoked cherry juice, bay leaf, and amaretto was outstanding. Executive pastry chief Ron Mendoza completes the total experience.",07/20/2012
Azu,http://www.opentable.com/azu?scpref=109&tab=2,3.9,"457 East Ojai Ave. Ojai, CA  93023 ",64,Spanish,$30 and under,Ojai,http://AzuOjai.com,elizabeth@azuojai.com,(805) 640-7987,3.9 / 5,We had a 5:30 reservation and we were seated immediately upon arrival. Excellent service and food.,07/21/2012
Bahama Island Steakhouse,http://www.opentable.com/bahama-island-steakhouse?scpref=109&tab=2,4.1,"3690 The Barnyard Carmel, CA  93923 ",11,Steakhouse,$30 and under,Carmel,http://BahamaIslandSteakhouse.com,bahama831@att.net,(831) 626-0430,4.1 / 5,"We went looking for a steakhouse, after so much seafood in California. The steaks were ok, but not great. The fish was also good. the service was a little slow and lacking. We were a group of 8, and to order dessert the waitress gave us 2 dessert menus!!!Also, some of us in the group wanted a expresso coffee after dinner, and they don't have.",05/17/2012
Baja Cantina - Carmel,http://www.opentable.com/baja-cantina-carmel?scpref=109&tab=2,3.9,"7166 Carmel Valley Rd. Carmel Valley, CA  93923 ",18,Mexican / Southwestern,$30 and under,Carmel,http://www.bajacantina.com,bajacantina@redshift.com,(831) 625-2252,3.9 / 5,I'm a car guy. Love Thursday nights.....great car stuff collection. Great place to bring friends from out of town.,07/19/2012
The Ballard Inn,http://www.opentable.com/the-ballard-inn?scpref=109&tab=2,4.5,"2436 Baseline Ave. Ballard, CA  93463 ",88,Californian,$31 to $50,Santa Ynez Valley,http://www.ballardinn.com,innkeeper@ballardinn.com,(800) 638-2466,4.6 / 5,"Very nice dining experience, but we had the last seating and the service seemed to disappear as the meal went on. Service was friendly and knowledgeable just inconsistent. It would also be better to have one primary waiter/waitress instead of 4 ""helpers"". Otherwise the food was very good and well executed and presented.",07/19/2012
Bella Vista at Four Seasons Resort The Biltmore Santa Barbara,http://www.opentable.com/bella-vista-at-four-seasons-resort-the-biltmore-santa-barbara?scpref=109&tab=2,4.3,"1260 Channel Drive Santa Barbara, CA  93108 ",108,Californian,$31 to $50,Santa Barbara,http://www.fourseasons.com/santabarbara/dining/restaurants/bella_vista/,"",(805) 565-8237,4.3 / 5,"We went for the Thursday night Seafood Buffet. Lobster, oysters, black cod... one of the best buffets I have ever been to.",07/19/2012
Bistro 1111 at Hyatt Santa Barbara,http://www.opentable.com/bistro-1111-at-hyatt-santa-barbara?scpref=109&tab=2,4.0,"1111 E. Cabrillo Rd. Santa Barbara, CA  93103 ",20,Californian,$30 and under,Santa Barbara,http://www.santabarbara.hyatt.com,quality.sbars@hyatt.com,(805) 730-1111,3.9 / 5,"A good but relatively unimpressive meal, served on the slow side by under-experienced wait staff, who didn't seem to know Santa Barbara, never mind the menu...",07/04/2012
Bistro at Bacara Resort,http://www.opentable.com/bistro-at-bacara-resort?scpref=109&tab=2,3.8,"8301 Hollister Ave. Goleta, CA  93117 ",13,Californian,$31 to $50,Santa Barbara,http://www.bacararesort.com,thebistro@bacaresort.com,(805) 571-3277,3.8 / 5,"This is one of my all time favorite spots in Santa Barbara. However, since their menu change, the food taste like Denny's. The staff were really great, except the one who was assigned to our table, who kept on giving us attitude about sticking with water -- we had to, due to one of our guest's dietary reasons. I think the restaurant needs to go back to its old days.",06/30/2012
Blush,http://www.opentable.com/blush?scpref=109&tab=2,4.0,"630 State St. Santa Barbara, CA  93101 ",33,Californian,$30 and under,Santa Barbara,http://www.blushsb.com,"",(805) 957-1300,4 / 5,"Our lunch was an outstanding experience! The food and service could not be better. Between my husband and myself, we had the Poppers, the Chicken Wrap, and the Caprese sandwich, Every bite was delicious! I had the Pineapple Smash cocktail: so yummy! Our waiter, Kyle, gave us first-rate service. We will definitely be returning to repeat this experience.",07/11/2012
Bouchon - Santa Barbara,http://www.opentable.com/bouchon-santa-barbara?scpref=109&tab=2,4.6,"9 West Victoria St. Santa Barbara, CA  93101 ",314,Californian,$31 to $50,Santa Barbara,http://www.bouchonsantabarbara.com,info@bouchonsantabarbara.com,(805) 730-1160,4.6 / 5,"Very nice dinner after the California Wine Festival. Great food and amazing service, the manager was very attentive! Cute little place too!",07/21/2012
Buona Tavola - Paso Robles,http://www.opentable.com/buona-tavola-paso-robles?scpref=109&tab=2,4.2,"943 Spring St. Paso Robles, CA  93446 ",58,Italian,$30 and under,Paso Robles,http://www.btslo.com,buonapaso@att.net,(805) 237-0600,4.2 / 5,Another great experience! A can't miss restuarant.,07/15/2012
Buona Tavola - San Luis Obispo,http://www.opentable.com/buona-tavola-san-luis-obispo?scpref=109&tab=2,4.4,"1037 Monterey St. San Luis Obispo, CA  93401 ",70,Italian,$30 and under,San Luis Obispo,http://www.btslo.com,buonatavola@gmail.com,(805) 545-8000,4.4 / 5,"I had the sea bass. It was overcooked. I like the sides of potatoes, carrot, and spinach. My friend had the chicken breast. He said he liked it.",07/20/2012
the C restaurant + bar,http://www.opentable.com/the-c-restaurant-and-bar-intercontinental-the-clement-monterey?scpref=109&tab=2,3.9,"750 Cannery Row Monterey, CA  93940 ",60,Seafood,$31 to $50,Monterey,http://www.thecrestaurant-monterey.com,fmvasquez@pahotel.com,(831) 375-4800,3.9 / 5,"Loved the food and service! The place is an oasis in a waterfront neighborhood. Calamari is huge and delicious. Gret Cioppino,",07/12/2012
Cadiz,http://www.opentable.com/cadiz?scpref=109&tab=2,4.2,"509 State St. Santa Barbara, CA  93101 ",52,Mediterranean,$30 and under,Santa Barbara,"","",(805) 770-2760,4.2 / 5,Great tapas! Wonderful service and great atmosphere.,07/20/2012
Café Beach Restaurant at Beach Resort Monterey,http://www.opentable.com/cafe-beach-restaurant-at-beach-resort-monterey?scpref=109&tab=2,3.6,"2600 Sand Dunes Drive Monterey, CA  93940 ",7,Californian,$30 and under,Monterey,http://www.montereybeachresort.com/,cafebeach@montereybeachresort.com,(831) 899-4544,3.6 / 5,"We had Mother's Day brunch. Food was good. The omelet station and waffle station were awesome! The best part though, was the view! Every seat was a great seat!",05/13/2012
Cafe Fina,http://www.opentable.com/cafe-fina?scpref=109&tab=2,3.9,"47 Fisherman's Wharf Monterey, CA  93940 ",28,Seafood,$30 and under,Monterey,http://cafefina.com,finefood@cafefina.com,(831) 372-5200,3.9 / 5,Always a favorite stop. The fresh specials were wonderful this time. Fresh produce from the owners farm paired with the freshest fish.,07/05/2012
Cafe Mare Italian Restaurant,http://www.opentable.com/cafe-mare-italian-restaurant?scpref=109&tab=2,3.9,"740 Front St, #100 Santa Cruz, CA  95060 ",23,Italian,$31 to $50,Santa Cruz,http://www.cafemare.com,contact@cafemare.com,(831) 458-1212,3.9 / 5,"Cafe Mare is under new ownership. Two of the employees purchased the restaurant and the food is now better than ever! We've eaten there 3 times over the last 2 months a loved it every time. Last night my husband and I had the lasagna special (soon to be on the new menu) and loved it. It had homemade egg noodles and a beautiful bolognese sauce along with bechemel-yum! My niece and her boyfriend, visiting from out of town, had the stuffed chicken and penne pasta alla vodka. The both said their meals were outstanding. Our family loves Italian food and this food tasted like it was made it a small Italian village-fresh, rustic, and great flavors. We are now making this our ""go to"" place for a great night out. A nice meal for a good price.",07/16/2012
Cafe Roma,http://www.opentable.com/cafe-roma?scpref=109&tab=2,4.4,"1020 Railroad Ave San Luis Obispo, CA  93401 ",52,Italian,$30 and under,San Luis Obispo,http://www.caferomaslo.com,info@caferomaslo.com,(805) 541-6800,4.4 / 5,Very romantic with excellent food.,07/19/2012
Cannery Row Brewing Company,http://www.opentable.com/cannery-row-brewing-company?scpref=109&tab=2,3.7,"95 Prescott Avenue Monterey, CA  93940 ",26,American,$30 and under,Monterey,http://www.canneryrowbrewingcompany.com,info@canneryrowbrewingcompany.com,(831) 643-2722,3.6 / 5,This is the first bad review I have written. The beer list was really impressive and my group was realy excited to try them. The menu of beers can be overwhelming and it took us a bit to decide. Then the waitress said they were out of the ones we wanted. we again looked at the menu and decided--ordered--again they were out. I wish she would have just listed the ones they had as they were out of most. This was a Tuesday not even a weekend. Then we ordered. The food was bad.The fish and chips was all batter and the little bit of fish inside was not cooked. The best thing on the menu was the soft pretzel!,07/10/2012
Cantinetta Luca,http://www.opentable.com/cantinetta-luca?scpref=109&tab=2,4.1,"Dolores St. between Ocean and 7th Carmel, CA  93921 ",128,Italian,$30 and under,Carmel,http://www.cantinettaluca.com,info@cantinettaluca.com,(831) 625-6500,4.1 / 5,"We had a fantastic lunch before heading back home. I was bit skeptical as it took a long time for our server to get to us. Seems like he was working all the tables and bar on his own, but once we got our order in, everything was perfect. We were happy and kids were happy. Excellent salumi!",07/15/2012
Casa Blanca,http://www.opentable.com/casa-blanca?scpref=109&tab=2,3.4,"330 State St. Santa Barbara, CA  93101 ",15,Mexican,$30 and under,Santa Barbara,http://www.casablancasb.com,"",(805) 845-8966,3.4 / 5,Food was great. Awesome margarita selection. We sat outside which perfect but inside was very noisy.,07/13/2012
Casablanca Bistro,http://www.opentable.com/casablanca-bistro?scpref=109&tab=2,3.6,"101 Main Street Santa Cruz, CA  95060 ",13,American,$30 and under,Santa Cruz,http://www.casablanca-santacruz.com,"",(831) 426-9063,3.6 / 5,"Casablanca Bistro was amazing! From the quality of food, to the service, to the view, everything was perfect. It is a great place to celebrate a special occasion.",06/16/2012
Cava Restaurant,http://www.opentable.com/cava-restaurant?scpref=109&tab=2,4.0,"1212 Coast Village Road Santa Barbara, CA  93108 ",34,Latin / Spanish,$30 and under,Montecito,http://www.cavarestaurant.com,info@cavarestaurant.com,(805) 969-8500,4 / 5,Always a favorite to visit when we are in the area! So glad you are still there!,07/17/2012
CECCO Ristorante,http://www.opentable.com/cecco-ristorante?scpref=109&tab=2,4.0,"475 First St. Suite 9 Solvang, CA  93463 ",45,Italian,$30 and under,Solvang,http://www.ceccoristorante.com,ciao@ceccoristorante.com,(805) 688-8880,4 / 5,"The food was excellent from the warm bread, to the green lipped mussels and the unique pizza options",07/16/2012
Chart House Restaurant - Monterey,http://www.opentable.com/chart-house-restaurant-monterey?scpref=109&tab=2,4.3,"444 Cannery Row Monterey, CA  93940 ",247,Seafood,$31 to $50,Monterey,http://www.chart-house.com,chmy@ldry.com,(831) 372-3362,4.4 / 5,"Been coming to Charthouse since we moved to Monterey ten years ago. One of our ""go to"" places for family special dinners and to show off our town to guests. Always a great time and food.",07/20/2012
Christopher's on Lincoln,http://www.opentable.com/christophers-on-lincoln?scpref=109&tab=2,4.2,"Lincoln St &amp; 5th Ave Carmel, CA  93921 ",48,Californian,$31 to $50,Carmel,http://christophersrestaurantcarmel.com,ccristo12@aol.com,(831) 626-8000,4.2 / 5,"As Carmel residents, we had not been to Christopher's in quite awhile. Must say that they promote their ""local"" wines but we did not find many recognizable local wines on the list. They were pushing some wines from Argentina and Chile. They were out of several wines, limiting our choices. Dinner entrees were okay but not great. Salmon was supposed to be local. From the color, it looked like it was farm-raised salmon (local fresh has more color and is in season right now). The BBQ short rib should have been cooked to falling off the bone. Mashed potatoes were very ordinary. We shared a salad, a bottle of local chardonnay, and each had an entree. With a 16% tip it cost us $132. I don't think we will go back; it wasn't worth the price.",07/18/2012
Cibo Ristorante Italiano,http://www.opentable.com/cibo-ristorante-italiano?scpref=109&tab=2,3.8,"301 Alvarado St Monterey, CA  93940 ",13,Italian,$30 and under,Monterey,http://www.cibo.com/,cibo1@pacbell.net,(831) 649-8151,3.8 / 5,Cibo's is conveniently located on Alvarado street. My husband and I tried it after an early movie at the Osio. The menu was interesting Italian and was good overall.,07/07/2012
Cielito Restaurant,http://www.opentable.com/cielito-restaurant?scpref=109&tab=2,4.0,"1114 State St. Santa Barbara, CA  93101 ",16,Mexican,$30 and under,Santa Barbara,http://www.cielitorestaurant.com,info@cielitorestaurant.com,(805) 965-4770,4 / 5,"Santa Barbara is well know for having some terrific Mexican restaurants. Many of them are small store front establishments that serve authentic cuisine often adapted from family or traditional recipes. Cieloto is not one of these. It's located in the middle of downtown SB in a street mall adjacent to many chic shops and eateries. It has an innovative menu and contemporary decor that definitely makes it one of the more upscale Mexican restaurants in town. Unfortunately, the food is inconsistent. It's a great place to eat alfresco in the front courtyard, replete with fountain.",07/11/2012
Cilantro's - Watsonville,http://www.opentable.com/cilantros?scpref=109&tab=2,4.3,"1934 Main Street Watsonville, CA  95076 ",22,Mexican,$30 and under,Watsonville,http://elpalomarcilantros.com/cilantros/cilantros.html,cilantros1934@sbcglobal.net,(831) 761-2161,4.3 / 5,"We LOVE Cilantro's....Courtney called us to let us know the server we requested Jeanette was not going to be on for our 5:30 p.m. reservation..what amazing customer service. We of course waited for our favorite server...always a smile, great communication and knows what we like:~)",06/13/2012
Coast,http://www.opentable.com/coast-santa-barbara?scpref=109&tab=2,3.8,"31 West Carrillo Street Santa Barbara, CA  93101 ",27,American,$30 and under,Santa Barbara,http://www.canarysantabarbara.com,"",(805) 879-9100,3.8 / 5,Beautiful location in a botique hotel. The chicken tortilla soup was excellant. My husband had the special halibut and said it was very light and flavorful. My pork ribs were tender and yummy. We will return next time we are in Santa Barbara.,06/02/2012
Colby Jack's,http://www.opentable.com/colby-jacks?scpref=109&tab=2,4.1,"6005 El Camino Real Atascadero, CA  93422 ",26,American,$30 and under,Atascadero,http://www.colbyjackcafe.com/,"",(805) 460-6455,4.1 / 5,"I knew Colby Jack's was a local hot spot from my friend's reviews, but had never had a chance to visit. My husband and I went for our anniversary and were NOT dissapointed! The food was excellent, the service outstanding, and the prices very reasonable. We will visit again.",06/22/2012
Domenico's on the Wharf,http://www.opentable.com/domenicos-on-the-wharf?scpref=109&tab=2,3.8,"50 Fisherman's Wharf Monterey, CA  93940 ",37,Seafood,$30 and under,Monterey,http://www.domenicosmonterey.com,finefood@domenicosmonterey.com,(831) 372-3655,3.8 / 5,Don't let the pushy woman outside the restaurant scare you away. The views are great (make a reservation so you can sit by the window to watch the pelicans and the seals) and the food is fresh and very well prepared. Family friendly but the noise level is slightly louder.,07/19/2012
Downey's,http://www.opentable.com/downeys?scpref=109&tab=2,4.5,"1305 State St. Santa Barbara, CA  93101 ",112,Californian,$31 to $50,Santa Barbara,http://www.DowneysSB.com,Dinewell@DowneysSB.com,(805) 966-5006,4.5 / 5,This a fantastic restaurant to take someone who you want to impress and it is always consistent!,07/18/2012
Edgar's - Quail Lodge,http://www.opentable.com/edgars-quail-lodge?scpref=109&tab=2,4.2,"8000 Valley Greens Drive Carmel, CA  93923 ",13,Californian,$30 and under,Carmel,http://quaillodge.com/edgars.cfm,qlreservations@quaillodge.com,(831) 620-8910,4.2 / 5,"Friendly staff and excellent food. The food was noteworthy. We were a bit over dressed as it has a bit of a casual ""golfing"" ambiance, almost like a nice sports bar/restaurant.",07/20/2012
El Palomar - Santa Cruz,http://www.opentable.com/el-palomar?scpref=109&tab=2,4.2,"1336 Pacific Avenue Santa Cruz, CA  95060 ",17,Mexican,$30 and under,Santa Cruz,http://elpalomarcilantros.com/palomar/palomar.html,"",(831) 425-7575,4.2 / 5,"Charming building, a little dark for a spring evening. Lots of young people and energy. Good food and lots of it. But everything suffers dramatically because it is just TOO D--- LOUD! We had to lean across the table in order to have a conversation. We have no idea what the specials were even though we asked the waitress to repeat them.Rowdy NOT romantic.",04/27/2012
Enterprise Fish Co. - Santa Barbara,http://www.opentable.com/enterprise-fish-co-santa-barbara?scpref=109&tab=2,4.0,"225 State Street Santa Barbara, CA  93101 ",89,Seafood,$31 to $50,Santa Barbara,http://www.enterprisefishco.com/santabarbara/fishco.html,ebritton@enterprisefishco.com,(805) 962-3313,4 / 5,"Service was a little slow, food was presented well and tasty.",07/15/2012
Epsilon,http://www.opentable.com/epsilon?scpref=109&tab=2,4.0,"422 Tyler Street Monterey, CA  93940 ",2,Greek,$30 and under,Monterey,http://www.epsilonrestaurant.com,petros@epsilonrestaurant.com,(831) 655-8108,4 / 5,Such a welcome surprise. Food and service were fantastic. We will definitely be back!,06/27/2012
F. McLintocks Saloon & Dining House,http://www.opentable.com/f-mclintocks-saloon-and-dining-house?scpref=109&tab=2,4.2,"750 Mattie Road Pismo Beach, CA  93449 ",70,Steak,$30 and under,Pismo Beach,http://www.mclintocks.com,fmc@mclintocks.com,(805) 773-1892,4.1 / 5,"Great food, a bit spendy but great food.",07/13/2012
Fandango,http://www.opentable.com/fandango?scpref=109&tab=2,4.3,"223 17th St Pacific Grove, CA  93950 ",148,Seafood,$30 and under,Pacific Grove,http://www.fandangorestaurant.com,"",(831) 372-3456,4.3 / 5,"Really like the ambiance and atmosphere of this warm, quaint, and ""homey"" restaurant. A lot of seafood, meat, and pasta specials to accompany their diverse menu. While our entrees were tasty, I would not rate the food as excellent. Overall, it's a nice, relaxed dining experience if not a bit overpriced.",07/21/2012
Far Western Tavern,http://www.opentable.com/far-western-tavern?scpref=109&tab=2,4.2,"899 Guadalupe St Guadalupe, CA  93434 ",49,Steakhouse,$31 to $50,San Luis Obispo,http://www.farwesterntavern.com,MichaelC@Farwesterntavern.com,(805) 343-2211,4.2 / 5,"we have always enjoyed dining at the Far Western Tavern, and introduced other friends to the establishment; everyone enjoyed themselves and the food was great, as usual, but this time there was a surprise since a new chef was in place; the tavern will be moving to Orcutt and there are some elements that are in progress/change; still, it was and is a great place for special events, and dinner enjoyment; we will continue to visit this fine establishment....",07/20/2012
Fish Hopper,http://www.opentable.com/fish-hopper-monterey?scpref=109&tab=2,4.2,"700 Cannery Row Monterey, CA  93940 ",130,Seafood,$30 and under,Monterey,http://fishhopper.com/monterey/,joanne@fishhopper.com,(831) 372-8543,4.2 / 5,I was a bit skeptical at first but the food turned me around! Fabulous fish dishes. Try to get a table near the window. Service wasattentive and friendly.,07/22/2012
Flaherty's Seafood Grill & Oyster Bar,http://www.opentable.com/flahertys-seafood-grill-and-oyster-bar?scpref=109&tab=2,3.9,"On 6th Avenue between Dolores &amp; San Carlos Carmel-by-the-Sea, CA  93921 ",49,Seafood,$30 and under,Carmel,http://www.flahertysseafood.com,flahertyseafood@gmail.com,(831) 625-1500,3.9 / 5,"Service was excellent, they were attentive and ""watched out"" for us the entire meal.",05/12/2012
Gardens of Avila Restaurant,http://www.opentable.com/gardens-of-avila-restaurant?scpref=109&tab=2,4.0,"1215 Avila Beach Dr. San Luis Obispo, CA  93405 ",43,Contemporary American,$30 and under,San Luis Obispo,http://www.sycamoresprings.com/taste/,tborgardt@smsr.com,(805) 595-7302,4 / 5,Very fresh seafood and farm fresh sides. The quality is tasted in the meal and the love and expertise of the chef. etc. Service was excellent. Looking forward to revisiting soon. A real gem in the San Louis/Avila/Pismo area.,07/05/2012
Gennaro's Grill & Garden,http://www.opentable.com/gennaros-grill-and-garden?scpref=109&tab=2,4.4,"450 Marsh Street San Luis Obispo, CA  93401 ",22,Italian,$30 and under,San Luis Obispo,http://gennarosgrillandgarden.com,gennaro@gennarosgrillandgarden.com,(805) 782-9999,4.4 / 5,The Ciopinno was very good. The Oso Bucco was good but could use something other than saffron rice with the dish. That made it too heavy overall. Waitor described a crab soup as a special. I expected some crab in it but it was just all liquid. Maybe I did fully understand the description.,07/12/2012
Gilbert's Red Snapper,http://www.opentable.com/gilberts-red-snapper?scpref=109&tab=2,3.0,"30 Fisherman's Wharf Monterey, CA  93940 ",3,Seafood,$30 and under,Monterey,http://www.redsnappermonterey.com/index.htm,"",(831) 375-3113,3 / 5,"We had a nice time at Gilbert's. It's right on the warf with tons of tourists (we were tourists too), so it was crowded, but the restaurant was fun. The prices were great which is what we were looking for, but still something where we could sit down and enjoy the view of the marina.",04/21/2012
Granada Bistro,http://www.opentable.com/granada-bistro?scpref=109&tab=2,3.3,"1126 Morro St. San Luis Obispo, CA  93401 ",3,Tapas / Small Plates,$30 and under,San Luis Obispo,http://www.granadabistro.com,granadabistro@gmail.com,(805) 541-2660,3.3 / 5,Great spot for tapas and drinks. I would of given it a five had it not been undergoing construction.,04/21/2012
Grasing's,http://www.opentable.com/grasings?scpref=109&tab=2,4.1,"NW Corner of 6th &amp; Mission Ave. Carmel, CA  93921 ",77,Californian,$31 to $50,Carmel,http://www.grasings.com,info@grasings.com,(831) 624-6562,4.1 / 5,"We were expecting more given the reviews. We weren't wowed by anything, except the wine list, which one might expect given the location. We found it too noisy to considered romantic. Again, there was nothing particularly wrong with the food, service, ambiance, etc., but we found nothing ""special"" about it either. I wish I could be more specific, but maybe I can't because the dining experience left so little impression. Oh, by the way, the 2008 Raptor Ridge Res Pinot (yes, I order Oregon Pinot in Cali Pinot country) was fantastic.",07/21/2012
