name,url,rating,address,total reviews,cuisine,price,neighborhood,website,email,phone,review rating,review description,review dine date
Chart House - Waikiki,http://www.opentable.com/chart-house-waikiki?scpref=109&tab=2,3.8,"1765 Ala Moana Blvd. Honolulu, HI  96815 ",53,Steakhouse,$31 to $50,Honolulu,http://www.charthousewaikiki.com,info@charthousewaikiki.com,(808) 941-6669,3.8 / 5,Awesome location in Waikiki. We walked from the Sheraton and enjoyed the al fresco dining. The food was very good - even the kids enjoyed the menu selection.,07/10/2012
Chef Mavro,http://www.opentable.com/chef-mavro?scpref=109&tab=2,4.7,"1969 South King Street Honolulu, HI  96826 ",86,Hawaii Regional Cuisine,$50 and over,Honolulu,http://www.chefmavro.com,chef@chefmavro.com,(808) 944-4714,4.7 / 5,Delicious as always. Chef Mav's new menu is his best yet!,07/20/2012
David Paul's Island Grill,http://www.opentable.com/david-pauls-island-grill?scpref=109&tab=2,4.2,"900 Front Street Suite A 101 Lahaina, HI  96761",90,Contemporary American,$50 and over,Lahaina,http://www.davidpaulsislandgrill.com,dpigreservations@yahoo.com,(808) 662-3000,4.2 / 5,On vacation here and went back twice in one week. Duck and lobster ravioli were great!,07/20/2012
Dondero's - Grand Hyatt Kauai,http://www.opentable.com/donderos-grand-hyatt-kauai?scpref=109&tab=2,4.3,"1571 Poipu Rd. Poipu, HI  96756 ",34,Italian,$31 to $50,Poipu,http://www.grandhyattkauai.com,conciergekauai@hyatt.com,(808) 240-6456,4.3 / 5,"We had dinner here on our wedding night...the patio is wonderful, looking out at the ocean. Service could have been a little more attentive. Food was very good. Overall, we enjoyed it but not my favorite restaurant on Kauai.",07/09/2012
Duke's Beach House Maui,http://www.opentable.com/dukes-beach-house-maui?scpref=109&tab=2,4.2,"130 Kai Malina Parkway Lahaina, HI  96761 ",212,Hawaiian,$30 and under,Kaanapali ,http://www.dukesmaui.com,reservations@dukesmaui.com,(808) 662-2900,4.2 / 5,"Our waiter was very friendly but he was not as attentive as he could have been. During the entire meal we were only able to get one refill of our drinks dispite that on 4 different occasions he or others came to the table for various things and must have noticed nearly all glasses were empty. After asking we did finally get drinks midway thru dinner and again needed refills during dessert. Again after several passes by the staff and no offer to refill someone came by and asked if she could remove the glasses. I told her we still hadnt received dessert and we would like some refills. She replied ""Russell will have to get those for you"" and left. Wow, left irritated after dropping $225 for poor service. To bad i expected better at Dukes",07/21/2012
DUO - Steak & Seafood,http://www.opentable.com/duo-steak-and-seafood?scpref=109&tab=2,4.4,"3900 Wailea Alanui Drive Wailea, HI  96753 ",97,Steakhouse,$31 to $50,Wailea,http://www.fourseasons.com/maui/dining/restaurants/duo-steak-and-seafood/,kevin.miao@fourseasons.com,(808) 874-2201,4.3 / 5,"Excellent service and wonderful menu... the desserts (yes, we had more then one) was to die for..",07/22/2012
Famous Dave's Legendary Pit Bar-B-Que,http://www.opentable.com/famous-daves-legendary-pit-bar-b-que?scpref=109&tab=2,1.6,"736 Front St. #B Lahaina, HI  96761 ",8,Barbecue,$30 and under,Lahaina,http://www.famousdaveshi.com,FDLahaina@famousdaveshi.com,(808) 661-1125,1.9 / 5,"Dave's was special enough (in a bad way) to merit the time to write this and save you from the experience. They announced multiple meat items that would be available in 20 minutes - since someone had forgotten to start the food cooking in time. When ""slow cooked"" meat is timed to 10's of minutes, you know it isn't even slow cooked. That should have warned me. More importantly, service was the worst I have ever experienced. Very slow, then the waiter brought the wrong dish. When my friend complained, the waiter said it was OK since he only will charge us for the dish he did bring... Many side items were left out since they ran out of items. Through all this, the service was very slow and remarkably inattentive.",06/06/2012
Ferraro's Bar e Ristorante Maui,http://www.opentable.com/ferraros-bar-e-ristorante-maui?scpref=109&tab=2,4.5,"3900 Wailea Alanui Drive Wailea, HI  96753 ",113,Italian,$31 to $50,Wailea,http://www.fourseasons.com/maui/dining/restaurants/ferraros_bar_e_ristorante/,alec.vanmeijeren@fourseasons.com,(808) 874-8000,4.5 / 5,"Very expensive, even for Hawaii.",07/19/2012
fine dining Burgundy,http://www.opentable.com/fine-dining-burgundy?scpref=109&tab=2,3.5,"1006 Kapahulu Ave Honolulu, HI  96816 ",11,French,$31 to $50,Honolulu,http://www.burgundy-hawaii.com,jon@burgundy-hawaii.com,(808) 739-5000,3.5 / 5,We were suprized with veru fine dinning experience with teasonable price. Service was also excellent !,07/04/2012
Fish Hopper - Kailua-Kona,http://www.opentable.com/fish-hopper-kailua-kona?scpref=109&tab=2,4.5,"75-5683 Alii Drive Kailua, HI  96740 ",51,Seafood,$30 and under,Kailua-Kona,http://fishhopper.com/kona/,terrry@fishhopper.com,(808) 326-2002,4.5 / 5,"Restaurant staff was very friendly. As we entered the parking lot, we were greeted by one of the staff members and he guided us to the parking lot. We made reservations and arrived a little bit early but they didn't waste no time accomodating us. The food was awesome and tasted very fresh. Definitely will come back again and will recommend to friends and family!!",07/10/2012
Five Palms - Lahaina,http://www.opentable.com/five-palms-lahaina?scpref=109&tab=2,4.1,"1450 Front St. Lahaina, HI  96761 ",23,Hawaiian,$31 to $50,Lahaina,http://www.5palmslahaina.com,5palmslahaina@gmail.com,(808) 661-0937,4.1 / 5,"We arrived in time for the sunset special. The meal and service were very good. they offered a childrens menu for our kids and their food was also very good. Because we were there early, the dining room was mostly empty so the place was quiet. We were given a nice table by the window, with a beautiful view of the sunset over the ocean.",07/17/2012
Five Palms Beach Grill,http://www.opentable.com/five-palms-beach-grill?scpref=109&tab=2,4.1,"2960 So. Kihei Rd. Kihei, HI  96753 ",71,Hawaiian,$30 and under,Kihei,http://www.fivepalmsrestaurant.com,fivepalmsrestaurant@gmail.com,(808) 879-2607,4.1 / 5,"Celebrated a birthday with dinner at the Five Palms. Location was convenient, dining was romantic, and service was prompt. Everything was wonderful, not to mention the spectacular sunset from the outdoor dining.",07/14/2012
Five Star International Buffet,http://www.opentable.com/five-star-international-buffet?scpref=109&tab=2,3.6,"2301 Kalakaua Avenue, Suite 308 Honolulu, HI  96815 ",31,International,$31 to $50,Honolulu,http://www.fivestarwaikiki.com,reservations@fivestarwaikiki.com,(808) 380-9300,3.6 / 5,You know the food is fresh because it is not in a big tray that sits there for hours on end. The food is prepared in small quantities even though it is a buffet. The downside is that the serving dish may be empty for a little bit until the dish is replenished. But the quality of the food you get is well worth the wait.,07/06/2012
Formaggio Grill Kailua,http://www.opentable.com/formaggio-grill-kailua?scpref=109&tab=2,4.0,"305 Hahani St Kailua, HI  96734 ",72,Contemporary American,$30 and under,Kailua,http://www.formaggio808.com,drink@formaggio808.com,(808) 263-2633,4 / 5,Due to two young children we have waited a long time to try Formaggio Grill. Our wait finally ended last weekend! The menu choices were very unique compared to other restaurants in the area and we were very happy with the service. The food was prepared as requested and presentation was wonderful.,07/21/2012
Gannon's,http://www.opentable.com/gannons?scpref=109&tab=2,4.3,"100 Wailea Golf Club Dr. Wailea, HI  96753 ",81,Contemporary American,$31 to $50,Wailea,http://www.gannonsrestaurant.com,dole900@aol.com,(808) 875-8080,4.3 / 5,Our first time dining at Gannons. Beautiful setting and excellent service. The food does not live up to the view. Specifically I thought the gazpacho and fish were too salty. Hopefully just an off night.,07/16/2012
Gaylord's at Kilohana,http://www.opentable.com/gaylords-at-kilohana?scpref=109&tab=2,4.5,"3-2087 Kaumualii Hwy Lihue, HI  96766 ",114,Contemporary American,$31 to $50,Lihue,http://www.gaylordskauai.com,gaylords@gaylords.biz,(808) 245-9593,4.5 / 5,"The food and service were god, but the view and the property are outstanding. Great place to celebrate a special occasion or yours have a great meal with a great view.",07/21/2012
Grand Cafe & Bakery,http://www.opentable.com/grand-cafe-and-bakery?scpref=109&tab=2,4.2,"31 N. Pauahi St. Honolulu, HI  96813 ",30,Comfort Food,$30 and under,Honolulu,http://www.grandcafeandbakery.com,grandcafeandbakery@yahoo.com,(808) 531-0001,4.2 / 5,Very sad that Grand Cafe will be moving from their current location as it has great ambiance and convenient for downtowners.,06/26/2012
The Grove - Kailua,http://www.opentable.com/the-grove-kailua?scpref=109&tab=2,4.2,"33 Aulike St. 96734, HI  96734 ",130,"Global, International",$30 and under,Kailua,http://www.grovekailua.com,manager@grovekailua.com,(808) 262-2898,4.2 / 5,Came in for lunch to meet a business associate. Absolutely delicous appetiser (poke) & salad (brussel sprout) to the main course of adobo ribs. Outstanding service. Overall great experience.,07/19/2012
Gyu-Kaku - Kapiolani,http://www.opentable.com/gyu-kaku-kapiolani?scpref=109&tab=2,4.1,"1221 Kapiolani Blvd # 105 Honolulu, HI  96814 ",85,Japanese,$30 and under,Honolulu,http://www.gyu-kaku.com,takuma@gyu-kaku.com,(808) 589-2989,4.1 / 5,Just keep the kids seated away from the open grill... They had fun toasting the marshmallows!,07/18/2012
Haliimaile General Store,http://www.opentable.com/haliimaile-general-store?scpref=109&tab=2,4.4,"900 Haliimaile Road Makawao, HI  96768 ",96,Fusion / Eclectic,$31 to $50,Makawao,http://www.bevgannonrestaurants.com/haliimaile/index.html,infohgs@bevgannonrestaurants.com,(808) 572-2666,4.4 / 5,We had an excellent dinner before catching a plane back to Honolulu. The service and meal was superb - a great ending to a too short weekend vacation on Maui.,07/22/2012
Hana Hou Cafe,http://www.opentable.com/hana-hou-cafe?scpref=109&tab=2,3.7,"810 Haiku Road Haiku, HI  96708 ",3,Hawaiian,$30 and under,Upcountry,http://hanahoucafe.com,info@hanahoucafe.com,(808) 575-2661,3.7 / 5,"Very relaxing, away from crowds, left feeling like we could not wait to return.",07/05/2012
Hapuna-Coast Grille,http://www.opentable.com/hapuna-coast-grille?scpref=109&tab=2,3.5,"62-100 Kaunaoa Drive Kamuela, HI  96743 ",4,Hawaii Regional Cuisine,$31 to $50,Kohala Coast,http://www.princeresortshawaii.com/coast-grille.php,HBDiningRes@HapunaBeachPrinceHotel.Com,(808) 880-1111,3.5 / 5,We had stopped frequenting the restaurant due to the food choicees. There is a new chef and the food is great. It is a great place that really lets you know you are in Hawaii.,06/24/2012
Hapuna-Hakone,http://www.opentable.com/hapuna-hakone?scpref=109&tab=2,2.0,"62-100 Kauna’oa Drive Kamuela, HI  96743 ",1,Japanese,$50 and over,Kohala Coast,http://www.princeresortshawaii.com/hakone-steakhou,HBDiningRes@HapunaBeachPrinceHotel.Com,(808) 880-1111,2 / 5,Japanese buffet not terrific and pricey. More cafeteria style than buffet. Restaurant dark and gloomy. Just reopened but they need to upgrade food and presentation.,05/05/2012
Hau Tree Lanai,http://www.opentable.com/hau-tree-lanai?scpref=109&tab=2,4.1,"2863 Kalakaua Avenue Honolulu, HI  96815 ",205,Hawaii Regional Cuisine,$31 to $50,Honolulu,http://www.kaimana.com/dining.htm,tteruya@kaimana.com,(808) 921-7066,4.1 / 5,"The Salmon Eggs Benedict was really good, atmosphere great, I believe most seats are outside.",07/21/2012
Hawaii Calls - Marriott Waikoloa,http://www.opentable.com/hawaii-calls-marriott-waikoloa?scpref=109&tab=2,4.5,"69-275 Waikoloa Beach Drive Waikoloa, HI  96738-5711 ",2,Pan-Asian,$30 and under,Hawaii,http://waikoloabeachmarriott.com,"",(808) 886-7354,4.5 / 5,"We enjoyed everything very much---food, service, wine, view.",06/25/2012
Hawaii Prince - Prince Court,http://www.opentable.com/hawaii-prince-prince-court?scpref=109&tab=2,4.3,"100 Holomoana Street Honolulu, HI  96815 ",51,Contemporary American,$31 to $50,Honolulu,http://www.princeresortshawaii.com/hawaii-prince-court.php,Concierge@HiPrince.Com,(808) 944-4494,4.3 / 5,"I've been there before and the food was excellent. On July 4th, the food selection wasn't as good as a regular day's luncheon.",07/04/2012
Hawaii Prince-Hakone,http://www.opentable.com/hawaii-prince-hakone?scpref=109&tab=2,4.4,"100 Holomoana Street Honolulu, HI  96815 ",15,Japanese,$31 to $50,Honolulu,http://www.princeresortshawaii.com/hawaii-prince-hakone.php,Concierge@HiPrince.Com,(808) 944-4494,4.4 / 5,"Japanese Buffet second to none in town. Great value if you enjoy sashimi, sushi, and Alaska king crab legs.",07/07/2012
Hoku's,http://www.opentable.com/hokus-and-the-veranda?scpref=109&tab=2,4.2,"5000 Kahala Ave. Honolulu, HI  96816 ",87,Pan-Asian,$31 to $50,Honolulu,http://www.kahalaresort.com,restaurants@kahalaresort.com,(808) 739-8760,4.2 / 5,Superb menu choices. Excellent wine and cocktail listings. Gracious and attentive service.,07/18/2012
Honu Seafood and Pizza,http://www.opentable.com/honu-seafood-and-pizza?scpref=109&tab=2,4.5,"1295 Front St. Lahaina, HI  96761 ",167,Seafood,$31 to $50,Lahaina,http://www.honu-maui.com,mellman@me.com,(808) 667-9390,4.5 / 5,"We had a party of 8 the night we went to Honu and everyone was impressed and happy. The crab sandwich seemed to be the overall hit, but the pizza's and other seafood were amazing as well. We had outstanding Mai Tai's also. The tables on the water are priceless. Our waitress was amazing and we look forward to returning to this restaurant on our next trip to Maui. We go to Maui every year and are always on the lookout for new and amazing restaurants. We are happy to say that this one will be on our MUST list every year. Their sister restaurant, MALA, right next door, is just as amazing.",07/16/2012
Honu's Bar and Restaurant,http://www.opentable.com/honus-bar-and-restaurant?scpref=109&tab=2,4.4,"75-5660 Palani road Kailua-Kona, HI  96740 ",17,Fusion / Eclectic,$30 and under,Kailua-Kona,http://www.konabeachhotel.com,kbhdining@konabeachhotel.com,(808) 329-2911,4.4 / 5,"Went for the Saturday Steak & Seafood buffet; unspectactular food, but if you're a big eater (which I'm not), then $38pp is a very good deal.",06/23/2012
Hukilau Lanai,http://www.opentable.com/hukilau-lanai?scpref=109&tab=2,4.6,"520 Aleka Loop Kapaa, HI  96746 ",209,Seafood,$31 to $50,Kapaa,http://hukilaukauai.com/,reservations@hukilauKauai.com,(808) 822-0600,4.5 / 5,Good place to eat. Service was great.,07/21/2012
Hula Grill - Kaanapali,http://www.opentable.com/hula-grill-kaanapali?scpref=109&tab=2,4.1,"2435 Kaanapali  Parkway Bldg P Lahaina, HI  96761",162,Seafood,$31 to $50,Kaanapali ,http://www.hulagrillkaanapali.com/,"",(808) 667-6636,4.1 / 5,"Wonderful location, great, great view and very good food. Many of the staff are long time employees and service is always courteous and efficient.Veggies are fresh, the fish is fresh daily and the desserts are substantial. Signature drink, Mai Tai, are above average but the rest of the bar drinks are very good. Good times, good food!",07/21/2012
Hula Grill - Waikiki,http://www.opentable.com/hula-grill-waikiki?scpref=109&tab=2,4.2,"2335 Kalakaua Ave. STE 203 Honolulu, HI  96815 ",78,Hawaii Regional Cuisine,$31 to $50,Honolulu,http://hulagrillwaikiki.com,hgwreservations@hulagrill.com,(808) 923-4852,4.2 / 5,"It was very busy, noisy, but fine for our large group. The food was good, even the kids found something they really enjoyed. Okinawa sweet potatoes a unique and delicious side. Ribs fall off the bone tender and the fish was fresh and delicious.",07/16/2012
Hy's Steak House - Waikiki,http://www.opentable.com/hys-steak-house-waikiki?scpref=109&tab=2,4.4,"2440 Kuhio Avenue Honolulu, HI  96815 ",182,Steak,$31 to $50,Honolulu,http://www.hyshawaii.com,etsukoc@hawaiiantel.net,(808) 922-5555,4.4 / 5,"I would describe Hy's in the following manner: superb food, highly attentive staff, wonderful environment. We could not have been more impressed with these aspects. Of course you get what you pay for...Hy's is pricey, but not overwhelming. They way they grill the steaks is heavenly...worth every cent in my opinion. Also, try the strawberry ice cream surprise - FLAMBE! Exquisite after a big meal. The place is a bit hard to find, but the directions from Open Table got us right there.",07/17/2012
Il Lupino,http://www.opentable.com/il-lupino?scpref=109&tab=2,3.6,"2233 B-180a Kalakaua Ave. Honolulu, HI  96815 ",74,Italian,$31 to $50,Honolulu,http://www.illupino.com,info@illupino.com,(808) 922-3400,3.6 / 5,Great waiter. Provided helpful suggestions for wine and desert. He gave us the privacy we wanted; yet kept a watchful eye out on us and was very attentive. Went for lunch and had the whole place to ourselves... luv that. Food and service was auwesome.,07/15/2012
Imari Teppanyaki - Hilton Waikoloa Village,http://www.opentable.com/imari-teppanyaki-hilton-waikoloa-village?scpref=109&tab=2,3.7,"69-425 Waikoloa Beach Dr Waikoloa, HI  96738 ",26,Japanese,$31 to $50,Waikoloa,http://www.hiltonwaikoloavillage.com/dining/imari.,info@hiltonwaikoloavillage.com,(808) 886-1234,3.7 / 5,"Good food & awesome service! The place is romantic and perfect for couples, family and friends!",07/06/2012
