name,rating,address,total reviews,cuisine,price,neighborhood,website,email,phone,review rating,review description,review dine date
Cafe Josie,4.4,"1200 B West 6th Austin, TX  78703 ",58,Seafood,$31 to $50,Downtown,http://www.cafejosie.com,"",(512) 322-9226,4.4 / 5,Cafe Josie is simply one of the best restaurants in Austin. The food is always terrific and the staff is friendly and professional.,06/22/2012
Cafe Malta,4.1,"3421 W. William Cannon Dr., #127 Austin, TX  78745 ",93,Mediterranean,$30 and under,South Austin,http://www.cafemaltaaustin.com,reservations@cafemaltaaustin.com,(512) 853-9584,4.1 / 5,"A friend and I shared the spinach salad (overdressed, but otherwise fine) and I had the grouper with risotto/asparagus/red cabbage. Fish was dry, but corn risotto was heavenly; I could have inhaled a whole 'nother bowl of it! My asparagus was overcooked (shriveled, dry) but my friend's was perfect. Red cabbage was a nice touch; loved it. We shared the lemon curd shortbread for dessert. Lemon curd was good; shortbread was actually NOT shortbread, but a biscuit. And it was dry. And hard. VERY (on both counts).",07/11/2012
Cantina Laredo - Austin,3.7,"201 W 3rd Street Austin, TX  78701 ",25,Mexican,$30 and under,Midtown,http://www.cantinalaredo.com,austin@cantinalaredo.com,(512) 542-9670,3.7 / 5,"We left the experience with a ""meh"" feeling. The service was slow. It was apparent that they were under staffed on the evening of July 4th. They were trying...the busboy was friendly and accommodating as he could be. The ceviche was fishy and room temperature. Salsa wasn't refilled. This was necessary as we ran out of salsa during the long ansences in service. The frozen margaritas had probably been sitting in the window for a while as they arrived partially melted. The salted rim wasn't really.",07/04/2012
Carillon Restaurant,4.6,"1900 University Ave Austin, TX  78705 ",100,Contemporary American,$31 to $50,Downtown,http://www.thecarillonrestaurant.com,thecarillon@attconf.utexas.edu,(512) 404-3655,4.6 / 5,"This is one of Austin's best, but least known, restaurants. The food, service, and ambiance are all top-of-the-line. It's also pleasantly quite. I would highly recommend The Carillon.",07/03/2012
Carmelo's Ristorante Italiano - Austin,4.3,"504 E 5th Street Austin, TX  78701 ",145,Italian,$30 and under,Downtown,http://www.carmelosrestaurant.com,carmelos@carmelosrestaurant.com,(512) 477-7497,4.3 / 5,"We had a wonderful time, the food was realy fantastic, and the employees' simply made everything simple and effortless. This was a wonderful experience and I would recomend this to anyone.",07/04/2012
Chez Zee,4.3,"5406 Balcones Dr. Austin, TX  78731 ",254,American,$30 and under,Northwest,http://www.chezzee.com/,talktous@chezzee.com,(512) 454-2666,4.3 / 5,"Lovely place for a Sunday brunch with friends, family, or even someone you'd like to impress! Broad menu choices, well prepared and presented. We didn't all make the ""right"" choice (the grits and eggs special was only so-so), but those of us who did thought the food was excellent.",07/08/2012
Cipollina,4.1,"1213 West Lynn Austin, TX  78703 ",64,Italian,$30 and under,Downtown,http://www.cipollina-austin.com,cipollina@cipollina-austin.com,(512) 477-5211,4.1 / 5,"This is our traditional place we come for our anniversary each year and have been coming for many years. Food is good, reasonable and the service is great.",07/01/2012
Clay Pit,4.3,"1601 Guadalupe St. Austin, TX  78701 ",121,Indian,$30 and under,Downtown,http://www.claypit.com,austin@claypit.com,(512) 322-5131,4.3 / 5,"Had access to a private room for our party of 14. Food was great, atmosphere was fantastic. Service needed quite a bit of work. Our server couldn't handle 14. Could have used a second set of hands. Even if it was just for water refills. Had a hard time getting second round of drinks. Had to go look for our server on a few occasions.",07/08/2012
Congress,4.5,"200 Congress Ave Austin, TX  78701 ",161,Contemporary American,$50 and over,Downtown,http://www.congressaustin.com,congress@congressaustin.com,(512) 827-2760,4.5 / 5,We enjoyed the tasting menu as our dinner.,07/07/2012
Contigo Austin,4.6,"2027 Anchor Ln. Austin, TX  78723 ",16,American,$30 and under,Central Austin,http://www.contigotexas.com,contigoaustin@gmail.com,(512) 614-2260,4.6 / 5,"This place was wonderful. The menu/food was fantastic (try the fried green beans!), and we were surprised that with as high quality as the food was, how low the prices were. They accommodate big groups very well, and we had a TON of food, and lots to drink, and only ended up paying about $30/person. In my opinion, if you only have a weekend in Austin, this is one place you HAVE to go.",06/22/2012
Cool River Cafe - Austin,3.8,"4001 Parmer Ln. Austin, TX  78727 ",76,Steak,$31 to $50,Arboretum,http://www.coolrivercafe.com,austinevents@coolrivercafe.com,(512) 835-0010,3.8 / 5,"The waitress was very informative regarding the specials. She was very warm, friendly and professional. This was one the best dining experiences to date.",06/17/2012
Copa Bar and Grill,3.1,"217 Congress Ave Austin, TX  78701 ",8,Mexican,$30 and under,Downtown,http://www.copabarandgrill.com,copa_austin@yahoo.com,(512) 479-5002,3.1 / 5,Good food but not good enough for that price...,05/31/2012
Cotton Gin Cabernet Grill,4.6,"2805 South Hwy 16 Fredericksburg, TX  78624 ",176,American,$31 to $50,Fredericksburg,http://www.CabernetGrill.com,greatfood@cottonginlodging.com,(830) 990-5734,4.6 / 5,Cosmopolitan drinks were Very GOOD!Steaks were cooked perfectly to order. All other entree's were delicious.Desserts were a nice surprise.Service a plus!We will all go back again!,07/10/2012
Cypress Grill,4.3,"4404 W William Cannon Dr., Ste L Austin, TX  78749 ",70,Seafood,$30 and under,South Austin,http://www.cypressgrill.net,john@cypressgrill.net,(512) 358-7474,4.3 / 5,The food was excellent and the service was cheerful,07/08/2012
Daily Grill - Austin,4.2,"11506 Century Oaks Terrace Suite 100 Austin, TX  78758",59,Steakhouse,$30 and under,Northwest,http://dailygrill.com,austindg@thegrill.com,(512) 836-4200,4.2 / 5,"We love this restaurant! It has never failed to come through with awesome offerings. Our waitperson was great (Marquae) and the manager stopped by our table to see if we were enjoying our meal. His name is Emmanuel. These are all great people who make you feel welcome. Again, we really like this gem of a restaurant at the Domain.",07/04/2012
Driskill Grill - Driskill Hotel,4.6,"604 Brazos St. Austin, TX  78701 ",129,Contemporary American,$31 to $50,Downtown,http://www.driskillgrill.com,"",(512) 391-7162,4.6 / 5,"My wife and I went to the Driskill Grill to celebrate our wedding anniversary. The place exceeded our expectations. The waitstaff was friendly and helpful, without being intrusive. We would highly recommend the Driskill Grill to anyone looking for a quiet, romantic atmosphere.",07/07/2012
Eddie V's - 5th Street,4.5,"301 E. 5th Street Austin, TX  78701 ",291,Seafood,$31 to $50,Downtown,http://www.eddiev.com,"",(512) 472-1860,4.5 / 5,"Excellent food and service. Pricey but worth it. We did have a table in the middle of the room and with all the activity sometimes it felt like we were in Grand Central Station, so you might want to ask for a table along a wall/window.",07/09/2012
Eddie V's - Arboretum,4.5,"9400 Arboretum Blvd. Austin, TX  78759 ",194,Seafood,$31 to $50,Arboretum,http://www.eddiev.com,"",(512) 342-2642,4.5 / 5,Great food. Great service. Great for expense account dinners.,07/10/2012
eleven plates & wine,4.0,"3801 N Capital of Texas Hwy Ste. C-200 Austin, TX  78746",82,Contemporary American,$30 and under,West Austin / Westlake,http://www.elevenplates.com,reservations@elevenplates.com,(512) 328-0110,4 / 5,"Food and Service were very nice. The restaurant was very quiet for a Friday night, I think some advertising might help keep them busier to stay in business.",07/06/2012
The Emerald Restaurant,4.7,"13614 Hwy 71 West Austin, TX  78738 ",3,Continental,$31 to $50,Bee Caves/Lakeway/Lake Travis,http://www.irishemeraldrestaurant.com,myemeraldrestaurant@gmail.com,(512) 963-4272,4.7 / 5,We had a great time. The service was extra ordinary. We could talk and not have to shout which was wonderful for the evening.,04/14/2012
Estancia Churrascaria - Arboretum,4.5,"10000 Research Blvd. Suite B Austin, TX  78759",227,Brazilian Steakhouse,$31 to $50,Arboretum,http://www.estanciachurrascaria.com,info@estanciachurrascaria.com,(512) 345-5600,4.5 / 5,"This was our first visit, and we loved it! The food was fabulous, and the service was even better. The waitstaff were so attentive and never let us get an empty glass or plate. It was a wonderful experience!",07/10/2012
finn & porter,4.2,"Hilton Austin 500 E 4th St. Austin, TX  78701",52,Steak,$31 to $50,Downtown,http://www.finnandporter.com/austin,jennifer.l.gomez@hilton.com,(512) 493-4900,4.2 / 5,The food was great! My boyfriend and I decided to have dinner here while we were visiting Austin for the weekend and I am sure glad we did. Our waitress was wonderful so friendly and very helpful. This is a place I would surely come back to.,06/29/2012
"FINO Restaurant, Patio, and Bar",4.2,"2905 San Gabriel Ste. 200 Austin, TX  78705",100,Mediterranean,$30 and under,Midtown,http://www.finoaustin.com,"",(512) 474-2905,4.2 / 5,"Great tapas!!! Excellent variety, fresh and well prepared",07/06/2012
Fleming's Prime Steakhouse & Wine Bar - Austin,4.3,"320 E 2nd Street Austin, TX  78701 ",39,Steak,$31 to $50,Downtown,http://www.flemingssteakhouse.com/austin,austin@flemingssteakhouse.com,(512) 457-1500,4.3 / 5,It was great the food was excellent steakhouse fare. Went out of their way to make us and our 3 year old comfortable. The server was excellent.,07/07/2012
Fleming's Prime Steakhouse & Wine Bar - Austin The Domain,4.4,"11600 Century Oaks Terrace Austin, TX  78758 ",68,Steak,$31 to $50,Northwest,http://www.flemingssteakhouse.com/thedomain,thedomain@flemingssteakhouse.com,(512) 835-9463,4.4 / 5,"We went for my birthday. The service was fine, but not spectacular. My steak was tasty but had gristle running through half of it. It was cooked perfectky. My companion had a filet, which although looked perfect, he said was over-charred and even tough in places. Their potatoes are awesome. The chocolate walnut pie was tasty, but not spectacular. Overall, we enjoyed it but expected more for the $200 price tag.",07/03/2012
Fore,3.6,"900 Ranch Rd 620 S, Ste B108 Lakeway, TX  78734 ",12,Contemporary American,$30 and under,Bee Caves/Lakeway/Lake Travis,http://www.lakewayfore.com,lakewayfore@gmail.com,(512) 263-3673,3.6 / 5,Good Fathers Day brunch. The reservation gave us a perfect place to see & hear my 2 teenage guitar students who were performing. All in all a good time.,06/17/2012
Garrido's Restaurant,4.1,"360 Nueces Suite, 10 Austin, TX  78701 ",132,Contemporary Mexican,$30 and under,Downtown,http://www.garridosaustin.com/,info@garridosaustin.com,(512) 320-8226,4.1 / 5,"I plan on visiting this place again. Our waitress could have been better and I would have preferred that she not ask my 14 year old, baby faced daughter in pigtails if she was old enough to have a mimosa after having already brought it to the table. But I liked the fish tacos and the feel of the restaurant so I'm not going to hold the actions of one against the place.",06/24/2012
The Grille At Rough Hollow,4.0,"103 Yacht Club Cove Lakeway, TX  78734 ",39,American,$30 and under,Bee Caves/Lakeway/Lake Travis,http://www.roughhollowclub.com/grille,info@thegrilleatroughhollow.com,(512) 261-3444,4 / 5,"We've had a good moment in this restaurant close to the yacht club. Outside, from a terrace there is a nice view of the Marina. We went on a Sunday at 1:30 pm, the atmosphere was quiet and our meal was delicious. We will go back for sure.",06/24/2012
Gumbo's Louisiana Style Cafe - Downtown,4.2,"710 Colorado St Ste #100 Austin, TX  78701",20,Cajun,$31 to $50,Downtown,http://www.gumbosdowntown.com,paul@gumbosdowntown.com,(512) 480-8053,4.2 / 5,"We asked for a quiet place and they found the quietest in the restaurant, thank you very much.",04/28/2012
Gumbo's Steak and Seafood - Bee Cave,3.9,"12823 Shops Parkway Bee Cave, TX  78738 ",35,Seafood,$30 and under,Bee Caves/Lakeway/Lake Travis,http://www.gumbosbeecave.com,britt@gumbosbeecave.com,(512) 263-2711,3.9 / 5,Salmon Robert is always excellent. Salads are always crisp and fresh. Highly recomend.,07/06/2012
gusto italian kitchen + wine bar,3.9,"4800 Burnet Road Suite B-200 Austin, TX  78756",72,Italian,$30 and under,North Central,http://www.gustoitaliankitchen.com,info@gustoitaliankitchen.com,(512) 458-1100,3.9 / 5,Very enjoyable evening. Matthew is always very pleasant and makes you feel welcome. Their pasta dishes are very good. We also had their version of chopped salad and it too was yummy. I wish though that they had more selections for dessert. The pistachio gelato was excellent though!,06/28/2012
Haddingtons,3.9,"601 W 6th Street Austin, TX  78701 ",98,Contemporary American,$31 to $50,Downtown,http://www.thehaddington.com,info@haddingtonsaustin.com,(512) 992-0204,3.9 / 5,Nice and cozy interior with outside patio seating. We attempted patio but no ceiling fans to circulate air.Our waiter was very attentive and offered a cheese selection to pair with our French wine. For entree' we had the musselsand lamb chops. Mussels were steamed and nothing special. Several of the shells were closed. Lamb Chops were preparedas ordered and just ok. We love the atmosphere and will give Haddington's another try.,07/07/2012
Hemingway Restaurant and Bar,3.5,"500 Cypress Creek Rd., Ste 170 Cedar Park, TX  78613 ",26,American,$30 and under,Lago Vista/Jonestown/Cedar Park,http://hemingwayrb.com,"",(512) 219-6400,3.5 / 5,"Really like the look of the place, great outdoor space. Food was solidly good.",07/10/2012
Hudson's On The Bend,4.6,"3509 Ranch Road 620 North Austin, TX  78734 ",110,Wild Game,$50 and over,West Austin / Westlake,http://www.hudsonsonthebend.com/main.php,"",(512) 266-1369,4.6 / 5,"3 in our party had the 3 course tasting menu. You get to choose between two options for each course so we were able to try everything on that menu. The food was fantastic, but the Talapia won overall! My son ordered a platter that included alligator and frog legs. His absolute favorite was the alligator! Who knew? Our experience could not have been better. The waiter was attentive and very pleasant.",07/11/2012
Hyatt Lost Pines - Firewheel Cafe,4.0,"575 Hyatt Lost Pines Road Cedar Creek, TX  78612 ",1,American,$30 and under,Bastrop,http://visitlostpines.com,lostpines@hyatt.com,(512) 308-4860,4 / 5,Ate Christmas Brunch in the Firewheel Cafe. Nice selection but the food was just so-so. Overall a nice time and the service is excellent.,12/25/2011
Hyde Park Bar & Grill - Duval,4.1,"4206 Duval St. Austin, TX  78751 ",22,Contemporary American,$30 and under,North Central,http://hpbng.com,ghydeparkbar@austin.rr.com,(512) 458-3168,4.1 / 5,Love the french fries. Sonora salad was great.,07/10/2012
Hyde Park Bar & Grill - West Gate,3.9,"4521 B West Gate Blvd Austin, TX  78745 ",9,American,$30 and under,North Central,http://hpbng.com,hydeparkbarandgrill@gmail.com,(512) 899-2700,3.9 / 5,"Went to Hyde Park Bar & Grill- Westgate for my birthday dinner. I had made reservations prior, so that helped with getting the table for 8 that my party consisted of. We were seated on time. The waiter showed up right away, took everyone's drink orders, and asked if we wanted appetizers. Drinks showed up pretty soon after ordering. Then orders were taken for dinner. I ordered the basil grilled chicken with wild rice pilaf and spice roasted sweet potatoes. My boyfriend ordered the chicken fried steak with fries and steamed broccoli. My sisters had the pork roast shephards pie and grilled salmon. Their boyfriends had the potato-crusted tilapia and chicken fried chicken. Overall, everyone was pleased with their meals. Waiter had BAD BAD breath",03/29/2012
III Forks Austin,4.4,"111 Lavaca Street Austin, TX  78701 ",165,Steak,$31 to $50,Downtown,http://www.iiiforks.com,austin@iiiforks.com,(512) 474-1776,4.4 / 5,"The wait staff and bar staff were very attentive to our needs and assisted us in all of the nights interest. Ernest, the matire d was very friendly and invormative about the restaurant and area. We would go back next time we are in Austin.many thanksRobert Fowlkes",07/10/2012
Imperia,4.0,"310 Colorado Austin, TX  78701 ",64,Asian,$30 and under,Downtown,http://www.imperia-austin.com,reservations@imperia-austin.com,(512) 472-6770,4 / 5,We loved it! It was a special occasion for my 17 year old son. The fortune cookie surprise was the icing on the cake for the evening!,06/30/2012
Jasper's - Austin,4.3,"11506 Century Oaks Terrace Austin, TX  78758 ",121,American,$31 to $50,Arboretum,http://www.kentrathbun.com,pauls@jaspers-restaurant.com,(512) 834-4111,4.3 / 5,"Friends from out of town were very pleased with the food, drinks and ambiance. Thank you for a memorable time.",07/09/2012
Josey's,3.5,"101 Lakeway Dr Austin, TX  78734 ",4,Contemporary American,$30 and under,Bee Caves/Lakeway/Lake Travis,http://www.lakewayresortandspa.com/JoseysGrillandBar.aspx,joseys@lakewayresortandspa.com,(512) 261-7323,3.5 / 5,"I went up to the hostess and told her I had a reservation, she said she did not see one, but we could enjoy brunch. I told her I recieved a confirmation e-mail saying I had a reservation to sit outside on the patio and eat, but she ushered us to a table inside by the brunch buffet. Not at all what I wanted, nor did she try to hear what I had to say. Will not be going back.",07/09/2012
Judges' Hill Restaurant,4.2,"1900 Rio Grande Austin, TX  78705 ",86,Contemporary American,$30 and under,Downtown,http://www.judgeshillrestaurant.com,restaurant@judgeshill.com,(512) 495-1857,4.2 / 5,"We went for our 15th anniversary. First time there. Food is very different from a III Forks, or steak house. Review menu first on line to make sure they have something for you. Excellent atmosphere, setting, and service. Food had a great presentation, and was excellent. Highly recommend everyone tries it. This was our first time there, and we had heard many good things about it.",07/07/2012
Kenichi,4.0,"419 Colorado Austin, TX  78701 ",52,Pan-Asian,$31 to $50,Downtown,http://www.kenichiaustin.com,"",(512) 320-8883,4 / 5,Celebrated our Annivesary there and had a terrific experience. Innovative dishes and excellent sake choices.,07/06/2012
Kona Grill - Austin,3.9,"11410 Century Oaks Terrace The Domain Austin, TX  78758",43,Contemporary American,$30 and under,Northwest,http://www.konagrill.com,austin@konagrill.com,(512) 835-5900,3.9 / 5,Love the generous portion sizes and the unique offerings.,06/07/2012
La Condesa,4.2,"400 W 2nd St Austin, TX  78701 ",256,Mexican,$30 and under,Downtown,http://www.lacondesaaustin.com,pdr@lacondesaaustin.com,(512) 499-0300,4.2 / 5,The food was very good - the street corn was ridiculously good.,07/07/2012
Lambert's Downtown BBQ,4.2,"401 West 2nd Street Austin, TX  78701 ",110,Barbecue,$30 and under,Downtown,http://www.fancybarbecue.com,"",(512) 494-1500,4.2 / 5,We really enjoyed Lamberts. Not a very romantic feel for our date night but overall a great place! The tables are close together and it's very lively. Not the lightest of menu choices but we knew that going in and the brisket did not disappoint. Service was average. A great place to check out!,07/07/2012
Lantana Grill,2.0,"200 Hi Circle North Horseshoe Bay, TX  78657 ",1,Steakhouse,$31 to $50,Horseshoe Bay,http://www.hsbresort.com,"",(830) 598-8810,2 / 5,"We were so disappointed in the Lantana Grill. The reviews stated it was a wonderful Hill-Country grill, with great ambiance. It's a hotel restaurant, with an interesting menu, although the food was not good. We were expecting a nice, quiet restaurant with some atmosphere. Will not return.",01/13/2012
Las Palomas Restaurant-Bar,4.3,"3201 Bee Caves Road #122 Austin, TX  78746 ",29,Mexican,$30 and under,Bee Caves/Lakeway/Lake Travis,http://www.laspalomasrestaurant.com,info@laspalomasrestaurant.com,(512) 327-9889,4.3 / 5,Wonderful margaritas! Always has been.Wish the rice was a little more exciting.,06/30/2012
Maggiano's - Austin,4.4,"10910 Domain Drive Suite 100 Austin, TX  78758",338,Italian,$30 and under,Northwest,http://www.maggianos.com,"",(512) 501-7870,4.4 / 5,"This was our 6th or 7th time to visit Maggiano's and I've found it to be consistant in the quality of food, service, and value. We always order from the classic menu and I don't think that you can find a better value for the money. The servers handle larger groups as easily as they do couples, and the food quality has never been bad. Our home and back deck is still the front-runner, but after that Maggiano's has become our go-to place for family celebrations.",06/27/2012
Malaga Tapas & Bar,4.2,"440 West 2nd Street Austin, TX  78701 ",107,Tapas / Small Plates,$30 and under,Downtown,http://www.malagatapasbar.com,malagatapasbar@gmail.com,(512) 236-8020,4.2 / 5,My first time to Malagas and I will definitely be back soon. The food was delicious! Our waitress was friendly and the service was outstanding.,07/06/2012
Manuel's Downtown,4.0,"310 Congress Avenue Austin, TX  78701 ",55,Mexican,$30 and under,Downtown,http://manuels.com,manuels1@manuels.com,(512) 472-7555,4 / 5,Really good food - really good drinks. Pretty decent wine list too. Service was very good. Will definitely eat there again.,07/10/2012
Manuel's Great Hills,4.2,"10201 Jollyville Road Austin, TX  78759 ",54,Mexican,$30 and under,Northwest,http://www.manuels.com/,manuels2@manuels.com,(512) 345-1042,4.2 / 5,"Nice patio. With a walking distance from a movie theater, so a dinner and a movie night is a good occasion. Three or four vegetarian options.",06/30/2012
Max's Wine Dive - Austin,4.2,"207 San Jacinto Austin, TX  78701 ",173,Comfort Food,$30 and under,Downtown,http://www.maxswinedive.com/austin/index.php,bryan@maxswinedive.com,(512) 904-0111,4.2 / 5,"A little loud for lunch, and the fried chicken isn't on the lunch menu but they'll make it and is worth it!",07/10/2012
McCormick & Schmick's Seafood - Austin (Century Oaks),3.8,"11600 Century Oaks Terrace Austin, TX  78758 ",219,Seafood,$30 and under,Northwest,http://www.mccormickandschmicks.com,msad@ldry.com,(512) 836-0500,3.8 / 5,I had to keep asking for drinks.. then I had to ask for drinks for the ladies that were with me. At one point I had to ask the water boy to get my waiter. BTW it wasn't even busy and now I know why.,07/10/2012
The Melting Pot - Austin - Northwest,4.4,"13343 N Highway 183 Suite 350 Austin, TX  78750 ",181,Fondue,$31 to $50,Northwest,http://www.meltingpot.com/austin,info@austinmeltingpot.com,(512) 401-2424,4.4 / 5,I really enjoyed my dinner! The only thing that I would want to mention was how long it took to get drinks. There was quite a few times that I did not have a drink. Then when the waiter did come to refill it would take another 10 min. before a drink would show up.,07/09/2012
NoRTH - Austin,4.2,"11506 Century Oaks Terrace Austin, TX  78758 ",146,Italian,$30 and under,Northwest,http://www.foxrc.com/north.html,northaustin@foxrc.net,(512) 339-4400,4.2 / 5,"Kind of disappointed in my most recent trip to NoRTH. I don't get many chances to eat at the restaurant, so I was very excited about my visit. Getting reservations was easy (thanks, OpenTable), and my wife and I got seated promptly. Unfortunately, our seating was the only thing that was prompt. Our server's visits to our table were few and far between. We waited nearly 20 minutes after we were ready to order before he stopped by our table. Next the food was very late to arrive--20 minutes for a salad and 45 minutes for a single pizza. After complaining we got no explanation for the delay or offer to compensate. Luckily the food itself was still VERY good. I'll chalk this one up to a rare bad night for the wait staff.",07/07/2012
Old Pecan St. Cafe,4.0,"504B Trinity Street Austin, TX  78701 ",7,Contemporary American,$30 and under,Downtown,http://www.oldpecanstcafe.com,"",(512) 478-2491,4 / 5,We had a Ladies Night Out (6 of us). We ate at the Pecan St. Cafe then went to Esthers Follies. Returned to the Cafe for dessert after the show. The food was great and out water was very good.,03/24/2012
Olive and June,4.0,"3411 Glenview Ave Austin, TX  78703 ",296,Italian,$31 to $50,Downtown,http://www.OliveandJune-Austin.com,info@oliveandjune-austin.com,(512) 467-9898,4 / 5,"Curious to see how this location would rebound. With the menu, service, and food quality Olive & June brings to bear, I sure hope it succeeds. The piccoli piatti set the stage beautifully and almost obviated the need for an entree. I often complain that Italian is too bland to be worth the extra dollars for ""premium"" Italian fare. Not the case here. The carbonara was exceptional and turns out the ""extra dollars"" aren't that many. Great value. Will most definitely be back soon.",07/11/2012
Paggi House,4.2,"200 Lee Barton Drive Austin, TX  78704 ",186,American,$31 to $50,Downtown,http://www.paggihouse.com,ck@paggihouse.com,(512) 473-3700,4.2 / 5,I was honestly a lil under impressed with the food. Great wine list and ambiance but I felt the food was less than amazing (which i was hoping for.) I have been before over a year or so ago- and I really remembered the food being much better. Good just not great.,07/11/2012
Parkside,4.2,"301 E. 6th Street Austin, TX  78701 ",213,American,$30 and under,Downtown,http://parkside-austin.com,info@parkside-austin.com,(512) 474-9898,4.2 / 5,"Very noisy on a Wednesday night. But food was very good, not spectacular but enjoyable, and service, even on a busy night, was attentive and prompt. Valet parking is a bit pricey, but appreciated in the mid E. 6th Street busy-ness.",07/11/2012
Peche,4.2,"208 W 4th Street Austin, TX  78701 ",37,French,$30 and under,Downtown,http://pecheaustin.com,robpate@mac.com,(512) 494-4011,4.2 / 5,"Both the food and the cocktails were top notch. The place is right next door to Cedar Street which is a loud out door bar that features live music. We were in the restaurant while sound check was going on next door, and that was annoying as it was quite loud. I imagine it would be difficult to carry on a conversation when the bands are actually playing.",07/05/2012
