Fleming's Prime Steakhouse & Wine Bar - Raleigh,http://www.opentable.com/flemings-prime-steakhouse-and-wine-bar-raleigh?scpref=110&tab=2,4.5,"4325 Glenwood Avenue #5004 - Crabtree Valley Mall Raleigh, NC  27612",83,Steak,$31 to $50,Raleigh,http://www.flemingssteakhouse.com/Raleigh,raleigh@flemingssteakhouse.com,(919) 571-6200,5.0 out of 5,"Had a great birthday celebration at Flemings. It is a little pricey but this time we had the best tasting filets that we ever had at Flemings. Unfortunately, our server didn't let us know ahead of time that the Lava Cake took 15 minutes to cook (other waitress's have before) so service was a bit slower than normal.",11/02/2012,http://www.pickgrapevine.com/wantmore6/flemings-prime-steakhouse-and-wine-bar-raleigh,flemings-prime-steakhouse-and-wine-bar-raleigh
Four Square Restaurant,http://www.opentable.com/four-square-restaurant?scpref=110&tab=2,4.5,"2701 Chapel Hill Rd. Durham, NC  27707 ",127,Contemporary American,$31 to $50,Durham,http://www.foursquarerestaurant.com,info@foursquarerestaurant.com,(919) 401-9877,2.0 out of 5,"Four square was recommended to us as a ""foodie"" place, and it was obvious that that was what they were trying to be. They did a very good job at everything that a ""foodie"" place should. Ambiance, menu, service, culture, location, and romance were very much in line with what is expected. What was there and how I was treated was great, but I need to end with the following: the food was mediocre.",11/03/2012,http://www.pickgrapevine.com/wantmore6/four-square-restaurant,four-square-restaurant
G2B,http://www.opentable.com/g2b?scpref=110&tab=2,4.3,"3211 Shannon Rd Suite 106 Durham, NC  27707 ",78,Gastro Pub,$30 and under,Durham,http://www.g2b-restaurant.com,info@g2b-restaurant.com,(919) 251-9451,5.0 out of 5,"GREAT PLACE!!! THIS ONE HAS IT ALL!!!! Service so sweet! Food so good! Great for ANYTHING! !! We had never seen a bar-oriented place with OUTSTANDING FOOD before this. WOWOWOW!!! Looking for ""somewhere good"" to go at the spur of the moment, we saw this listing in Open Table. It is in our neighborhood, so we went for it. WOOOO-HOOOO!!! Were we glad we had!! Since this thing has a short character limit, I'll be brief. Everything was EXQUISITE.The cheese/meats.The soup (YUM).The hamburger??? YEAAAAA!!And then there was that scoop of rosemary/browned butter ice cream: LAY-DOWN-AND-DIE!! SO GOOD! GO TO THIS PLACE!",10/31/2012,http://www.pickgrapevine.com/wantmore6/g2b,g2b
Glenwood Grill,http://www.opentable.com/glenwood-grill?scpref=110&tab=2,4.5,"2603-151 Glenwood Avenue Raleigh, NC  27608 ",195,American,$30 and under,Raleigh,http://www.glenwoodgrill.net,contact@glenwoodgrill.com,(919) 782-3102,5.0 out of 5,"This restaurant would get 5 starts across the board if it weren't for the noise. I lowered my rating for ambience because of the noise. When the place is full, which it always is for dinner, it gets really loud.",11/03/2012,http://www.pickgrapevine.com/wantmore6/glenwood-grill,glenwood-grill
Gregoria's Kitchen and Cuban Steakhouse,http://www.opentable.com/gregorias-kitchen-and-cuban-steakhouse?scpref=110&tab=2,4.5,"2818 Chapel Hill Rd Durham, NC  27707 ",148,Cuban,$30 and under,Durham,http://www.gregoriaskitchen.com,burtr@gregoriaskitchen.com,(919) 797-2747,4.0 out of 5,"The food and service were both excellent. The only oddity was that the valet took the time to remove and rearrange all the keys on my key ring. That's a little creepy. Otherwise, the restaurant was great!",11/02/2012,http://www.pickgrapevine.com/wantmore6/gregorias-kitchen-and-cuban-steakhouse,gregorias-kitchen-and-cuban-steakhouse
Il Palio,http://www.opentable.com/il-palio-chapel-hill?scpref=110&tab=2,4.4,"1505 East Franklin Street Chapel Hill, NC  27514 ",54,Italian,$31 to $50,Chapel Hill,http://www.sienahotel.com/IlPalio.aspx,acarey@sienahotel.com,(919) 918-2545,5.0 out of 5,"I treated my friend, who is a professional chef and restaurant reviewer, to a birthday lunch. She was impressed. The menu offered a variety of interesting dishes. We both chose the grilled chicken salad, and it was an elegant presentation. The pumpkin bread pudding for dessert came in a tiny iron skillet and was delcious. The wine list is extensive, but not overwhelming. Several wines are available by the glass.",11/05/2012,http://www.pickgrapevine.com/wantmore6/il-palio-chapel-hill,il-palio-chapel-hill
Jibarra Modern Mexican,http://www.opentable.com/jibarra-modern-mexican?scpref=110&tab=2,4.1,"327 West Davie St. Suite 102 Raleigh, NC  27601 ",50,Mexican,$30 and under,Raleigh,http://www.jibarra.net,info@jibarra.net,(919) 755-0556,4.0 out of 5,"3 of us had 3 different entrees and 2 desserts, and all were delicious. We were quite pleased to have delicious decaf coffee. Service was excellent.",11/03/2012,http://www.pickgrapevine.com/wantmore6/jibarra-modern-mexican,jibarra-modern-mexican
Jimmy V's Steakhouse and Tavern,http://www.opentable.com/jimmy-vs-steakhouse-and-tavern?scpref=110&tab=2,4.4,"107 Edinburgh Dr.  Suite 131 Cary, NC  27511 ",48,Steakhouse,$31 to $50,Cary,http://www.jimmyvssteakhouse.com/default.aspx?pageId=1,jvssteakhouse@bellsouth.net,(919) 380-8210,4.0 out of 5,"Very friendly and knowledgable wait staff, food arrived quickly and was cooked perfectly.",10/27/2012,http://www.pickgrapevine.com/wantmore6/jimmy-vs-steakhouse-and-tavern,jimmy-vs-steakhouse-and-tavern
Krave,http://www.opentable.com/krave?scpref=110&tab=2,3.9,"510 Glenwood Ave Raleigh, NC  27603 ",153,Continental,$30 and under,Raleigh,http://www.kraveraleigh.com,joseph@kraveraleigh.com,(919) 720-4509,5.0 out of 5,"Dinner was awesome. We were probably too early for the late-night scene, but the place was vibrant! Matt was our server, and very attentive, and very good. Loved every minute of the evening!",11/02/2012,http://www.pickgrapevine.com/wantmore6/krave,krave
La Volta,http://www.opentable.com/la-volta?scpref=110&tab=2,3.9,"411 Fayetteville st #112 Raleigh, NC  27601 ",51,Italian,$30 and under,Raleigh,http://LAVOLTARESTAURANT.COM,VINNYCCC@GMAIL.COM,(919) 838-8700,4.0 out of 5,Our waiter provided outstanding service and our overall experience at La Volta was very good.,11/03/2012,http://www.pickgrapevine.com/wantmore6/la-volta,la-volta
Lafayette Village Grill,http://www.opentable.com/lafayette-village-grill?scpref=110&tab=2,3.9,"8470 Honeycutt Road Raleigh, NC  27615 ",27,American,$30 and under,Raleigh,http://www.villagegrillraleigh.com,gm@villagegrillraleigh.com,(919) 890-5340,3.0 out of 5,"The service was great and the place is very nice but I'm extremely disappointed in the food. I had the poppers that were terrible. I love hot and spicy food but the poppers were not made correctly. They were barely stuffed with cheese and they were burnt. I asked the kind waitress if they made anything with sundries tomatoes for my entree and she suggested a chicken pasta. I have never eaten a piece of chicken that tasted like pure salt. There were no sun dried tomatoes in the pasta just ""salsa"" like tomatoes. I could make that pasta blind folded with better tasting ingredients at home. My husband got a steak. May I say that I'm very disappointed that a ""grill"" has no option for filets on the menu. Unfortunately outback has thicker juicier",10/26/2012,http://www.pickgrapevine.com/wantmore6/lafayette-village-grill,lafayette-village-grill
Little Hen,http://www.opentable.com/little-hen?scpref=110&tab=2,4.1,"5160 Sunset Lake Rd Apex, NC  27539 ",78,Contemporary American,$31 to $50,Holly Springs,http://www.littlehennc.com,littlehennc@gmail.com,(919) 363-0000,3.0 out of 5,"Our second time. Very good appetizers and very creative menu, but main course needed additional seasoning. Due to a mixup, we were served our appetizers and main course simultaneously, but server was kind enough to comp us two beers.",11/03/2012,http://www.pickgrapevine.com/wantmore6/little-hen,little-hen
Lucky 32 - Cary,http://www.opentable.com/lucky-32-cary?scpref=110&tab=2,4.2,"7307 Tryon Rd Cary, NC  27511 ",156,Southern,$30 and under,Cary,http://www.lucky32.com,crescentgreen@qwrh.com,(919) 233-1632,5.0 out of 5,"Love the food, love the service.",11/03/2012,http://www.pickgrapevine.com/wantmore6/lucky-32-cary,lucky-32-cary
Maggiano's - Durham,http://www.opentable.com/maggianos-durham?scpref=110&tab=2,4.4,"8030 Renaissance Parkway Durham, NC  27713 ",263,Italian,$30 and under,Durham,http://www.maggianos.com,durham.information@maggianos.com,(919) 572-0070,4.0 out of 5,It was a very nice evening. We had a great meal.,11/03/2012,http://www.pickgrapevine.com/wantmore6/maggianos-durham,maggianos-durham
