Location Name,City,Review Count,Total Reviews,Rating,OT URL,Phone,Email
The Grill on the Alley - Dallas,dallas-texas,4,96,4.4,http://www.opentable.com/the-grill-on-the-alley-dallas?scpref=110,(214) 459-1601,dallasgrill@thegrill.com
The Grotto - A Salerno Steakhouse,dallas-texas,3,14,4.1,http://www.opentable.com/the-grotto-a-salerno-steakhouse?scpref=110,(972) 318-0515,grotto@thegrottotonight.com
H3 Ranch at the Stockyards Hotel,dallas-texas,10,90,4.3,http://www.opentable.com/h3-ranch-at-the-stockyards-hotel?scpref=110,(817) 624-1246,bchristensen@h3ranch.com
Hannah's off The Square,dallas-texas,10,80,4.3,http://www.opentable.com/hannahs-off-the-square?scpref=110,(940) 566-1110,info@regalerestaurants.com
Henry's Tavern - Plano,dallas-texas,9,54,3.7,http://www.opentable.com/henrys-tavern-plano?scpref=110,(972) 473-7252,jfaller@r-u-i.com
"Hibashi Teppan Grill, Sushi Bar",dallas-texas,5,29,3.5,http://www.opentable.com/hibashi-teppan-grill-sushi-bar?scpref=110,(972) 620-3474,info@hibashi.com
Hibiscus,dallas-texas,6,137,4.5,http://www.opentable.com/hibiscus-dallas?scpref=110,(214) 827-2927,pgarcia@hibiscusdallas.com
Howard Wang's Uptown China Brasserie,dallas-texas,6,43,4.1,http://www.opentable.com/howard-wangs-uptown-china-brasserie?scpref=110,(214) 954-9558,howardwangsuptown@gmail.com
III Forks - Dallas,dallas-texas,10,387,4.4,http://www.opentable.com/iii-forks-dallas?scpref=110,(972) 267-1776,3Forks@croinc.com
India West Fine Dining & Lounge,dallas-texas,4,25,4.6,http://www.opentable.com/india-west-fine-dining-and-lounge?scpref=110,(972) 503-5000,info@indiawest.us
Isabella's Italian Restaurant,dallas-texas,10,85,4.2,http://www.opentable.com/isabellas-italian-restaurant?scpref=110,(214) 618-3384,info@isabellasfrisco.com
J.R.'s Steakhouse,dallas-texas,10,131,4.4,http://www.opentable.com/jrs-steakhouse?scpref=110,(817) 355-1414,sydney@jrssteaks.com
Jasper's - Plano,dallas-texas,10,209,4.5,http://www.opentable.com/jaspers-plano?scpref=110,(469) 229-9111,johnnyc@kentrathbun.com
Jaxx Steakhouse,dallas-texas,3,46,4.1,http://www.opentable.com/jaxx-steakhouse?scpref=110,(972) 458-7888,""
JoJo Eating House & Bar,dallas-texas,7,17,3.5,http://www.opentable.com/jojo-eating-house-and-bar?scpref=110,(214) 754-4949,info@jojodallas.com
Jorge's Tex Mex Cafe,dallas-texas,6,53,4.0,http://www.opentable.com/jorges-tex-mex-cafe?scpref=110,(214) 720-2211,info@jorgestexmex.com
Kenichi - Dallas,dallas-texas,9,73,4.4,http://www.opentable.com/kenichi-dallas?scpref=110,(214) 871-8883,info@kenichidallas.com
Kenny's Italian Kitchen,dallas-texas,10,126,4.5,http://www.opentable.com/kennys-italian-kitchen?scpref=110,(972) 661-9380,info@kennysitalian.com
Kenny's Wood Fired Grill,dallas-texas,10,307,4.6,http://www.opentable.com/kennys-wood-fired-grill?scpref=110,(972) 392-9663,info@kennyswoodfiredgrill.com
Kirby's Prime Steakhouse - Southlake,dallas-texas,10,101,4.4,http://www.opentable.com/kirbys-prime-steakhouse-southlake?scpref=110,(817) 410-2221,southlake@kirbyssteakhouse.com
The Kitchen Table-Sheraton Dallas,dallas-texas,3,11,3.5,http://www.opentable.com/the-kitchen-table-sheraton-dallas?scpref=110,(214) 922-0374,magdy.rizkalla@sheraton.com
Kobe Steaks - Dallas,dallas-texas,5,32,4.3,http://www.opentable.com/kobe-steaks-dallas?scpref=110,(972) 934-8150,dallas@kobesteaks.net
Komali Restaurant,dallas-texas,10,105,4.2,http://www.opentable.com/komali-restaurant?scpref=110,(214) 252-0200,contactus@komalirestaurant.com
Kona Grill - Dallas,dallas-texas,5,47,4.0,http://www.opentable.com/kona-grill-dallas?scpref=110,(214) 369-7600,dallas@konagrill.com
La Calle Doce,dallas-texas,1,24,4.5,http://www.opentable.com/la-calle-doce?scpref=110,(214) 941-4304,info@lacalledoce-dallas.com
La Calle Doce - Lakewood,dallas-texas,2,19,4.1,http://www.opentable.com/la-calle-doce-lakewood?scpref=110,(214) 824-9900,info@lacalledoce-dallas.com
La Fiorentina,dallas-texas,7,66,4.1,http://www.opentable.com/la-fiorentina?scpref=110,(972) 528-6170,Info@Lafiorentina.com
Landmark Restaurant - The Warwick Melrose Hotel Dallas,dallas-texas,4,26,4.3,http://www.opentable.com/landmark-restaurant-the-warwick-melrose-hotel-dallas?scpref=110,(214) 224-3152,pcicero@warwickhotels.com
Lanny's Alta Cocina Mexicana,dallas-texas,4,26,4.5,http://www.opentable.com/lannys-alta-cocina-mexicana?scpref=110,(817) 850-9996,reservations@lannyskitchen.com
Lavendou Bistro,dallas-texas,10,150,4.4,http://www.opentable.com/lavendou-bistro?scpref=110,(972) 248-1911,provincial@aol.com
Lawry's The Prime Rib - Dallas,dallas-texas,10,282,4.4,http://www.opentable.com/lawrys-the-prime-rib-dallas?scpref=110,(972) 503-6688,lstaberg@lawrysonline.com
Lefty's,dallas-texas,9,63,4.3,http://www.opentable.com/leftys?scpref=110,(972) 774-9518,infoleftys@comcast.net
Local,dallas-texas,10,63,4.1,http://www.opentable.com/local?scpref=110,(214) 752-7500,info@localdallas.com
The Loft at NYLO Plano at Legacy,dallas-texas,1,11,2.8,http://www.opentable.com/the-loft-at-nylo-plano-at-legacy?scpref=110,(972) 624-6990,info.plano@nylohotels.com
Lonesome Dove Western Bistro,dallas-texas,10,155,4.5,http://www.opentable.com/lonesome-dove-western-bistro?scpref=110,(817) 740-8810,info@cheftimlove.com
Lucile's,dallas-texas,8,86,4.3,http://www.opentable.com/luciles?scpref=110,(817) 738-4761,lucilesllc@sbcgobal.net
Mac's Steak and Seafood Colleyville,dallas-texas,10,61,4.3,http://www.opentable.com/macs-steak-and-seafood-colleyville?scpref=110,(817) 318-6227,macscolleyville@macsteak.com
Mac's Steaks & Seafood Arlington,dallas-texas,10,47,4.1,http://www.opentable.com/macs-steak-and-seafood-arlington?scpref=110,(817) 572-0541,macsarlington@macsteak.com
Maggiano's - Northpark,dallas-texas,10,271,4.4,http://www.opentable.com/maggianos-northpark?scpref=110,(214) 360-0707,northpark.information@maggianos.com
Maggiano's - Willow Bend,dallas-texas,10,240,4.4,http://www.opentable.com/maggianos-willow-bend?scpref=110,(972) 781-0776,willowbend.information@Maggianos.com
Maguire's North Dallas,dallas-texas,10,166,4.4,http://www.opentable.com/maguires?scpref=110,(972) 818-0068,eatatmaguires@mindspring.com
The Mansion Restaurant at Rosewood Mansion on Turtle Creek,dallas-texas,10,137,4.5,http://www.opentable.com/the-mansion-restaurant-at-rosewood-mansion-on-turtle-creek?scpref=110,(214) 443-4747,mansion.restaurant@rosewoodhotels.com
Marquee Grill & Bar,dallas-texas,10,100,4.4,http://www.opentable.com/marquee-grill-and-bar?scpref=110,(214) 522-6035,reservations@marqueegrill.com
Maximo Cocina Mexicana,dallas-texas,2,45,4.3,http://www.opentable.com/maximo-cocina-mexicana?scpref=110,(972) 233-5656,maximo@maximodallas.com
Max's Wine Dive - Dallas,dallas-texas,8,299,3.9,http://www.opentable.com/maxs-wine-dive-dallas?scpref=110,(214) 559-3483,info@lascoenterprises.com
Meddlesome Moth,dallas-texas,10,183,4.2,http://www.opentable.com/meddlesome-moth?scpref=110,(214) 628-7900,manager@mothinthe.net
Medina Oven & Bar,dallas-texas,4,42,4.3,http://www.opentable.com/medina-oven-and-bar?scpref=110,(214) 979-0003,sam@medinadallas.com
The Melting Pot - Arlington TX,dallas-texas,8,123,4.6,http://www.opentable.com/the-melting-pot-arlington-tx?scpref=110,(817) 469-1444,meltingpotarlington@cadesta-qa.com
The Mercury,dallas-texas,10,117,4.3,http://www.opentable.com/the-mercury?scpref=110,(972) 960-7774,mercurygrill0560@mcrowd.com
Mercury Chophouse,dallas-texas,10,83,4.1,http://www.opentable.com/mercury-chophouse?scpref=110,(817) 336-4129,chophouse0875@mcrowd.com
Mercy Wine Bar,dallas-texas,5,75,4.1,http://www.opentable.com/mercy-wine-bar?scpref=110,(972) 702-9463,info@mercywinebar.com
Mesa Veracruz Coastal Cuisine,dallas-texas,5,59,4.5,http://www.opentable.com/mesa-veracruz-coastal-cuisine?scpref=110,(214) 941-4246,reyesraul1234@hotmail.com
Meso Maya - Downtown Dallas,dallas-texas,9,12,4.7,http://www.opentable.com/meso-maya-downtown-dallas?scpref=110,(214) 484-6555,""
Meso Maya - Preston Forest,dallas-texas,7,72,4.2,http://www.opentable.com/meso-maya-preston-forest?scpref=110,(469) 726-4390,info@mesomaya.com
Mi Piaci,dallas-texas,9,125,4.3,http://www.opentable.com/mi-piaci?scpref=110,(972) 934-8424,""
Michaels Cuisine,dallas-texas,4,20,4.1,http://www.opentable.com/michaels-cuisine?scpref=110,(817) 877-3413,reservations@michaelscuisine.com
"Mignon - Prime Steaks, Seafood and Cocktails",dallas-texas,10,95,4.5,http://www.opentable.com/mignon-prime-steaks-seafood-and-cocktails?scpref=110,(972) 943-3372,mignon@mignonplano.com
Misto Bistro,dallas-texas,2,16,3.9,http://www.opentable.com/misto-bistro?scpref=110,(972) 492-3933,info@misto-bistro.com
Momo's Pasta - Addison,dallas-texas,4,17,3.8,http://www.opentable.com/momos-pasta-addison?scpref=110,(214) 901-0877,ghomi1@aol.com
Momo's Pasta Dallas,dallas-texas,8,58,4.2,http://www.opentable.com/momos-pasta-dallas?scpref=110,(214) 521-3009,ghomi1@aol.com
Morton's The Steakhouse - Dallas,dallas-texas,10,123,4.4,http://www.opentable.com/mortons-the-steakhouse-dallas?scpref=110,(214) 741-2277,gm.mda@mortons.com
NAAN SUSHI JAPANESE RESTAURANT,dallas-texas,1,27,3.6,http://www.opentable.com/naan-sushi-japanese-restaurant?scpref=110,(972) 943-9288,""
NAAN Sushi Uptown,dallas-texas,0,44,3.5,http://www.opentable.com/naan-sushi-uptown?scpref=110,(214) 772-6399,bryan-naan@hotmail.com
Next Wood Fired Bistro & Vino Bar,dallas-texas,10,53,4.4,http://www.opentable.com/next-wood-fired-bistro-and-vino-bar?scpref=110,(682) 325-4046,Y2Kitchen@yahoo.com
Nick & Sam's,dallas-texas,10,318,4.5,http://www.opentable.com/nick-and-sams?scpref=110,(214) 871-7444,info@nick-sams.com
Nick & Sam's Grill - Park Cities,dallas-texas,10,76,3.7,http://www.opentable.com/nick-and-sams-grill-park-cities?scpref=110,(214) 379-1111,""
Nicola's Ristorante,dallas-texas,10,152,4.1,http://www.opentable.com/nicolas-ristorante-plano?scpref=110,(972) 608-4455,nicolascatering@ciemail.com
Nobu Dallas,dallas-texas,9,131,4.3,http://www.opentable.com/nobu-dallas?scpref=110,(214) 252-7000,dallas@noburestaurants.com
NOSH euro bistro,dallas-texas,10,158,4.0,http://www.opentable.com/nosh-euro-bistro?scpref=110,(214) 528-9400,nosheurobistro@yahoo.com
Nosh Euro Bistro-Plano,dallas-texas,4,106,4.0,http://www.opentable.com/nosh-euro-bistro-plano?scpref=110,(972) 612-3200,nosheurobistro@yahoo.com
Oak,dallas-texas,10,118,4.3,http://www.opentable.com/oak?scpref=110,(214) 712-9700,info@oakdallas.com
Ocean Prime - Dallas,dallas-texas,10,223,4.4,http://www.opentable.com/ocean-prime-dallas?scpref=110,(214) 965-0440,opdallas@cameronmitchell.com
Oceanaire Seafood Room - Dallas,dallas-texas,10,203,4.3,http://www.opentable.com/oceanaire-seafood-room-dallas?scpref=110,(972) 759-2277,oada@ldry.com
The Old Warsaw,dallas-texas,10,86,4.0,http://www.opentable.com/the-old-warsaw?scpref=110,(214) 528-0032,Theoldwarsaw@yahoo.com
Olenjack's Grille,dallas-texas,10,73,3.9,http://www.opentable.com/olenjacks-grille?scpref=110,(817) 226-2600,info@olenjacksgrille.com
One2One Restaurant & Bar,dallas-texas,10,92,3.9,http://www.opentable.com/one2one-restaurant-and-bar?scpref=110,(214) 618-2221,one@one2onerestaurant.com
Palm Restaurant - Dallas,dallas-texas,9,154,4.4,http://www.opentable.com/palm-restaurant-dallas?scpref=110,(214) 698-0470,twilbanks@thepalm.com
Palomino - Dallas,dallas-texas,10,104,4.2,http://www.opentable.com/palomino-dallas?scpref=110,(214) 999-1222,""
Pappas Bros. Steakhouse,dallas-texas,10,402,4.6,http://www.opentable.com/pappas-bros-steakhouse-dallas?scpref=110,(214) 366-2000,pappasbrosdallas@pappas.com
Park Tavern - Dallas,dallas-texas,4,38,3.9,http://www.opentable.com/park-tavern-dallas?scpref=110,(214) 446-0710,restaurant@parktaverndallas.com
Perry's Steakhouse & Grille - Uptown,dallas-texas,10,293,4.6,http://www.opentable.com/perrys-steakhouse-and-grille-uptown?scpref=110,(214) 855-5151,Dallas@perryssteakhouse.com
Piccolo Mondo,dallas-texas,4,71,4.3,http://www.opentable.com/piccolo-mondo?scpref=110,(817) 265-9174,antonio@piccolomondo.com
Place at Perry's,dallas-texas,9,82,4.3,http://www.opentable.com/place-at-perrys?scpref=110,(214) 871-9991,party@theplaceatperrys.com
Posado's - Plano,dallas-texas,0,12,4.0,http://www.opentable.com/posados-plano?scpref=110,(972) 509-4999,plano@posados.com
Primebar,dallas-texas,1,38,3.9,http://www.opentable.com/primebar?scpref=110,(214) 296-4437,primebardallas@gmail.com
Primo's Bar and Grill,dallas-texas,3,19,3.8,http://www.opentable.com/primos-bar-and-grill?scpref=110,(214) 220-0510,DallasPrimos@croinc.com
Private Social,dallas-texas,10,156,4.2,http://www.opentable.com/private-social?scpref=110,(214) 754-4744,info@privatesocial.com
Pyramid Restaurant and Bar,dallas-texas,3,24,4.3,http://www.opentable.com/pyramid-restaurant-and-bar?scpref=110,(214) 720-5249,""
Rafain Brazilian Steakhouse,dallas-texas,10,138,4.6,http://www.opentable.com/rafain-brazilian-steakhouse?scpref=110,(972) 733-1110,rafain@rafain.com
The Ranch at Las Colinas fka Cadillac Ranch Restaurant,dallas-texas,9,126,4.1,http://www.opentable.com/cadillac-ranch-restaurant?scpref=110,(972) 506-7262,CadillacRanch@fbrest.com
Randy's Steakhouse,dallas-texas,10,110,4.4,http://www.opentable.com/randys-steakhouse?scpref=110,(972) 335-3066,randy@randyssteakhouse.com
Rathbun's Blue Plate Kitchen,dallas-texas,10,115,4.2,http://www.opentable.com/rathbuns-blue-plate-kitchen?scpref=110,(214) 890-1103,dennise@kentrathbun.com
