Location Name,City,Review Count,Total Reviews,Rating,OT URL,Phone,Email
Mitchell's Fish Market - Brookfield,wisconsin,10,150,4.3,http://www.opentable.com/mitchells-fish-market-brookfield?scpref=110,(262) 789-2426,mfmbrookfield@mitchellsfishmarket.com
Molly Cool's Seafood Tavern,wisconsin,6,70,4.2,http://www.opentable.com/molly-cools-seafood-tavern-milwaukee?scpref=110,(414) 831-8862,info@mollycools.com
Mo's A Place for Steaks - Milwaukee,wisconsin,5,78,4.3,http://www.opentable.com/mos-a-place-for-steaks-milwaukee?scpref=110,(414) 272-0720,""
Motor at the Harley-Davidson Museum,wisconsin,1,15,4.1,http://www.opentable.com/motor-at-the-harley-davidson-museum?scpref=110,(414) 287-2778,""
Mr. B's - A Bartolotta Steakhouse,wisconsin,10,263,4.3,http://www.opentable.com/mr-bs-a-bartolotta-steakhouse?scpref=110,(262) 790-7005,info@mrbssteakhouse.com
nines at the River Club,wisconsin,10,72,4.2,http://www.opentable.com/nines-at-the-river-club?scpref=110,(262) 518-0129,""
North Star American Bistro-Brookfield,wisconsin,9,87,4.3,http://www.opentable.com/north-star-american-bistro-brookfield?scpref=110,(262) 754-1515,info@northstarbistro.com
North Star American Bistro-Shorewood,wisconsin,4,63,4.5,http://www.opentable.com/north-star-american-bistro-shorewood?scpref=110,(414) 964-4663,""
Nostrano,wisconsin,10,124,4.4,http://www.opentable.com/nostrano?scpref=110,(608) 395-3295,isabella@nostranomadison.com
NSB Bar and Grill,wisconsin,5,46,4.0,http://www.opentable.com/nsb-bar-and-grill?scpref=110,(414) 351-6100,""
Otto's Restaurant and Bar,wisconsin,10,126,4.6,http://www.opentable.com/ottos-restaurant-and-bar?scpref=110,(608) 274-4044,dine@ottosrestaurant.com
Picanha - The Brazilian Steakhouse,wisconsin,2,17,4.2,http://www.opentable.com/picanha-the-brazilian-steakhouse?scpref=110,(715) 514-4802,""
Pier 290,wisconsin,6,37,4.2,http://www.opentable.com/pier-290?scpref=110,(262) 245-2100,pier290@gagemarine.com
Red Circle Inn & Bistro,wisconsin,4,24,4.3,http://www.opentable.com/red-circle-inn-and-bistro?scpref=110,(262) 367-4883,redcircleinn@sbcglobal.net
Regatta 220,wisconsin,5,33,3.7,http://www.opentable.com/regatta-220?scpref=110,(920) 884-7888,""
Republic Chophouse,wisconsin,6,61,4.4,http://www.opentable.com/republic-chophouse?scpref=110,(920) 430-7900,steakandstyle@republicchophouse.com
Restaurant Muramoto,wisconsin,6,79,4.3,http://www.opentable.com/restaurant-muramoto?scpref=110,(608) 259-1040,restaurantmuramoto@gmail.com
Ristorante Bartolotta - Wauwatosa,wisconsin,10,183,4.5,http://www.opentable.com/ristorante-bartolotta-wauwatosa?scpref=110,(414) 771-7910,inforistorante@bartolottas.com
Ristoranté Brissago,wisconsin,10,74,4.4,http://www.opentable.com/ristorante-brissago?scpref=110,(262) 249-4788,KimBourdo@grandgeneva.com
Rock Bottom Brewery - Milwaukee,wisconsin,10,103,4.2,http://www.opentable.com/rock-bottom-brewery-milwaukee?scpref=110,(414) 276-3030,rb1068@cwrestaurants.com
Rumpus Room,wisconsin,10,239,4.0,http://www.opentable.com/rumpus-room?scpref=110,(414) 292-0100,info@rumpusroommke.com
Ruth's Chris Steak House - Middleton,wisconsin,6,48,4.3,http://www.opentable.com/ruths-chris-steak-house-middleton?scpref=110,(608) 828-7884,Madison@ruthschris.com
Ryan Braun's Graffito,wisconsin,10,207,4.1,http://www.opentable.com/ryan-brauns-graffito?scpref=110,(414) 727-2888,info@ryanbraunsgraffito.com
Seven Seas,wisconsin,2,37,4.4,http://www.opentable.com/seven-seas?scpref=110,(262) 367-3903,Ramona@weissgerbergroup.com
Smyth at The Iron Horse Hotel,wisconsin,5,101,4.1,http://www.opentable.com/smyth-in-the-iron-horse-hotel?scpref=110,(414) 831-4615,mtrolio@theironhorsehotel.com
Stubby's Pub & Grub,wisconsin,3,13,3.7,http://www.opentable.com/stubbys-pub-and-grub?scpref=110,(414) 763-8623,info@stubbyspubandgrub.com
Swig,wisconsin,5,47,4.2,http://www.opentable.com/swig?scpref=110,(414) 431-7944,info@swigmilwaukee.com
Theos Cream City Chop House,wisconsin,4,17,3.9,http://www.opentable.com/theos-cream-city-chop-house?scpref=110,(920) 922-8899,""
Timmer's Resort,wisconsin,7,44,3.9,http://www.opentable.com/timmers-resort?scpref=110,(262) 338-7710,info@timmersresort.net
Tulip Restaurant,wisconsin,7,74,4.3,http://www.opentable.com/tulip-restaurant?scpref=110,(414) 273-5252,info@tulipmilwaukee.com
Tutto,wisconsin,8,96,4.3,http://www.opentable.com/tutto?scpref=110,(414) 291-5600,info@tuttomilwaukee.com
Tutto Pasta State Street,wisconsin,5,42,3.8,http://www.opentable.com/tutto-pasta-state-street?scpref=110,(608) 294-1000,pastapassion305@gmail.com
Umami Moto Milwaukee,wisconsin,4,62,4.1,http://www.opentable.com/umami-moto?scpref=110,(414) 727-9333,umamimoto@gmail.com
Veranda Restaurant & Wine Bar,wisconsin,4,40,4.1,http://www.opentable.com/veranda-restaurant-and-wine-bar?scpref=110,(608) 661-4161,info@verandamadison.com
Villa Dolce,wisconsin,1,26,4.2,http://www.opentable.com/villa-dolce?scpref=110,(608) 833-0033,""
Vin Santo- Wisconsin,wisconsin,3,82,4.6,http://www.opentable.com/vin-santo-wisconsin?scpref=110,(608) 836-1880,clarissa@vinsanto.us
Ward's House of Prime,wisconsin,10,133,4.3,http://www.opentable.com/wards-house-of-prime?scpref=110,(414) 223-0135,info@wardshouseofprime.com
Wasabi Sushi & Lounge,wisconsin,7,37,4.0,http://www.opentable.com/wasabi-sushi-and-lounge?scpref=110,(262) 780-0011,wasabi.wi@gmail.com
Water Buffalo,wisconsin,0,17,4.2,http://www.opentable.com/water-buffalo?scpref=110,(414) 431-1133,info@waterbuffalomilwaukee.com
Weissgerber's Gasthaus,wisconsin,9,47,4.2,http://www.opentable.com/weissgerbers-gasthaus?scpref=110,(262) 544-4460,Gasthaus@weissgerbergroup.com
Wild Earth Cucina Italiana at Potawatomi Bingo Casino,wisconsin,10,72,3.7,http://www.opentable.com/wild-earth-cucina-italiana-at-potawatomi-bingo-casino?scpref=110,(414) 847-7626,wildearth@paysbig.com
Zaffiro's - Mequon,wisconsin,6,32,4.0,http://www.opentable.com/zaffiros-mequon?scpref=110,(262) 241-6185,northshorerestaurant@marcustheatres.com
Zaffiro's - New Berlin,wisconsin,8,77,4.3,http://www.opentable.com/zaffiros-new-berlin?scpref=110,(262) 797-8759,ridgerestaurant@marcustheatres.com
Zarletti,wisconsin,10,183,4.5,http://www.opentable.com/zarletti?scpref=110,(414) 225-0000,""
