name,url,rating,address,total reviews,cuisine,price,neighborhood,website,email,phone,review rating,review description,review dine date
Bluehour,http://www.opentable.com/bluehour?scpref=109&tab=2,4.3,"250 NW 13th Avenue Portland, OR  97209 ",225,Contemporary American,$31 to $50,Pearl District,http://www.bluehouronline.com,info@bluehouronline.com,(503) 226-3394,4.3 / 5,"The four of us had a great meal on a hot summer Friday night. The cheese starter was a good place to start. My buddy selected a nice red wine. We followed that with a nice appetizer. My Salmon entree was great. We ordered another excellent Red wine. Our wives were enjoying their meals. For dessert, I had the chocolate torte. Jeremy was our server and he did a good job. Extra plus that Bluehour is in the passport discount program.",07/20/2012
The Boulevard Grill,http://www.opentable.com/the-boulevard-grill?scpref=109&tab=2,3.8,"2123 Franklin Blvd Eugene, OR  97403 ",20,Steakhouse,$30 and under,Eugene,http://www.theboulevardeugene.com,BLVDcatering@inncline.com,(541) 686-2020,3.8 / 5,"Prime rib was good cut of meat. Cooked medium, not medium rare. Bread could use an upgrade. Would prefer that the butter was not in patties that you had to unwrap. House salad could use some croutons. Having said this, my wife and I had apleasant, relaxed meal that overall we enjoyed.",06/30/2012
Brasserie Montmartre,http://www.opentable.com/brasserie-montmartre?scpref=109&tab=2,4.1,"626 SW Park Ave Portland, OR  97205 ",187,French American,$30 and under,Downtown Portland - SW,http://www.brasserieportland.com/,info@brasserieportland.com,(503) 236-3036,4.1 / 5,"Great atmosphere and a solid croque-madame. Nice touches here and there that set it apart from the herd without coming across as trying too hard. Love the interior design, expansive, nice balance of space and number of tables, high ceilings. Prompt, unobtrusive service with good suggestions and stealthy speed. A great place to bring a client for lunch during the week or your friends for brunch. Do your best to avoid the temptation to cram fistfuls of frites in your mouth...good stuff!",07/17/2012
The Brickhouse - Bend,http://www.opentable.com/the-brickhouse-bend?scpref=109&tab=2,4.3,"803 SW Industrial Way Bend, OR  97702 ",34,Steakhouse,$30 and under,Bend,http://www.brickhouseco.com,Rlybeck@aol.com,(541) 728-0334,4.3 / 5,Excellent service and food with a comfortable surrounding,07/18/2012
The Brickhouse - Redmond,http://www.opentable.com/the-brickhouse-redmond?scpref=109&tab=2,4.4,"412 SW 6th St Redmond, OR  97756 ",23,Steakhouse,$30 and under,Bend,http://www.brickhouseco.com,brickhouse@bendbroadband.com,(541) 526-1782,4.5 / 5,"The food was outstanding - a little spendy, but well worth the price. Definitely need reservations. The noise level was very high, made it difficult to talk to the person sitting across the table from you.",07/18/2012
Brix Tavern,http://www.opentable.com/brix-tavern?scpref=109&tab=2,3.7,"1338 NW Hoyt St Portland, OR  97209 ",114,Comfort Food,$30 and under,Pearl District,http://www.brixtavern.com,customerservice@brixtavern.com,(503) 943-5995,3.7 / 5,"The prime rib was not as good this time as previous times. Love the ancho chili sauce. If they bottled it, I'd buy it. The gratin potatoes had a funny flavor. I wouldn't order it again. The beet salad is fabulous as are the rolls. The heath bar brownie is great.",07/13/2012
Broken Bread,http://www.opentable.com/broken-bread?scpref=109&tab=2,4.3,"1128 Edgewater St Northwest Salem, OR  97304 ",32,American,$30 and under,Salem,http://www.eatbrokenbread.com,info@eatbrokenbread.com,(503) 990-7117,4.3 / 5,The food was wonderful. The salad ingredients came in from the local farm that day. The soup was unusual yet wonderful. The duck and halibut were cooked to perfection. I will be going back.,07/06/2012
Cabezon Restaurant and Fish Market,http://www.opentable.com/cabezon-restaurant-and-fish-market?scpref=109&tab=2,4.4,"5200 NE Sacramento Portland, OR  97213 ",79,Seafood,$30 and under,Downtown Portland - NE,http://www.cabezonrestaurant.com/,farrelli68@hotmail.com,(503) 284-6617,4.3 / 5,All courses were excellent and a great value. Wonderful appetizers. The service was attentive and well timed.,07/14/2012
Cassidy's Restaurant & Bar,http://www.opentable.com/cassidys-restaurant-and-bar?scpref=109&tab=2,4.2,"1331 SW Washington St. Portland, OR  97205 ",10,American,$30 and under,Downtown,http://www.cassidysrestaurant.com,bix@cassidysrestaurant.com,(503) 223-0054,4.2 / 5,Our waitress was terrific ... we arrived early and they gladly seated us. The variety and the value of the menu was terrific! We really couldn't think of something to say that they could have improved upon. A fabulous dining experience with good friends.,07/06/2012
Castagna,http://www.opentable.com/castagna?scpref=109&tab=2,4.3,"1752 SE Hawthorne Blvd Portland, OR  97214 ",50,American,$50 and over,Downtown Portland - SE,http://www.castagnarestaurant.com/,monique@castagnarestaurant.com,(503) 231-7373,4.3 / 5,"Do not recommend: Cannot explain how it made Forbes top 100 list as the food is not worth the money nor deserving to be in same company as others on the list. Service was almost nonexistent and repeatedly had to ask the server for refills from water to cocktails. The server showed no interest in the menu and had to be prompted to describe specials and other menu items. The food, although different which is why we went, left us still hungry and bad taste in our mouths.",07/14/2012
Chart House Restaurant - Portland,http://www.opentable.com/chart-house-restaurant-portland?scpref=109&tab=2,4.2,"5700 SW Terwilliger Portland, OR  97239 ",333,Seafood,$31 to $50,Downtown,http://www.chart-house.com,chpo@ldry.com,(503) 246-6963,4.2 / 5,"I've only been a couple times but both have left me pleased with the experience. The combination of the view, the food, and the service, are just amazing.",07/20/2012
clarklewis,http://www.opentable.com/clarklewis?scpref=109&tab=2,4.1,"1001 SE Water Avenue Portland, OR  97214 ",233,Northwest,$31 to $50,Southeast Portland,http://www.clarklewispdx.com,info@clarklewispdx.com,(503) 235-2294,4.1 / 5,A high school friend and I had a great meal at clarklewis. Luckily we were in the back part so we could chat and catch up. Clarklewis is not a quiet place -- I think a train came by at one point. The good news is the food and service make up for it. I had a great meal with a nice red wine. My friend also enjoyed her meal. I ordered a nice dessert with a wine pairing. Our server was very helpful. It a bonus that clarklewis is in the passport discount program.,07/11/2012
Cocotte,http://www.opentable.com/cocotte?scpref=109&tab=2,4.4,"2930 NE Killingsworth Portland, OR  97211 ",108,French,$30 and under,Downtown Portland - NE,http://www.cocottepdx.com,info@cocottepdx.com,(503) 227-2669,4.4 / 5,"Fantastic Sturgeon, salad and cheese plate! Signature chicken was overcooked and somewhat dry but the Faro accompaniment was incredible. We'll be back-very nice for a casual dinner when you want terrific food with no fussiness.",07/20/2012
Coppia/Vino Paradiso,http://www.opentable.com/coppia-vino-paradiso?scpref=109&tab=2,4.1,"417 NW 10th Ave Portland, OR  97209 ",54,Italian,$31 to $50,Pearl District,http://www.CoppiaPortland.com,info@CoppiaPortland.com,(503) 295-9536,4.1 / 5,"Copia is a Gem. The restaurant was quiet, wine list moderately priced and nice selection. This was the best Trout I ever had.",07/11/2012
Daily Grill - Portland,http://www.opentable.com/daily-grill-portland?scpref=109&tab=2,4.0,"750 SW Alder St. Portland, OR  97205 ",28,Steak,$30 and under,Downtown,http://www.dailygrill.com,Portlanddg@thegrill.com,(503) 294-7001,4 / 5,Service was wonderful. Food was fine but nothing special.,06/17/2012
DaVinci Ristorante & Wine Bar,http://www.opentable.com/davinci-ristorante-and-wine-bar?scpref=109&tab=2,4.3,"180 High Street SE Salem, OR  50728 ",49,Italian,$30 and under,Salem,http://www.davincisofsalem.com,Davinci_ristorante1@msn.com,(503) 399-1413,4.3 / 5,"Great place overall food service, will be coming back soon",07/17/2012
Davis Street Tavern,http://www.opentable.com/davis-street-tavern?scpref=109&tab=2,4.0,"500 NW Davis Street Portland, OR  97209 ",72,Northwest,$30 and under,Downtown Portland - NW,http://www.davisstreettavern.com,mail@davisstreettavern.com,(503) 505-5050,4 / 5,My second meal there and I was not disappointed. The best restaurant I've been to in a long time!,07/09/2012
decarli,http://www.opentable.com/decarli?scpref=109&tab=2,4.4,"4545 SW Watson Ave Beaverton, OR  97005 ",140,Italian,$30 and under,Beaverton,http://www.decarlirestaurant.com,jana@decarlirestaurant.com,(503) 641-3223,4.4 / 5,I've had dinner at DeCarli's many times and always come away satisfied. Salmon dinner was excellent and just the right amount. I was dining with an old friend who I hadn't seen in a few years so we had a relaxing dinner getting caught up and the waiter did not rush us and let us enjoy the evening.,07/19/2012
Del Alma,http://www.opentable.com/del-alma?scpref=109&tab=2,4.6,"136 SW Washington Ave STE 102 Corvallis, OR  97333 ",67,Contemporary American,$31 to $50,Corvallis,http://www.delalmarestaurant.com,info@delalmarestaurant.com,(541) 753-2222,4.6 / 5,"Definitely one of the best restaurants in Corvallis and a good place to have an 'adult dinner' with partner or friends and an excellent spot for business dinners. Since the loss of the Gables, this is one of the few classy, quiet, reliable restaurants in Corvallis. Interesting spanish-tinged selections, artfully presented, friendly staff and a wine list featuring many Oregon wines and Spanish wines.",07/17/2012
del INTI Restaurant,http://www.opentable.com/del-inti-restaurant?scpref=109&tab=2,4.3,"2315 NE Alberta St Portland, OR  97211 ",28,Peruvian,$30 and under,Northeast Portland,http://www.delinti.com,erin@delinti.com,(503) 288-8191,4.2 / 5,"Del INTI is our favorite GO TO place when we want a pop of flavor and several small plates for variety. Every dish we have had here is amazing! The service is friendly, atmosphere is elegant yet comfortable, and we can open table so we never have to wait. We love their ceviche options, the octopus is heavenly, and the quinoa is a must have every time.",07/13/2012
Departure Restaurant and Lounge,http://www.opentable.com/departure-restaurant-and-lounge?scpref=109&tab=2,4.2,"525 SW Morrison Portland, OR  97204 ",226,Asian,$30 and under,Downtown,http://www.departureportland.com,info@departureportland.com,(503) 802-5370,4.2 / 5,THE SERVICE WAS EXCELLENT! I had a great time. Props the staff they did everything i aske for. never going to forget it!,07/19/2012
DOC,http://www.opentable.com/doc?scpref=109&tab=2,4.5,"5519 NE 30th Ave Portland, OR  97211 ",85,Italian,$31 to $50,Downtown Portland - NE,http://docpdx.com,doc@docpdx.com,(503) 946-8592,4.5 / 5,"Have had fabulous time here before with excellent servers....not the case this time. Food fantastic. Servers rushed, unfriendly, adequate.",07/18/2012
Dragonwell Bistro,http://www.opentable.com/dragonwell-bistro?scpref=109&tab=2,4.1,"735 Southwest 1st Avenue Portland, OR  97204 ",10,Chinese,$30 and under,Downtown Portland - SW,http://www.dragonwellbistro.com,info@dragonwellbistro.com,(503) 224-0800,4 / 5,Very well done. Excellent fish dishes and attention to detail. Hong Kong style Chinese food. Visited with Chinese relatives and we'll definitely go back. Parking can be a problem so plan ahead if you are driving and have a reservation.,07/08/2012
East India Co. Grill & Bar,http://www.opentable.com/east-india-co-grill-and-bar?scpref=109&tab=2,4.1,"821 SW 11th Ave Portland, OR  97205 ",63,Indian,$30 and under,Downtown Portland - SW,http://www.eastindiacopdx.com,info@eastindiacopdx.com,(503) 227-8815,4.1 / 5,"Food was delicious, ambiance was nice. I would highly recommend to anyone who loves Indian food.",07/17/2012
El Gaucho - Portland,http://www.opentable.com/el-gaucho-portland?scpref=109&tab=2,4.2,"319 SW Broadway Portland, OR  97205 ",61,Steak,$50 and over,Downtown Portland - SW,http://www.elgaucho.com,bcoleman@elgaucho.com,(503) 227-8794,4.2 / 5,unbelievably expensive! more expensive than a high end new york steakhouse. completely unjustified.,07/17/2012
Elevation,http://www.opentable.com/elevation?scpref=109&tab=2,4.4,"2555 NW Campus Village Way Bend, OR  97701 ",74,Northwest,$30 and under,Bend,http://www.elevationbend.com,info@elevationbend.com,(877) 541-2433,4.4 / 5,"This is a college teaching venue. Food was good as was the service. Need to understand that mistakes will be made as the students are learning proper service. The food showed no mistakes but not quite up to ""fine dining"" experience but is approaching that quality. The room is a bit of a multi-use room so ambiance is not wonderful. However, the venue was nice and the facility is new. Outdoor dining very nice if the weather permits. Beverage menu limited but good and diners can bring in their own wine. Expect a $10 corkage. All in all it was a nice experience and what made it all worthwhile was being able to interact with students learning the trade and being able to support their learning experience.",07/19/2012
Firehouse Restaurant,http://www.opentable.com/firehouse-restaurant?scpref=109&tab=2,4.3,"711 NE Dekum Street Portland, OR  97211 ",151,Italian,$30 and under,Downtown Portland - NE,http://www.firehousepdx.com,info@firehousepdx.com,(503) 954-1702,4.3 / 5,"Great restaurant, food right out of the wood fired oven, but out of hangar steak the night we visited, although disappointed the rest of the meal shined except for the pasta, the cavatelli were very tough and hard, but sauce was scrumptious as was the almond cake for dessert.",07/19/2012
Five-0-Three,http://www.opentable.com/five-0-three?scpref=109&tab=2,3.9,"21900 Willamette Dr West Linn, OR  97068 ",21,American,$30 and under,West Linn,http://www.restaurant503.com/,jmcewan@restaurant503.com,(503) 607-0960,3.9 / 5,"Terrible service. First time for 2 foodies used to traveling into PDX for great dinners. Only one other couple at 6:00 on a Thursday, waiter took our order and never visited us voluntarily again, even after dropping off steak (ordered medium rare, was almost raw in middle). Had to flag down to get steak recooked and again to request desert menu (waiter never returned to ask if we wanted desert or another cocktail)again to request salt. Food here is well prepared but pricely so I expect to be waited on and this was a dissappointmen; we will not return",07/12/2012
Fivespice Seafood & Wine Bar,http://www.opentable.com/fivespice-seafood-and-wine-bar?scpref=109&tab=2,4.0,"315 First Street Suite 201 Lake Oswego, OR  97034",144,Seafood,$30 and under,Lake Oswego,http://www.fivespicerestaurant.com/,fivespice.restaurant@gmail.com,(503) 697-8889,4 / 5,"eVerything about Fivespice exudes YOU - they want YOU to enjoy, partake, request, and come back. Love this place and will definitely go back again and again.",07/19/2012
Flatbread Community Oven - Bend,http://www.opentable.com/flatbread-community-oven-bend?scpref=109&tab=2,4.4,"375 SW Powerhouse Drive STE 130 Bend, OR  97702",7,Pizzeria,$30 and under,Bend,http://www.flatbreadpizza.com,bend@flatbreadpizza.com,(541) 728-0600,4.4 / 5,The staff at Flatbread couldn't have been more accommodating. We were seated in a back room to avoid most of the noise in the main dining area and the reasonably loud music that plays constantly in the background. The food was very good -- we had a great pizza that is one of the 5 Naples-certified. The crust was chewy and the toppings fresh. I would definitely return if I'm in the area.,06/17/2012
Fratelli Ristorante & Bar,http://www.opentable.com/fratelli-ristorante-and-bar?scpref=109&tab=2,4.2,"1230 NW Hoyt Street Portland, OR  97209 ",85,Italian,$30 and under,Pearl District,http://fratelliportland.com,fratelli@fratelliportland.com,(503) 241-8800,4.2 / 5,"Consistently one of the very best in the Pearl, or even in Portland!",07/18/2012
Genoa Restaurant,http://www.opentable.com/genoa-restaurant?scpref=109&tab=2,4.7,"2832 SE Belmont S Portland, OR  97214 ",89,Italian,$50 and over,Southeast Portland,http://www.genoarestaurant.com,info@genoarestaurant.com,(503) 238-1464,4.7 / 5,"The reopened Genoa is just as good as ever. The food is fabulous, the service quietly elegant, and the decor simple but also elegant.",07/18/2012
Gilda's Italian Restaurant,http://www.opentable.com/gildas-italian-restaurant?scpref=109&tab=2,4.5,"1601 SW Morrison St Portland, OR  97205 ",90,Italian,$30 and under,Downtown Portland - SW,http://www.gildasitalianrestaurant.com,gildasitalianrestaurant@gmail.com,(503) 224-0051,4.5 / 5,"Gilda's is one of the best Italian restaurants in Portland...while the service can be a little too slow, it is usually worth the wait for any of Marco's pasta dishes.",07/21/2012
Gilt Club,http://www.opentable.com/gilt-club?scpref=109&tab=2,3.9,"306 NW Broadway Portland, OR  97209 ",100,American,$30 and under,Downtown Portland - NW,http://www.giltclub.com,info@giltclub.com,(503) 222-4458,3.9 / 5,The food was very good. The service was outstanding.will return.,07/13/2012
Gracie's,http://www.opentable.com/gracies-portland?scpref=109&tab=2,4.2,"729 SW 15th Avenue Portland, OR  97205 ",189,Northwest,$30 and under,Downtown,http://www.graciesdining.com/,tim@hoteldeluxe.com,(503) 222-2171,4.2 / 5,we actually frequent gracies fairly often and have not been disappointed ever. the food and service are always excellent.,07/18/2012
The Grant House,http://www.opentable.com/the-grant-house?scpref=109&tab=2,4.0,"1101 Officers Row Vancouver, WA  98661 ",156,Contemporary American,$30 and under,"Vancouver, WA",http://www.TheGrantHouse.us,suzy@thegranthouse.us,(360) 906-1101,4 / 5,"Historic setting and great food, what more could you ask?",07/20/2012
Greg's Grill,http://www.opentable.com/gregs-grill?scpref=109&tab=2,4.2,"395 SW Powerhouse Drive Bend, OR  97702 ",65,Contemporary American,$30 and under,Bend,http://www.gregsgrill.com,groupsatgregs@rdcamerica.com,(541) 382-2200,4.1 / 5,My wife and I love the ambiance at Gregg's,07/17/2012
Gruner,http://www.opentable.com/gruner?scpref=109&tab=2,4.3,"527 SW 12th Ave Portland, OR  97205 ",169,German,$31 to $50,Downtown,http://www.grunerpdx.com,inquiries@grunerpdx.com,(503) 241-7163,4.3 / 5,"Usually think of Gruner as excellent- close to dB Bistro in NY, but this visit was a little disappointing- but still very very good.",07/18/2012
