Location Name,City,Review Count,Total Reviews,Rating,OT URL,Phone,Email
Central Bistro and Bar,denver-colorado,4,75,4.3,http://www.opentable.com/central-bistro-and-bar?scpref=110,(303) 477-4582,hello@centralbistrobar.com
The Chalet - Marys Lake Lodge,denver-colorado,4,24,3.4,http://www.opentable.com/the-chalet-marys-lake-lodge?scpref=110,(970) 586-5958,satchison@maryslakelodge.com
Charcoal Restaurant,denver-colorado,10,295,4.2,http://www.opentable.com/charcoal-restaurant?scpref=110,(303) 454-0000,43wrestaurant@gmail.com
Charles Court - The Broadmoor,denver-colorado,6,29,4.3,http://www.opentable.com/charles-court-the-broadmoor?scpref=110,(866) 381-8432,mwest@broadmoor.com
Chart House Restaurant - Golden,denver-colorado,10,161,4.1,http://www.opentable.com/chart-house-restaurant-golden?scpref=110,(303) 526-9813,chgn@ldry.com
Cheeky Monk Belgian Beer Cafe,denver-colorado,3,13,4.0,http://www.opentable.com/cheeky-monk-belgian-beer-cafe?scpref=110,(303) 450-0789,getcheeky@thecheekymonk.com
Chefs Club by Food & Wine - St. Regis Aspen,denver-colorado,9,34,4.5,http://www.opentable.com/chefs-club-by-food-and-wine-st-regis-aspen?scpref=110,(970) 429-9581,Aspen.Outlets@stregis.com
Chianti Ristorante,denver-colorado,10,114,4.4,http://www.opentable.com/chianti-ristorante?scpref=110,(303) 796-0611,veniceristorante@hotmail.com
Chimney Park,denver-colorado,10,83,4.8,http://www.opentable.com/chimney-park?scpref=110,(970) 686-1477,info@chimneypark.com
Chinook Tavern - Denver Tech Center,denver-colorado,10,173,4.3,http://www.opentable.com/chinook-tavern-denver-tech-center?scpref=110,(720) 266-6000,clemens@chinookdenver.com
ChoLon Bistro,denver-colorado,10,328,4.3,http://www.opentable.com/cholon-bistro?scpref=110,(303) 353-5223,info@ChoLon.com
Cima (formerly known as Restaurant Avondale),denver-colorado,1,27,3.9,http://www.opentable.com/cima-formerly-known-as-restaurant-avondale?scpref=110,(970) 790-5500,""
Citron Bistro,denver-colorado,10,106,4.0,http://www.opentable.com/citron-bistro?scpref=110,(303) 771-5800,george@citronbistro.com
Cliff House at Pikes Peak,denver-colorado,10,76,4.5,http://www.opentable.com/cliff-house-at-pikes-peak?scpref=110,(719) 785-2415,info@thecliffhouse.com
Colorado Mountain Brewery,denver-colorado,2,22,3.9,http://www.opentable.com/colorado-mountain-brewery?scpref=110,(719) 434-5750,""
Colorado Mountain Brewery at the Roundhouse,denver-colorado,6,26,4.0,http://www.opentable.com/colorado-mountain-brewery-at-the-roundhouse?scpref=110,(719) 466-8240,""
Colore Italian Restaurant & Pizzeria,denver-colorado,2,25,4.2,http://www.opentable.com/colore-italian-restaurant-and-pizzeria?scpref=110,(303) 761-4332,chris@coloreitalian.com
Colt & Gray,denver-colorado,10,164,4.3,http://www.opentable.com/colt-and-gray?scpref=110,(303) 477-1447,""
Colterra,denver-colorado,10,232,4.5,http://www.opentable.com/colterra?scpref=110,(303) 652-0777,gm@colterra.com
Coohills,denver-colorado,10,95,4.5,http://www.opentable.com/coohills?scpref=110,(303) 623-5700,coohills@coohills.com
Cool River Cafe - Denver,denver-colorado,10,132,4.1,http://www.opentable.com/cool-river-cafe-denver?scpref=110,(303) 771-4117,denvergm@coolrivercafe.com
Coral Room Highlands,denver-colorado,4,38,3.9,http://www.opentable.com/coral-room-highlands?scpref=110,(303) 433-2535,john@coralroom.com
The Corner Office Restaurant and Martini Bar Denver,denver-colorado,10,201,3.8,http://www.opentable.com/the-corner-office-restaurant-and-martini-bar?scpref=110,(303) 825-6500,reservations@thecornerofficedenver.com
Corridor 44,denver-colorado,5,35,4.3,http://www.opentable.com/corridor-44?scpref=110,(303) 893-0044,brian@corridor44.com
Cosmo Bar & Dining,denver-colorado,5,42,4.7,http://www.opentable.com/cosmo-bar-and-dining?scpref=110,(970) 259-2898,reservations@cosmodurango.com
Cosmopolitan - Telluride,denver-colorado,10,75,4.6,http://www.opentable.com/cosmopolitan-telluride?scpref=110,(970) 728-1292,reservations@cosmotelluride.com
Craftwood Inn,denver-colorado,10,93,4.4,http://www.opentable.com/craftwood-inn?scpref=110,(719) 685-9000,rewards@craftwood.com
Crave Dessert Bar and Lounge,denver-colorado,2,12,3.5,http://www.opentable.com/crave-dessert-bar-and-lounge?scpref=110,(303) 586-4199,generalmanager@cravedenver.com
Cucina Colore,denver-colorado,6,116,4.1,http://www.opentable.com/cucina-colore?scpref=110,(303) 393-6917,cucinacolore@comcast.net
Dagabi Cucina,denver-colorado,5,62,4.4,http://www.opentable.com/dagabi-cucina?scpref=110,(303) 786-9004,info@dagabicucina.com
Del Frisco's Double Eagle Steakhouse - Denver,denver-colorado,10,338,4.4,http://www.opentable.com/del-friscos-double-eagle-steakhouse-denver?scpref=110,(303) 796-0100,delfriscos.denver@dfrg.com
Delizios,denver-colorado,4,29,3.9,http://www.opentable.com/delizios?scpref=110,(720) 897-6550,info@delizios.com
Deluxe,denver-colorado,5,70,4.0,http://www.opentable.com/deluxe?scpref=110,(303) 722-1550,info@deluxedenver.com
Delvickio's - Broomfield,denver-colorado,0,22,3.9,http://www.opentable.com/delvickios-broomfield?scpref=110,(303) 466-5333,ikegonzalez@delvickios.com
Deno's Mountain Bistro,denver-colorado,9,22,4.0,http://www.opentable.com/denos-mountain-bistro?scpref=110,(970) 726-5332,nick@denoswp.com
Denver Chophouse,denver-colorado,10,285,4.3,http://www.opentable.com/denver-chophouse?scpref=110,(303) 296-0800,denver@chophouse.com
Denver Tea Room,denver-colorado,5,29,4.6,http://www.opentable.com/denver-tea-room?scpref=110,(303) 321-2236,info@thedenvertearoom.com
Der Fondue Chessel,denver-colorado,10,38,3.6,http://www.opentable.com/der-fondue-chessel?scpref=110,(970) 496-4386,skeeter@vailresorts.com
Diegos Mexican Food & Cantina,denver-colorado,2,19,3.8,http://www.opentable.com/diegos-mexican-food-and-cantina?scpref=110,(303) 343-4671,diegosdenver@twitter.com
dish restaurant,denver-colorado,3,27,4.3,http://www.opentable.com/dish-restaurant?scpref=110,(970) 926-3433,info@eatdrinkdish.com
django's Restaurant & Wine Bar,denver-colorado,6,25,4.8,http://www.opentable.com/djangos-restaurant-and-wine-bar?scpref=110,(970) 349-7574,reservations@djangos.us
The Dredge Restaurant,denver-colorado,4,23,3.6,http://www.opentable.com/the-dredge-restaurant?scpref=110,(970) 453-4877,stevenrockne@hotmail.com
The Dunraven Inn,denver-colorado,9,105,4.3,http://www.opentable.com/the-dunraven-inn?scpref=110,(303) 586-6409,akmorgan27@hotmail.com
Duo Restaurant,denver-colorado,10,259,4.3,http://www.opentable.com/duo-restaurant?scpref=110,(303) 477-4141,stephanie@duodenver.com
Dusty Boot - Aurora,denver-colorado,8,38,3.9,http://www.opentable.com/dusty-boot-aurora?scpref=110,(303) 565-4200,dbolders@dustyboot.com
Dusty Boot - Greenwood Village,denver-colorado,0,11,3.9,http://www.opentable.com/dusty-boot-greenwood-village?scpref=110,(303) 565-4785,dbolders@dustyboot.com
d'Vine Bistro,denver-colorado,2,18,4.4,http://www.opentable.com/dvine-bistro?scpref=110,(970) 472-9999,dvinebistro@gmail.com
Earls - Cherry Creek,denver-colorado,7,46,3.8,http://www.opentable.com/earls-denver?scpref=110,(303) 320-3275,echerrycreek@earls.ca
Earls Downtown Denver,denver-colorado,6,68,4.2,http://www.opentable.com/earls-downtown?scpref=110,(303) 595-3275,eglenarm@earls.ca
Earls Restaurant - Park Meadows,denver-colorado,1,50,4.0,http://www.opentable.com/earls-restaurant-park-meadows?scpref=110,(303) 792-3275,earlsparkmeadows@earls.ca
East by Southwest,denver-colorado,10,60,4.4,http://www.opentable.com/east-by-southwest?scpref=110,(970) 247-5533,exsw@durango.net
EDGE Restaurant & Bar at Four Seasons Hotel Denver,denver-colorado,10,158,4.3,http://www.opentable.com/edge-restaurant-and-bar-at-four-seasons-hotel-denver?scpref=110,(303) 389-3343,matt.barber@fourseasons.com
EightK at Viceroy Snowmass,denver-colorado,6,15,4.1,http://www.opentable.com/eightk-at-viceroy-snowmass?scpref=110,(970) 923-8008,thomas.rekasis@viceroysnowmass.com
El Diablo,denver-colorado,6,63,4.0,http://www.opentable.com/el-diablo?scpref=110,(303) 954-0324,lauli@eldiablorestaurant.com
El Monte Grill - Fort Collins,denver-colorado,10,30,4.2,http://www.opentable.com/el-monte-grill?scpref=110,(970) 372-1869,Sarah@elmontegrill.com
Element 47,denver-colorado,9,15,4.0,http://www.opentable.com/element-47?scpref=110,(970) 920-6313,element47@thelittlenell.com
Elevation Restaurant,denver-colorado,5,23,4.2,http://www.opentable.com/elevation-restaurant?scpref=110,(970) 544-5166,""
Ellina Restaurant and Bar,denver-colorado,4,13,4.7,http://www.opentable.com/ellina-restaurant-and-bar?scpref=110,(970) 925-2976,info@ellinaaspen.com
Ellyngton's at the Brown Palace,denver-colorado,10,75,4.5,http://www.opentable.com/ellyngtons-at-the-brown-palace?scpref=110,(303) 297-3111,ellyngtons@brownpalace.com
Elway's Cherry Creek,denver-colorado,10,383,4.3,http://www.opentable.com/elways-cherry-creek?scpref=110,(303) 399-5353,info@elways.com
ELWAY'S Downtown,denver-colorado,10,259,4.3,http://www.opentable.com/elways-downtown?scpref=110,(303) 312-3107,Samantha.S.Lee@ritzcarlton.com
Elway's Vail,denver-colorado,10,63,4.1,http://www.opentable.com/elways-vail?scpref=110,(970) 754-7818,vail@elways.com
Ember,denver-colorado,10,90,4.4,http://www.opentable.com/ember?scpref=110,(970) 547-9595,info@emberbreck.com
The Empire Lounge and Restaurant,denver-colorado,4,30,4.3,http://www.opentable.com/the-empire-lounge-and-restaurant?scpref=110,(303) 665-2521,lexi@theempirerestaurant.com
Euclid Hall,denver-colorado,3,32,4.1,http://www.opentable.com/euclid-hall?scpref=110,(303) 595-4255,info@euclidhall.com
Famous Steakhouse,denver-colorado,5,37,4.1,http://www.opentable.com/famous-steakhouse?scpref=110,(719) 227-7333,famoussteakhouse@gmail.com
Farro Italian Restaurant,denver-colorado,10,95,4.3,http://www.opentable.com/farro-italian-restaurant?scpref=110,(303) 694-5432,farrorestaurant@gmail.com
Fired Up,denver-colorado,3,31,3.9,http://www.opentable.com/fired-up?scpref=110,(303) 825-1995,inquiries@gtfiredup.com
Firenze a Tavola,denver-colorado,7,62,4.6,http://www.opentable.com/firenze-a-tavola?scpref=110,(303) 561-0234 x2,info@parisidenver.com
Flagstaff House,denver-colorado,10,195,4.7,http://www.opentable.com/flagstaff-house?scpref=110,(303) 442-4640,""
Flame Restaurant,denver-colorado,6,26,4.0,http://www.opentable.com/flame-restaurant?scpref=110,(970) 477-8650,flame.restaurant@fourseasons.com
Flatiron's,denver-colorado,6,42,3.6,http://www.opentable.com/flatirons?scpref=110,(719) 576-2540,flatirons@conceptrestaurants.net
Flatz,denver-colorado,4,14,4.4,http://www.opentable.com/flatz?scpref=110,(720) 587-3025,ryan.macisaac@whitelodging.com
Fleming's Prime Steakhouse & Wine Bar - Denver,denver-colorado,7,90,4.5,http://www.opentable.com/flemings-prime-steakhouse-and-wine-bar-denver?scpref=110,(303) 768-0827,denver@flemingssteakhouse.com
The Fort,denver-colorado,10,307,4.4,http://www.opentable.com/the-fort?scpref=110,(303) 697-4771,fortmail@thefort.com
Frasca Food and Wine,denver-colorado,10,183,4.6,http://www.opentable.com/frasca-food-and-wine?scpref=110,(303) 442-6966,info@frascafoodandwine.com
Fresh Fish Co.,denver-colorado,10,277,4.0,http://www.opentable.com/fresh-fish-co?scpref=110,(303) 740-9556,fishco@thefreshfishco.com
Freshcraft,denver-colorado,7,69,4.0,http://www.opentable.com/freshcraft?scpref=110,(303) 758-9608,jason.forgy@freshcraft.com
Fruition Restaurant,denver-colorado,10,369,4.7,http://www.opentable.com/fruition-restaurant?scpref=110,(303) 831-1992,info@fruitionrestaurant.com
Fuel Cafe,denver-colorado,5,99,4.4,http://www.opentable.com/fuel-cafe?scpref=110,(303) 296-4642,bob@fuelcafedenver.com
Fujiyama Sushi and Hibachi,denver-colorado,8,32,4.1,http://www.opentable.com/fujiyama-sushi-and-hibachi?scpref=110,(303) 470-1888,purdueal@hotmail.com
Gabriel's Restaurant,denver-colorado,10,155,4.4,http://www.opentable.com/gabriels-restaurant?scpref=110,(303) 688-2323,feedback@GabrielsDenver.com
Gaetano's,denver-colorado,10,78,3.8,http://www.opentable.com/gaetanos-denver?scpref=110,(303) 455-9852,gaetanositalian@gmail.com
Gaia Bistro,denver-colorado,2,18,4.3,http://www.opentable.com/gaia-bistro?scpref=110,(303) 777-5699,jon@gaiabistro.com
Game Creek Restaurant,denver-colorado,9,20,4.8,http://www.opentable.com/game-creek-restaurant?scpref=110,(970) 754-4275,jmejia@vailresorts.com
The Garden,denver-colorado,3,23,4.0,http://www.opentable.com/the-garden?scpref=110,(303) 321-5231,aleece@thegarden-parkhill.com
Garden Terrace at The Inverness Hotel,denver-colorado,10,54,4.1,http://www.opentable.com/garden-terrace-at-the-inverness-hotel?scpref=110,(303) 397-7105,ereynolds@destinationhotels.com
Ghost Plate and Tap,denver-colorado,4,25,3.7,http://www.opentable.com/ghost-plate-and-tap?scpref=110,(303) 297-1738,george@ghostdenver.com
Gisella,denver-colorado,7,22,4.4,http://www.opentable.com/gisella?scpref=110,(970) 925-8222,gisellaaspen@gmail.com
Grappa Bistro,denver-colorado,3,27,3.8,http://www.opentable.com/grappa-bistro?scpref=110,(303) 273-8882,ricardotondowski@yahoo.com
Great Northern,denver-colorado,10,86,3.9,http://www.opentable.com/great-northern?scpref=110,(303) 770-4741,philcahill@ecentral.com
Green Russell,denver-colorado,10,129,4.3,http://www.opentable.com/green-russell?scpref=110,(303) 893-6505,info@greenrussell.com
"Greenbriar Inn, The",denver-colorado,10,189,4.5,http://www.opentable.com/greenbriar-inn-the?scpref=110,(303) 440-7979,gbi@greenbriarinn.com
Grouse Mountain Grill,denver-colorado,10,92,4.7,http://www.opentable.com/grouse-mountain-grill?scpref=110,(970) 949-0600 x1,info@grousemountaingrill.com
Gumbos,denver-colorado,7,65,4.0,http://www.opentable.com/gumbos-denver?scpref=110,(720) 266-5300,gumbosdenverco@gmail.com
Hapa Sushi Grill & Sake Bar - Cherry Creek,denver-colorado,4,74,4.0,http://www.opentable.com/hapa-sushi-grill-and-sake-bar-cherry-creek?scpref=110,(303) 322-9554,cherrycreek@hapasushi.com
Hapa Sushi Grill & Sake Bar - Landmark in Greenwood Village,denver-colorado,8,81,4.3,http://www.opentable.com/hapa-sushi-grill-and-sake-bar-landmark-in?scpref=110,(303) 267-8744,landmark@hapasushi.com
Hapa Sushi Grill & Sake Bar - Pearl St. Boulder,denver-colorado,4,47,4.0,http://www.opentable.com/hapa-sushi-grill-and-sake-bar-pearl-st-boulder?scpref=110,(303) 473-4730,""
Hapa Sushi Grill and Sake Bar Lodo,denver-colorado,6,102,4.5,http://www.opentable.com/hapa-sushi-grill-and-sake-bar-lodo?scpref=110,(720) 354-5058,lodo@hapasushi.com
Harold's and The Bayonet Room,denver-colorado,1,19,3.7,http://www.opentable.com/harolds-and-the-bayonet-room?scpref=110,(303) 774-7399,noah_heaney@prattprop.com
Harwigs,denver-colorado,3,11,4.3,http://www.opentable.com/harwigs?scpref=110,(970) 879-1919,""
