Location Name,City,Review Count,Total Reviews,Rating,OT URL,Phone,Email
Angelique Euro Cafe,miami,9,54,4.1,http://www.opentable.com/angelique-euro-cafe?scpref=110,(305) 529-9922,info@angeliqueeurocafe.com
Angelo's Station House Grill,miami,9,16,4.1,http://www.opentable.com/angelos-station-house-grill?scpref=110,(754) 227-5961,info@angelosstationhouse.com
Anglins Beach Cafe,miami,1,16,3.9,http://www.opentable.com/anglins-beach-cafe?scpref=110,(954) 491-6007,""
Area 31 - Epic Hotel,miami,4,163,4.1,http://www.opentable.com/area-31-epic-hotel?scpref=110,(305) 424-5234,megan.ratti@area31restaurant.com
Area Code 55,miami,5,29,4.3,http://www.opentable.com/area-code-55?scpref=110,(305) 947-6202,nmb@areacode55.com
Arturo's Ristorante,miami,8,53,4.3,http://www.opentable.com/arturos-ristorante?scpref=110,(561) 997-7373,rosariacg@aol.com
Asia Bay Sushi Bar & Thai,miami,7,56,4.0,http://www.opentable.com/asia-bay-sushi-bar-and-thai?scpref=110,(954) 848-9900,info@asiabayrestaurants.com
Asia de Cuba at Mondrian South Beach,miami,10,42,3.9,http://www.opentable.com/asia-de-cuba-at-mondrian-south-beach?scpref=110,(305) 514-1940,AsiadeCubaSobe.Reservations@morganshotelgroup.com
The Atlantic Grille - The Seagate Hotel & Spa,miami,10,65,4.1,http://www.opentable.com/the-atlantic-grille-the-seagate-hotel-and-spa?scpref=110,(561) 665-4900,maloisi@theatlanticgrille.com
Atrio Restaurant,miami,6,56,4.3,http://www.opentable.com/atrio-restaurant?scpref=110,(305) 503-6529,conrad.tidswell@conradhotels.com
Azul - Mandarin Oriental Miami,miami,5,70,4.4,http://www.opentable.com/azul-mandarin-oriental-miami?scpref=110,(305) 913-8358,momia-restaurants@mohg.com
B.B. King's Blues Club - West Palm Beach,miami,10,109,4.0,http://www.opentable.com/bb-kings-blues-club-west-palm-beach?scpref=110,(561) 420-8600,info@bbkingclubs.com
Baires Grill,miami,5,56,4.3,http://www.opentable.com/baires-grill?scpref=110,(305) 538-1116,info@bairesgrill.com
Baoli - Vita Restaurant and Lounge,miami,6,71,4.2,http://www.opentable.com/baoli-vita-restaurant-and-lounge?scpref=110,(305) 674-8822 x1,vita@vita-miami.com
Barton G. The Restaurant,miami,10,82,4.3,http://www.opentable.com/barton-g-the-restaurant?scpref=110,(305) 672-8881,raymond@bartong.com
The Bazaar by José Andrés at SLS Hotel South Beach,miami,10,219,4.3,http://www.opentable.com/the-bazaar-by-jose-andres-at-sls-hotel-south-beach?scpref=110,(305) 455-2999,bazaarsouthbeach@sbe.com
Benihana - Coral Gables,miami,7,71,3.9,http://www.opentable.com/benihana-coral-gables?scpref=110,(305) 567-2000,coralgables@benihana.com
Benihana - Coral Springs,miami,10,58,4.1,http://www.opentable.com/benihana-coral-springs?scpref=110,(954) 341-9622,coralsprings@benihana.com
Benihana - Fort Lauderdale,miami,10,119,4.1,http://www.opentable.com/benihana-fort-lauderdale?scpref=110,(954) 776-0111,ftlauderdale@benihana.com
Benihana - Miami Beach,miami,3,84,4.1,http://www.opentable.com/benihana-miami-beach?scpref=110,(305) 866-2768,miamibeach@benihana.com
Benihana - Miramar,miami,10,107,4.2,http://www.opentable.com/benihana-miramar?scpref=110,(954) 342-2892,miramar@benihana.com
Benihana - Stuart,miami,8,74,4.3,http://www.opentable.com/benihana-stuart?scpref=110,(772) 286-0740,stuart@benihana.com
Bianca,miami,4,61,3.8,http://www.opentable.com/bianca?scpref=110,(305) 674-5752,biancavip@lightmia.com
Bice - Palm Beach,miami,0,16,4.2,http://www.opentable.com/bice-palm-beach?scpref=110,(561) 835-1600,""
Big City Tavern - Las Olas,miami,10,86,4.0,http://www.opentable.com/big-city-tavern-las-olas?scpref=110,(954) 727-0307,Harmony@bigcitylasolas.com
Biltmore Brunch,miami,10,79,4.6,http://www.opentable.com/biltmore-brunch?scpref=110,(305) 913-3200,""
Bimini Boatyard,miami,9,88,3.8,http://www.opentable.com/bimini-boatyard?scpref=110,(954) 525-7400,info@biminiboatyard.com
Bimini Twist,miami,10,233,4.5,http://www.opentable.com/bimini-twist?scpref=110,(561) 784-2660,""
Bin 595,miami,1,17,4.1,http://www.opentable.com/bin-595?scpref=110,(954) 472-2252,christopher.gould@renaissanceplantation.com
Bin No. 18,miami,2,23,4.3,http://www.opentable.com/bin-no-18?scpref=110,(786) 235-7575,binno18@gmail.com
Bistro,miami,7,19,4.3,http://www.opentable.com/bistro?scpref=110,(561) 744-5054,thebistrojupiter@gmail.com
Bistro 1902,miami,3,61,3.8,http://www.opentable.com/bistro-1902?scpref=110,(954) 689-2229,Bistro1902@gmail.com
Bistro 241,miami,10,38,4.2,http://www.opentable.com/bistro-241?scpref=110,(561) 330-4080,""
Bistro Mezzaluna,miami,10,101,4.2,http://www.opentable.com/bistro-mezzaluna?scpref=110,(954) 522-9191,dine@bistromezzaluna.com
Bistro One LR - Ritz-Carlton - South Beach,miami,2,20,3.9,http://www.opentable.com/bistro-one-lr-ritz-carlton-south-beach?scpref=110,(786) 276-4000 x4329,Natalia.Litardo@ritzcarlton.com
Bistro Provence - Boca Raton,miami,8,23,3.9,http://www.opentable.com/bistro-provence-boca-raton?scpref=110,(561) 368-2340,info@bistroprovence.com
Bistro Ten Zero One - Marriott Palm Beach,miami,6,32,4.0,http://www.opentable.com/bistro-ten-zero-one-marriott-palm-beach?scpref=110,(561) 833-1234,norman.cooley@marriott.com
Bloom Restaurant,miami,1,78,4.2,http://www.opentable.com/bloom-restaurant?scpref=110,(305) 576-5443,events@bloomwynwood.com
BLT Steak Miami,miami,10,155,4.2,http://www.opentable.com/blt-steak-miami?scpref=110,(305) 673-0044,info@bltsteakmiami.com
blu,miami,2,16,3.9,http://www.opentable.com/blu-hallandale-beach?scpref=110,(954) 744-4398,info@blusushi.com
Blue Moon Fish Co.,miami,9,328,4.4,http://www.opentable.com/blue-moon-fish-co?scpref=110,(954) 267-9888,lisa@bluemoonfishco.com
Bluepoint-Hollywood,miami,3,24,3.4,http://www.opentable.com/bluepoint-hollywood?scpref=110,(954) 327-8911,hollywood@restaurants-america.com
Bogart's Bar & Grille,miami,10,75,3.5,http://www.opentable.com/bogarts-bar-and-grille?scpref=110,(561) 395-4695,darien@rapoportsrg.com
Boheme Bistro,miami,7,18,3.8,http://www.opentable.com/boheme-bistro?scpref=110,(561) 278-4899,tonyboueri@bellsouth.net
Bond St. - Miami,miami,3,20,4.4,http://www.opentable.com/bond-st?scpref=110,(305) 398-1806,bondst@townhousehotel.com
Bongo's Cuban Cafe - Miami,miami,4,23,3.5,http://www.opentable.com/bongos-cuban-cafe-miami?scpref=110,(786) 777-2100,""
Bouillabaisse,miami,4,23,4.3,http://www.opentable.com/bouillabaisse?scpref=110,(954) 533-2013,bierhaus2@aol.com
Bourbon Steak Miami,miami,10,125,4.3,http://www.opentable.com/bourbon-steak-miami?scpref=110,(786) 279-6600,smills@turnberryislemiami.com
BREATHE,miami,1,14,4.0,http://www.opentable.com/breathe?scpref=110,(561) 330-4526,info@breatheindelray.com
Buca di Beppo - Davie,miami,7,60,4.2,http://www.opentable.com/buca-di-beppo-davie?scpref=110,(954) 577-3287,davie@bucadibeppo.com
Buca di Beppo - Wellington,miami,10,50,3.9,http://www.opentable.com/buca-di-beppo-wellington?scpref=110,(561) 790-3287,wellingtongreen@bucadibeppo.com
Buccan,miami,10,184,4.5,http://www.opentable.com/buccan?scpref=110,(561) 833-3450,info@buccanpalmbeach.com
Buddha Sky Bar,miami,10,121,4.5,http://www.opentable.com/buddha-sky-bar?scpref=110,(561) 450-7557,info@buddhaskybar.com
Burger & Beer Joint - South Beach,miami,6,43,4.5,http://www.opentable.com/burger-and-beer-joint-south-beach?scpref=110,(305) 672-3287,""
Cafe Avanti Restaurant,miami,1,25,4.0,http://www.opentable.com/cafe-avanti-restaurant?scpref=110,(305) 538-4400,jessica@cafeavanti.com
Café Boulud Palm Beach,miami,10,178,4.4,http://www.opentable.com/cafe-boulud-palm-beach?scpref=110,(561) 655-6060,cafebouludpalmbeach@danielnyc.com
Cafe Centro - West Palm Beach,miami,7,53,3.9,http://www.opentable.com/cafe-centro-west-palm-beach?scpref=110,(561) 514-4070,terryinpalmbeach@gmail.com
Cafe Chardonnay,miami,10,199,4.4,http://www.opentable.com/cafe-chardonnay?scpref=110,(561) 627-2662,Frank@cafe-chardonnay.com
Cafe Nuvo - Miami Bistro,miami,4,17,3.9,http://www.opentable.com/cafe-nuvo-miami-bistro?scpref=110,(305) 534-5822,cafenuvo@verestaurants.com
Cafe Sambal - Mandarin Oriental Miami,miami,6,58,4.4,http://www.opentable.com/cafe-sambal-mandarin-oriental-miami?scpref=110,(305) 913-8358,Momia-Restaurants@mohg.com
Café Sapori,miami,4,33,4.2,http://www.opentable.com/cafe-sapori?scpref=110,(561) 805-7313,info@cafesapori.com
Cafe Vico Ristorante,miami,10,121,4.5,http://www.opentable.com/cafe-vico-ristorante?scpref=110,(954) 565-9681,cafevico@bellsouth.net
Caffe Abbracci,miami,10,84,4.4,http://www.opentable.com/caffe-abbracci?scpref=110,(305) 441-0700,""
Caffe Luna Rosa,miami,10,75,3.9,http://www.opentable.com/caffe-luna-rosa?scpref=110,(561) 274-9404,INFO@CAFFELUNAROSA.COM
Caffe Portofino,miami,1,32,4.2,http://www.opentable.com/caffe-portofino?scpref=110,(305) 252-2869,info@cportofino.com
Caffe Vialetto,miami,4,83,4.5,http://www.opentable.com/caffe-vialetto?scpref=110,(305) 446-5659,""
Calamari in The Grove,miami,1,25,4.1,http://www.opentable.com/calamari-in-the-grove?scpref=110,(305) 441-0219,info@calamarirestaurant.com
Candela,miami,1,15,4.3,http://www.opentable.com/candela?scpref=110,(954) 563-8088,candelarestaurantwm@gmail.com
Canyon Ranch Grill - Miami Beach,miami,3,29,4.4,http://www.opentable.com/canyon-ranch-grill?scpref=110,(305) 514-7474,rmendes@canyonranch.com
Capital Grille - Boca Raton,miami,10,285,4.5,http://www.opentable.com/capital-grille-boca-raton?scpref=110,(561) 368-1077,BocaRaton@tcgdine.com
Capital Grille - Ft. Lauderdale,miami,10,218,4.6,http://www.opentable.com/capital-grille-fort-lauderdale?scpref=110,(954) 446-2000,FortLauderdale@tcgdine.com
Capital Grille - Miami,miami,10,172,4.4,http://www.opentable.com/capital-grille-miami?scpref=110,(305) 374-4500,Miami@tcgdine.com
Capital Grille - Palm Beach Gardens,miami,10,166,4.5,http://www.opentable.com/capital-grille-palm-beach-gardens?scpref=110,(561) 630-4994,PalmBeachGardens@tcgdine.com
Capriccio Ristorante - Pembroke Pines,miami,10,75,4.4,http://www.opentable.com/capriccio-ristorante-pembroke-pines?scpref=110,(954) 432-7001,www.capriccio1@bellsouth.net
Cara Mia Trattoria Italiana,miami,6,33,4.4,http://www.opentable.com/cara-mia-trattoria-italiana?scpref=110,(305) 397-8624,TimTraub@CaraMiaSobe.com
Caracol Restaurant,miami,0,12,3.8,http://www.opentable.com/caracol-restaurant?scpref=110,(305) 503-6017,""
Carino's Italian Grill - Doral,miami,0,27,4.4,http://www.opentable.com/carinos-italian-grill?scpref=110,(305) 403-7919,southflorida.carinos@gmail.com
Carpe Diem by Cafe de France,miami,7,43,3.9,http://www.opentable.com/carpe-diem-by-cafe-de-france?scpref=110,(561) 455-2140,mycafedefrance@yahoo.com
Caruso Ristorante,miami,2,14,3.5,http://www.opentable.com/caruso-ristorante?scpref=110,(561) 367-7488,""
Casa D' Angelo,miami,10,165,4.4,http://www.opentable.com/casa-d-angelo?scpref=110,(954) 564-1234,info@casa-d-angelo.com
Casa D'Angelo - Boca Raton,miami,10,106,4.3,http://www.opentable.com/casa-dangelo?scpref=110,(561) 996-1234,info@casa-d-angelo.com
Casa Mia Trattoria & Pizzeria,miami,7,22,4.2,http://www.opentable.com/casa-mia-trattoria-and-pizzeria?scpref=110,(561) 972-6888,info@casamiajupiter.com
Catch Bar & Grill - Marriott - Biscayne Bay - Miami,miami,0,21,3.9,http://www.opentable.com/catch-bar-and-grill-marriott-biscayne-bay-miami?scpref=110,(305) 536-6414,""
Catfish Dewey's,miami,7,27,4.0,http://www.opentable.com/catfish-deweys?scpref=110,(954) 566-5333,dewey@catfishdeweys.com
Chart House Restaurant - Ft. Lauderdale,miami,10,179,4.3,http://www.opentable.com/chart-house-restaurant-ft-lauderdale?scpref=110,(954) 561-4800,chfl@ldry.com
Chart House Restaurant - Miami,miami,10,127,4.1,http://www.opentable.com/chart-house-restaurant-miami?scpref=110,(305) 856-9741,chmi@ldry.com
Chima Brazilian Steakhouse - Fort Lauderdale,miami,10,196,4.4,http://www.opentable.com/chima-brazilian-steakhouse-fort-lauderdale?scpref=110,(954) 712-0580,""
China Grill - Fort Lauderdale,miami,10,73,4.1,http://www.opentable.com/china-grill-fort-lauderdale?scpref=110,(954) 759-9950,""
Chophouse Miami Bistro Steak & Seafood,miami,2,20,3.4,http://www.opentable.com/chophouse-miami-bistro-steak-and-seafood?scpref=110,(305) 938-9000,info@chophousemiami.com
Chops Lobster Bar - Boca Raton,miami,10,229,4.5,http://www.opentable.com/chops-lobster-bar-boca-raton?scpref=110,(561) 395-2675,""
Christy's,miami,10,126,4.4,http://www.opentable.com/christys?scpref=110,(305) 446-1400,info@christyrestaurant.com
Cibo Wine Bar,miami,10,138,4.3,http://www.opentable.com/cibo-wine-bar?scpref=110,(305) 442-4925,info@cibowinebar.com
Cioppino at the Ritz Carlton Key Biscayne,miami,1,18,4.6,http://www.opentable.com/cioppino-at-the-ritz-carlton-key-biscayne?scpref=110,(305) 365-4286,miakb.leads@ritzcarlton.com
Circle Brunch - The Breakers,miami,7,48,4.4,http://www.opentable.com/circle-brunch-the-breakers?scpref=110,(561) 659-8488,circle@thebreakers.com
City Cellar Wine Bar & Grill - West Palm Beach,miami,10,90,4.3,http://www.opentable.com/city-cellar-wine-bar-and-grill-west-palm-beach?scpref=110,(561) 366-0071,Iggy@citycellarwpb.com
City Fish Market,miami,10,281,4.2,http://www.opentable.com/city-fish-market?scpref=110,(561) 487-1600,gmollas@buckheadrestaurants.com
City Hall - Miami,miami,10,126,4.2,http://www.opentable.com/city-hall-miami?scpref=110,(305) 764-3130,steve@cityhalltherestaurant.com
City Oyster & Sushi Bar,miami,10,106,4.2,http://www.opentable.com/city-oyster-and-sushi-bar?scpref=110,(561) 272-0220,bob@cityoysterdelray.com
COCO Asian Bistro + Bar,miami,6,30,4.2,http://www.opentable.com/coco-asian-bistro-and-bar-fort-lauderdale?scpref=110,(954) 525-3541,info@cocoasianbistro.com
"Council Oak - Hollywood and Seminole Hard Rock Hotel and Casino, Hollywood, FL",miami,0,119,4.4,http://www.opentable.com/council-oak-hollywood-and-seminole-hard-rock-hotel-and-casino-hollywood-fl?scpref=110,(954) 327-7501,""
CRAVE - Coral Gables,miami,8,56,3.8,http://www.opentable.com/crave-coral-gables?scpref=110,(305) 444-4595,ccarmody@craveamerica.com
Crazy About You,miami,10,136,4.2,http://www.opentable.com/crazy-about-you?scpref=110,(305) 377-4442,info@crazyaboutyourestaurant.com
Cucina Dell' Arte,miami,5,37,4.1,http://www.opentable.com/cucina-dell-arte?scpref=110,(561) 655-0770,cucinadellarte@msn.com
Cut 432 A Modern Steakhouse,miami,10,98,4.3,http://www.opentable.com/cut-432-a-modern-steakhouse?scpref=110,(561) 272-9898,info@cut432.com
Cypress Nook,miami,5,27,4.3,http://www.opentable.com/cypress-nook?scpref=110,(954) 933-7311,michael@cypressnook.com
da Campo Osteria,miami,10,82,4.0,http://www.opentable.com/da-campo-osteria?scpref=110,(954) 226-5002,dacampo@illugano.com
Dada,miami,10,249,4.4,http://www.opentable.com/dada?scpref=110,(561) 330-3232,Bmucka727@msn.com
DAMIANO,miami,10,81,3.4,http://www.opentable.com/damiano?scpref=110,(561) 613-6460,""
D'Angelo Trattoria,miami,10,66,4.0,http://www.opentable.com/dangelo-trattoria?scpref=110,(561) 330-1237,""
Dapur Asian Tapas & Lounge,miami,10,101,4.4,http://www.opentable.com/dapur-asian-tapas-and-lounge?scpref=110,(954) 306-2663,info@dapurkitchen.com
db Bistro Moderne Miami,miami,9,136,4.3,http://www.opentable.com/db-bistro-moderne-miami?scpref=110,(305) 421-8800,dbbistromodernereservation@mdmusa.com
De Rodriguez Cuba on Ocean,miami,8,71,4.1,http://www.opentable.com/de-rodriguez-cuba-on-ocean?scpref=110,(305) 672-6624,info@drodriguezcuba.com
Deck 84,miami,10,59,4.0,http://www.opentable.com/deck-84?scpref=110,(561) 665-8484,info@deck84.com
DIG,miami,6,26,3.7,http://www.opentable.com/rest_profile.aspx?rid=96526&scpref=110,(561) 279-1002,eat@digdelray.com
Dolores But You Can Call Me Lolita,miami,10,144,4.2,http://www.opentable.com/dolores-but-you-can-call-me-lolita?scpref=110,(305) 403-3103,info@doloreslolita.com
Doma Polo Bistro,miami,6,13,4.5,http://www.opentable.com/doma-polo-bistro?scpref=110,(305) 400-0588,info@domapolo.com
The Dome,miami,1,30,3.9,http://www.opentable.com/the-dome?scpref=110,(305) 648-4999,rachel@thedomebar.com
Dominique Bistro Club,miami,1,23,4.0,http://www.opentable.com/dominique-bistro-club?scpref=110,(305) 371-8859,info@dominiquebistro.com
Dos Caminos - Fort Lauderdale,miami,2,23,3.3,http://www.opentable.com/dos-caminos-fort-lauderdale?scpref=110,(954) 727-7090,DosCaminosFLB@sheraton.com
The Dutch Miami,miami,7,97,3.9,http://www.opentable.com/the-dutch-miami?scpref=110,(305) 938-3112,""
E.R. Bradley's Saloon,miami,1,18,4.1,http://www.opentable.com/er-bradleys-saloon?scpref=110,(561) 833-3520,contact@erbradleys.com
East City Grill,miami,4,23,3.7,http://www.opentable.com/east-city-grill?scpref=110,(954) 659-3339,info@eastcitygrill.com
East End Brasserie,miami,2,28,3.6,http://www.opentable.com/east-end-brasserie?scpref=110,(954) 567-8070,csawyer@atlantichotelfl.com
Echo,miami,10,96,4.1,http://www.opentable.com/echo?scpref=110,(561) 802-4222,Echo@thebreakers.com
"Edge, Steak + Bar",miami,5,58,4.1,http://www.opentable.com/edge-steak-and-bar?scpref=110,(305) 381-3190,edge@edgesteakandbar.com
Eduardo de San Angel,miami,10,65,4.6,http://www.opentable.com/eduardo-de-san-angel?scpref=110,(954) 772-4731,Eduardodesanangel@live.com
Egg and Dart,miami,5,38,4.2,http://www.opentable.com/egg-and-dart?scpref=110,(786) 431-1022,egganddartmiami@gmail.com
Elle's Global Food & Drink,miami,3,31,4.3,http://www.opentable.com/elles-global-food-and-drink?scpref=110,(954) 437-0071,info@ellesrestaurant.com
entre nous bistro,miami,10,114,4.3,http://www.opentable.com/entre-nous-bistro?scpref=110,(561) 863-5883,entre-nous@earthlink.net
Eos,miami,3,24,4.3,http://www.opentable.com/eos-at-viceroy-miami?scpref=110,(305) 503-4400,steve.turk@viceroymiami.com
Ernie's Italian Chop House,miami,2,31,3.9,http://www.opentable.com/ernies-italian-chop-house?scpref=110,(954) 781-0910,""
Escopazzo,miami,9,56,4.2,http://www.opentable.com/escopazzo?scpref=110,(305) 674-9450,info@escopazzo.com
Essensia Restaurant & Lounge,miami,1,37,4.5,http://www.opentable.com/essensia-restaurant-and-lounge?scpref=110,(305) 908-5458,essensia@thepalmshotel.com
Estia Greek Taverna & Bar,miami,7,42,4.1,http://www.opentable.com/estia-greek-taverna-and-bar?scpref=110,(561) 245-8885,estiagreektaverna@gmail.com
EVO Italian,miami,6,22,4.6,http://www.opentable.com/evo-italian?scpref=110,(561) 745-2444,info@evoitalian.com
Exit 1,miami,7,24,3.5,http://www.opentable.com/exit-1?scpref=110,(305) 361-3500,Exit1Miami@yahoo.com
Fifi's Place,miami,8,45,3.9,http://www.opentable.com/fifis-place?scpref=110,(305) 865-5665,fifisseafood@gmail.com
Figs by Todd English,miami,4,15,3.8,http://www.opentable.com/figs-by-todd-english?scpref=110,(561) 775-2384,""
Fisherman's Grille,miami,4,20,3.0,http://www.opentable.com/fishermans-grille?scpref=110,(561) 638-0500,""
Flagler Steakhouse,miami,10,122,4.6,http://www.opentable.com/flagler-steakhouse?scpref=110,(888) 273-2537,flaglersteakhouse@thebreakers.com
Flame Caffe & Grill,miami,7,43,4.0,http://www.opentable.com/flame-caffe-and-grill?scpref=110,(305) 397-8950,customers@flamecaffe.com
Fleming's Prime Steakhouse & Wine Bar - Coral Gables,miami,6,88,4.3,http://www.opentable.com/flemings-prime-steakhouse-and-wine-bar-coral-gables?scpref=110,(305) 569-7995,coralgables@flemingssteakhouse.com
Florida Cookery,miami,9,26,3.8,http://www.opentable.com/florida-cookery?scpref=110,(786) 276-0333,Reservations@florida-cookery.com
Fogo de Chao Brazilian Steakhouse - Miami,miami,5,13,4.2,http://www.opentable.com/fogo-de-chao-brazilian-steakhouse-miami?scpref=110,(305) 672-0011,miami@fogodechao.com
Fontana at the Biltmore Hotel,miami,4,68,4.2,http://www.opentable.com/fontana-at-the-biltmore-hotel?scpref=110,(305) 913-3200,""
The Forge,miami,10,215,4.2,http://www.opentable.com/the-forge?scpref=110,(305) 538-8533,info@theforge.com
Franco Italian Bistro,miami,1,34,4.2,http://www.opentable.com/franco-italian-bistro?scpref=110,(561) 615-1551,francoitalianbistr@att.net
Frank and Dino's,miami,7,92,4.2,http://www.opentable.com/frank-and-dinos?scpref=110,(954) 427-4909,""
Fratelli La Bufala,miami,8,20,4.2,http://www.opentable.com/fratelli-la-bufala?scpref=110,(305) 532-0700,flbmiami@hotmail.com
Fratelli Milano,miami,2,46,4.4,http://www.opentable.com/fratelli-milano?scpref=110,(305) 373-2300,fratellimilano@bellsouth.net
Frigate's Waterfront Bar Grill,miami,9,23,3.3,http://www.opentable.com/frigates-waterfront-bar-grill?scpref=110,(561) 855-7497,info@frigatesnpb.com
Front Porch Cafe,miami,0,20,4.0,http://www.opentable.com/front-porch-cafe?scpref=110,(305) 531-8300,frontporchcafe@gmail.com
Fulvio's 1900,miami,2,26,4.2,http://www.opentable.com/fulvios-1900?scpref=110,(954) 927-1900,fsardelli@mac.com
Fusionarie Japanese Signature,miami,4,23,4.1,http://www.opentable.com/fusionarie-japanese-signature?scpref=110,(561) 367-3283,fusionarie@gmail.com
Gazebo Cafe,miami,5,30,4.5,http://www.opentable.com/gazebo-cafe?scpref=110,(561) 748-5878,gazebocafe@gmail.com
George's in the Grove,miami,0,12,3.7,http://www.opentable.com/georges-in-the-grove?scpref=110,(305) 904-1964,Georgesinthegrove@gmail.com
George's on Sunset,miami,1,11,3.9,http://www.opentable.com/georges-on-sunset?scpref=110,(305) 284-9989,georgesonsunset@gmail.com
GG's Waterfront Bar & Grill (fka Giorgio's Grill),miami,10,99,4.1,http://www.opentable.com/ggs-waterfront-bar-and-grill-fka-giorgios-grill?scpref=110,(954) 929-7030,giorigiosgrill1@bellsouth.net
Gibraltar,miami,5,70,4.2,http://www.opentable.com/gibraltar-miami?scpref=110,(305) 860-4375,dining@groveisle.com
Gol! The Taste of Brazil - Delray Beach,miami,7,45,3.5,http://www.opentable.com/gol-the-taste-of-brazil?scpref=110,(561) 272-6565,goloffice@gmail.com
Gotham Steak - Fontainebleau Miami Beach,miami,10,98,4.4,http://www.opentable.com/gotham-steak-fontainebleau?scpref=110,(305) 674-4780,""
The Grateful Palate,miami,7,93,4.4,http://www.opentable.com/the-grateful-palate?scpref=110,(954) 467-1998,airvin@thegratefulpalate.com
Graziano's Brickell,miami,3,11,3.9,http://www.opentable.com/grazianos-brickell?scpref=110,(305) 860-1426,eva@grazianosgroup.com
Graziano's Coral Gables,miami,3,50,4.3,http://www.opentable.com/grazianos-coral-gables?scpref=110,(305) 774-3599,eva@grazianosgroup.com
Graziano's Miami,miami,0,30,4.5,http://www.opentable.com/grazianos?scpref=110,(305) 225-0008,eva@grazianosgroup.com
Grazie,miami,4,43,4.4,http://www.opentable.com/grazie?scpref=110,(305) 673-1312,graziesb@bellsouth.net
The Green Gourmet,miami,2,17,4.5,http://www.opentable.com/the-green-gourmet?scpref=110,(561) 455-2466,green.gourmet@yahoo.com
Green House Organic Food Restaurant,miami,7,19,4.4,http://www.opentable.com/green-house-organic-food-restaurant?scpref=110,(305) 949-6787,miamigreenhouse@gmail.com
Greenstreet Cafe,miami,5,22,3.8,http://www.opentable.com/greenstreet-cafe?scpref=110,(305) 444-0244,maura@icoconutgrove.com
The Grill at Calvary Chapel of Fort Lauderdale,miami,2,45,4.6,http://www.opentable.com/the-grill-at-calvary-chapel-of-fort-lauderdale?scpref=110,(954) 315-7500,darrens@calvaryftl.org
The Grill on the Alley - Aventura,miami,1,60,3.9,http://www.opentable.com/the-grill-on-the-alley-aventura?scpref=110,(305) 466-7195,Comments@thegrill.com
Grille 401 Las Olas,miami,10,97,4.3,http://www.opentable.com/grille-401-las-olas?scpref=110,(954) 767-0222,grille401@gmail.com
Grille 66 & Bar,miami,10,108,4.6,http://www.opentable.com/grille-66-and-bar?scpref=110,(954) 728-3500,grille66bar@aol.com
The Grille Fashion Cuisine,miami,2,26,4.0,http://www.opentable.com/the-grille-fashion-cuisine?scpref=110,(561) 793-2110,thegrillefashioncuisine@gmail.com
The Grille on Congress,miami,9,76,4.1,http://www.opentable.com/the-grille-on-congress?scpref=110,(561) 912-9800,grilleoncongress@bellsouth.net
