Location Name,City,Review Count,Total Reviews,Rating,OT URL,Phone,Email
Arashi Sushi,los-angeles,2,31,3.9,http://www.opentable.com/arashi-sushi?scpref=110,(213) 749-1900,info@arashisushi.com
Areal Restaurant,los-angeles,3,49,3.8,http://www.opentable.com/areal-restaurant?scpref=110,(310) 392-1661,info@arealrestaurant.com
Arnie Morton's The Steakhouse - Burbank,los-angeles,10,123,4.3,http://www.opentable.com/arnie-mortons-the-steakhouse-burbank?scpref=110,(818) 238-0424,cm.mbk@mortons.com
Arnie Morton's The Steakhouse - Woodland Hills,los-angeles,10,84,4.1,http://www.opentable.com/arnie-mortons-the-steakhouse-woodland-hills?scpref=110,(818) 703-7272,""
A'Roma Ristorante,los-angeles,6,44,4.6,http://www.opentable.com/aroma-ristorante?scpref=110,(714) 523-3729,info@aromalapalma.com
Arroyo Chop House,los-angeles,10,157,4.5,http://www.opentable.com/arroyo-chop-house?scpref=110,(626) 577-7463,""
Artisan House,los-angeles,3,31,3.9,http://www.opentable.com/artisan-house?scpref=110,(213) 622-6333,""
Asada,los-angeles,8,136,4.2,http://www.opentable.com/asada?scpref=110,(949) 715-5533,""
Asia de Cuba - Los Angeles,los-angeles,8,107,4.2,http://www.opentable.com/asia-de-cuba-los-angeles?scpref=110,(323) 848-6000,mondrianasiadecubare@morganshotelgroup.com
Avalon Grille,los-angeles,5,69,4.3,http://www.opentable.com/avalon-grille?scpref=110,(310) 510-7494,rcubias@scico.com
Axe,los-angeles,1,52,3.8,http://www.opentable.com/axe?scpref=110,(310) 664-9787,info@axerestaurant.com
Ba Restaurant,los-angeles,5,41,4.3,http://www.opentable.com/ba-restaurant?scpref=110,(323) 739-6243,info@restaurantba.com
Back Bay Bistro,los-angeles,10,94,4.0,http://www.opentable.com/back-bay-bistro?scpref=110,(949) 729-1144,hbarnes@newportdunes.com
The Backyard at The W,los-angeles,1,17,3.6,http://www.opentable.com/the-backyard-at-the-w?scpref=110,(310) 443-8218,mike.kaspar@whotels.com
Bagatelle - Los Angeles,los-angeles,3,14,3.4,http://www.opentable.com/bagatelle-los-angeles?scpref=110,(310) 659-3900,LAReservations@bistrotbagatelle.com
Baja Cantina - Marina del Rey,los-angeles,1,13,3.8,http://www.opentable.com/baja-cantina-marina-del-rey?scpref=110,(310) 821-2252,Gm.mdr@bajacantina.com
BALEENkitchen,los-angeles,10,33,4.3,http://www.opentable.com/baleenkitchen?scpref=110,(310) 372-1202,dining@hotelportofino.com
bambu Restaurant - Newport Beach Fairmont,los-angeles,0,12,3.8,http://www.opentable.com/bambu-restaurant-newport-beach-fairmont?scpref=110,(949) 476-2001,rob.anderson@fairmont.com
Bangkok West,los-angeles,1,28,4.0,http://www.opentable.com/bangkok-west?scpref=110,(310) 395-9658,""
Bao Dim Sum House,los-angeles,7,75,4.0,http://www.opentable.com/bao-dim-sum-house?scpref=110,(323) 655-6556,info@baodimsum.com
Bar | Kitchen,los-angeles,2,40,4.0,http://www.opentable.com/bar-kitchen?scpref=110,(213) 623-9904,info@barandkitchenla.com
Bar Celona,los-angeles,5,30,4.2,http://www.opentable.com/bar-celona?scpref=110,(626) 405-1000,""
Barney Greengrass,los-angeles,3,36,3.5,http://www.opentable.com/barney-greengrass?scpref=110,(310) 777-5877,bgreengrass@barneys.com
Bayside Restaurant,los-angeles,10,121,4.3,http://www.opentable.com/bayside-restaurant?scpref=110,(949) 721-1222,info@BaysideRestaurant.com
The Bazaar by José Andrés,los-angeles,10,421,4.3,http://www.opentable.com/the-bazaar-by-jose-andres?scpref=110,(310) 246-5555,SLS.Bazaar@luxurycollection.com
Beach House on Laguna Beach,los-angeles,10,122,4.1,http://www.opentable.com/beach-house-on-laguna-beach?scpref=110,(949) 494-9707,""
Beachcomber Cafe - Crystal Cove,los-angeles,10,462,4.5,http://www.opentable.com/beachcomber-cafe-crystal-cove?scpref=110,(949) 376-6900,info@thebeachcombercafe.com
BeachFire Bar and Grill - San Clemente,los-angeles,4,20,4.3,http://www.opentable.com/beachfire-bar-and-grill-san-clemente?scpref=110,(949) 366-3232,sanclemente@beachfire.com
Beachside Restaurant and Bar,los-angeles,3,36,4.0,http://www.opentable.com/beachside-restaurant-and-bar?scpref=110,(310) 439-3033,rsacher@vumdr.com
Bel Air Bar + Grill,los-angeles,10,47,3.8,http://www.opentable.com/bel-air-bar-and-grill-los-angeles?scpref=110,(310) 440-5544,info@belairbarandgrill.com
Bellini Osteria,los-angeles,4,63,4.3,http://www.opentable.com/bellini-osteria?scpref=110,(805) 497-8482,info@belliniosteria.com
Belmont Brewing Company,los-angeles,3,48,4.2,http://www.opentable.com/belmont-brewing-company?scpref=110,(562) 433-3891,mail@belmontbrewing.com
The Belvedere,los-angeles,9,51,4.6,http://www.opentable.com/the-belvedere?scpref=110,(310) 975-2736,diningpbh@peninsula.com
Benihana - Anaheim,los-angeles,10,177,4.4,http://www.opentable.com/benihana-anaheim?scpref=110,(714) 774-4940,anaheim@benihana.com
Benihana - Encino,los-angeles,10,169,4.2,http://www.opentable.com/benihana-encino?scpref=110,(818) 788-7121,""
Benihana - Newport Beach,los-angeles,10,140,4.2,http://www.opentable.com/benihana-newport-beach?scpref=110,(949) 955-0822,newportbeach@benihana.com
Benihana - Ontario,los-angeles,10,161,4.3,http://www.opentable.com/benihana-ontario?scpref=110,(909) 483-0937,Ontario@benihana.com
Benihana - Puente Hills,los-angeles,10,143,4.3,http://www.opentable.com/benihana-puente-hills?scpref=110,(626) 912-8784,Puentehills@benihana.com
Benihana - Santa Monica,los-angeles,10,134,4.1,http://www.opentable.com/benihana-santa-monica?scpref=110,(310) 260-1423,Santamonica@benihana.com
Benihana - Torrance,los-angeles,5,87,4.4,http://www.opentable.com/benihana-torrance?scpref=110,(310) 316-7777,torrance@benihana.com
Beso,los-angeles,9,318,3.7,http://www.opentable.com/beso-hollywood?scpref=110,(323) 467-7991,beso@toddenglish.com
Bestia,los-angeles,10,154,4.5,http://www.opentable.com/bestia?scpref=110,(213) 514-5724,""
BIN189,los-angeles,1,15,3.6,http://www.opentable.com/bin189?scpref=110,(909) 337-4189,""
Bistango,los-angeles,9,188,4.4,http://www.opentable.com/bistango?scpref=110,(949) 752-5222,info@bistango.com
Bistro Garden at Coldwater,los-angeles,8,67,4.4,http://www.opentable.com/bistro-garden-at-coldwater?scpref=110,(818) 501-0202,Bistrogarden@earthlink.net
Bistro Laurent,los-angeles,1,15,3.9,http://www.opentable.com/bistro-laurent?scpref=110,(310) 398-6863,omertri@aol.com
Bistro of Santa Monica,los-angeles,5,22,4.1,http://www.opentable.com/bistro-of-santa-monica?scpref=110,(310) 899-9917,jilamichael@gmail.com
Bizou Grill - Santa Monica,los-angeles,5,30,3.6,http://www.opentable.com/bizou-grill-santa-monica?scpref=110,(310) 453-8500,""
Black Angus Steakhouse - Buena Park,los-angeles,3,49,4.2,http://www.opentable.com/black-angus-steakhouse-buena-park?scpref=110,(714) 670-2012,ba1069@blackangus.com
Black Angus Steakhouse - Burbank,los-angeles,10,80,3.9,http://www.opentable.com/black-angus-steakhouse-burbank?scpref=110,(818) 848-8880,ba1078@blackangus.com
Black Angus Steakhouse - Fountain Valley,los-angeles,10,116,4.3,http://www.opentable.com/black-angus-steakhouse-fountain-valley?scpref=110,(714) 968-4477,ba1032@blackangus.com
Black Angus Steakhouse - Lakewood,los-angeles,6,73,4.2,http://www.opentable.com/black-angus-steakhouse-lakewood?scpref=110,(562) 531-6921,ba1049@blackangus.com
Black Angus Steakhouse - Lancaster,los-angeles,7,35,4.0,http://www.opentable.com/black-angus-steakhouse-lancaster?scpref=110,(661) 942-5225,ba1089@blackangus.com
Black Angus Steakhouse - Monrovia,los-angeles,6,65,4.2,http://www.opentable.com/black-angus-steakhouse-monrovia?scpref=110,(626) 303-2411,ba1061@blackangus.com
Black Angus Steakhouse - Montclair,los-angeles,5,46,4.2,http://www.opentable.com/black-angus-steakhouse-montclair?scpref=110,(909) 621-4821,ba1057@blackangus.com
Black Angus Steakhouse - Northridge,los-angeles,10,127,4.2,http://www.opentable.com/black-angus-steakhouse-northridge?scpref=110,(818) 701-1600,ba1058@blackangus.com
Black Angus Steakhouse - Ontario,los-angeles,6,47,4.4,http://www.opentable.com/black-angus-steakhouse-ontario?scpref=110,(909) 944-6882,ba1088@blackangus.com
Black Angus Steakhouse - San Bernardino,los-angeles,9,53,4.1,http://www.opentable.com/black-angus-steakhouse-san-bernardino?scpref=110,(909) 885-7551,ba1050@blackangus.com
Black Angus Steakhouse - Santa Ana,los-angeles,10,78,4.0,http://www.opentable.com/black-angus-steakhouse-santa-ana?scpref=110,(714) 558-3057,ba1039@blackangus.com
Black Angus Steakhouse - Torrance,los-angeles,9,136,4.2,http://www.opentable.com/black-angus-steakhouse-torrance?scpref=110,(310) 370-1523,ba1044@blackangus.com
Black Angus Steakhouse - Valencia,los-angeles,9,47,4.2,http://www.opentable.com/black-angus-steakhouse-valencia?scpref=110,(661) 288-2000,ba1125@blackangus.com
Black Angus Steakhouse - Ventura,los-angeles,7,54,4.5,http://www.opentable.com/black-angus-steakhouse-ventura?scpref=110,(805) 644-7323,ba1073@blackangus.com
Black Angus Steakhouse - Whittier,los-angeles,10,91,4.0,http://www.opentable.com/black-angus-steakhouse-whittier?scpref=110,(562) 947-2200,ba1103@blackangus.com
BLD,los-angeles,10,150,4.1,http://www.opentable.com/bld?scpref=110,(323) 930-9744,reservationist@bldrestaurant.com
Bleecker Street Bar & Grill,los-angeles,7,57,3.6,http://www.opentable.com/bleecker-street-bar-and-grill?scpref=110,(818) 996-3008,""
Bliss 525,los-angeles,4,38,3.6,http://www.opentable.com/bliss-525?scpref=110,(562) 495-7252,info@bliss525.com
BLT Steak LA,los-angeles,4,62,4.2,http://www.opentable.com/blt-steak-los-angeles?scpref=110,(310) 360-1950,info@bltsteakla.com
Blue Cow kitchen & bar,los-angeles,4,85,4.1,http://www.opentable.com/blue-cow-kitchen-and-bar?scpref=110,(213) 621-2249,reservations@bluecowkitchen.com
Blue Stove at Nordstrom Thousand Oaks,los-angeles,5,39,4.6,http://www.opentable.com/blue-stove-at-nordstrom-thousand-oaks?scpref=110,(805) 418-4010,Kian.Farzadram@nordstrom.com
Blue Stove at Nordstroms - Santa Monica,los-angeles,3,25,4.2,http://www.opentable.com/blue-stove-at-nordstroms-santa-monica?scpref=110,(310) 752-4110,alex.v.guardado@nordstrom.com
Bluefin Restaurant,los-angeles,3,47,4.2,http://www.opentable.com/bluefin-restaurant?scpref=110,(949) 715-7373,bluefinrestaurant@hotmail.com
THE Blvd - Beverly Wilshire Hotel,los-angeles,10,59,4.2,http://www.opentable.com/the-blvd-beverly-wilshire-hotel?scpref=110,(310) 385-3901,jeremy.hargrove@fourseasons.com
Blvd 16 - Hotel Palomar Westwood,los-angeles,7,40,4.0,http://www.opentable.com/blvd-16-hotel-palomar-westwood?scpref=110,(310) 474-7765,david.houde@hotelpalomar.com
BOA Steakhouse - Santa Monica,los-angeles,10,112,4.2,http://www.opentable.com/boa-steakhouse-santa-monica?scpref=110,(310) 899-4466,info@boasteak.com
BOA Steakhouse - Sunset,los-angeles,10,96,4.4,http://www.opentable.com/boa-steakhouse-sunset?scpref=110,(310) 278-2050,info@boasteak.com
Bogart's Bar and Grill - Thousand Oaks,los-angeles,5,113,3.6,http://www.opentable.com/bogarts-bar-and-grill-thousand-oaks?scpref=110,(805) 494-4702,ThousandOaksBogarts@muvico.com
Bombay Palace - Beverly Hills,los-angeles,0,13,3.7,http://www.opentable.com/bombay-palace-beverly-hills?scpref=110,(310) 659-9944,bombaypalace@bombaypalace.com
Boneyard Bistro,los-angeles,6,64,4.2,http://www.opentable.com/boneyard-bistro?scpref=110,(818) 906-7427,boneyardbistro@sbcglobal.net
Border Grill - Downtown LA,los-angeles,10,152,4.0,http://www.opentable.com/border-grill-downtown-la?scpref=110,(213) 486-5171,""
Border Grill - Santa Monica,los-angeles,9,158,4.0,http://www.opentable.com/border-grill-santa-monica?scpref=110,(310) 451-1655,""
Bosc,los-angeles,4,22,3.7,http://www.opentable.com/bosc?scpref=110,(323) 962-6369,eat@bosconvine.com
Bouchon - Beverly Hills,los-angeles,10,345,4.3,http://www.opentable.com/bouchon-beverly-hills?scpref=110,(310) 271-9910,""
Bow & Truss,los-angeles,9,124,3.9,http://www.opentable.com/bow-and-truss?scpref=110,(818) 985-8787,info@bowandtruss.com
Brasserie Pascal,los-angeles,10,144,4.1,http://www.opentable.com/brasserie-pascal?scpref=110,(949) 640-2700,hlaveaud@brasseriepascal.com
Breeze Restaurant,los-angeles,3,26,3.8,http://www.opentable.com/breeze-restaurant?scpref=110,(310) 551-3334,Jeffrey.conley@hyatt.com
Brentwood,los-angeles,2,31,4.3,http://www.opentable.com/brentwood?scpref=110,(310) 476-3511,foodcowest@yahoo.com
Brick Pizzeria,los-angeles,4,25,4.0,http://www.opentable.com/brick-pizzeria?scpref=110,(949) 429-1199,""
Broadway by Amar Santana,los-angeles,5,123,4.4,http://www.opentable.com/broadway-by-amar-santana?scpref=110,(949) 715-8234,info@broadwaybyamarsantana.com
Brodard Chateau,los-angeles,2,24,4.1,http://www.opentable.com/brodard-chateau?scpref=110,(714) 899-8273,manager@brodard.net
Brunello Trattoria,los-angeles,1,29,4.1,http://www.opentable.com/brunello-trattoria?scpref=110,(310) 280-3856,Brunellotrattoria@ymail.com
Bruno's Trattoria,los-angeles,10,104,4.3,http://www.opentable.com/brunos-trattoria?scpref=110,(714) 257-1000,info@brunosbrea.com
Brussels Bistro,los-angeles,2,47,4.2,http://www.opentable.com/brussels-bistro?scpref=110,(949) 376-7955,info@brusselsbistro.com
Buca di Beppo - Anaheim,los-angeles,9,77,4.2,http://www.opentable.com/buca-di-beppo-anaheim?scpref=110,(714) 740-2822,gardengrove@bucadibeppo.com
Buca di Beppo - Brea,los-angeles,10,107,3.9,http://www.opentable.com/buca-di-beppo-brea?scpref=110,(714) 529-6262,brea@bucadibeppo.com
Buca di Beppo - Claremont,los-angeles,10,120,4.2,http://www.opentable.com/buca-di-beppo-claremont?scpref=110,(909) 399-3287,claremont@bucadibeppo.com
Buca di Beppo - Encino,los-angeles,6,66,4.1,http://www.opentable.com/buca-di-beppo-encino?scpref=110,(818) 995-3288,encino@bucadibeppo.com
Buca di Beppo - Huntington Beach,los-angeles,10,78,4.1,http://www.opentable.com/buca-di-beppo-huntington-beach?scpref=110,(714) 891-4666,huntingtonbeach@bucadibeppo.com
Buca di Beppo - Irvine,los-angeles,10,79,3.8,http://www.opentable.com/buca-di-beppo-irvine?scpref=110,(714) 665-0800,irvine@bucadibeppo.com
Buca di Beppo - Pasadena,los-angeles,9,96,4.1,http://www.opentable.com/buca-di-beppo-pasadena?scpref=110,(626) 792-7272,pasadena@bucadibeppo.com
Buca di Beppo - Redondo Beach,los-angeles,7,53,4.1,http://www.opentable.com/buca-di-beppo-redondo-beach?scpref=110,(310) 540-3246,redondobeach@bucadibeppo.com
Buca di Beppo - Santa Monica,los-angeles,8,45,3.9,http://www.opentable.com/buca-di-beppo-santa-monica?scpref=110,(310) 587-2782,santamonica@bucadibeppo.com
Buca di Beppo - Thousand Oaks,los-angeles,7,62,4.1,http://www.opentable.com/buca-di-beppo-thousand-oaks?scpref=110,(805) 449-3688,thousandoaks@bucadibeppo.com
Buca di Beppo - Universal City,los-angeles,5,83,4.0,http://www.opentable.com/buca-di-beppo-universal-city?scpref=110,(818) 509-9463,universalcity@bucadibeppo.com
Buca di Beppo - Valencia,los-angeles,10,52,4.2,http://www.opentable.com/buca-di-beppo-valencia?scpref=110,(661) 253-1900,valencia@bucadibeppo.com
Buffalo Club,los-angeles,2,16,4.3,http://www.opentable.com/buffalo-club?scpref=110,(310) 450-8600 x1,buffaloclub@gmail.com
Bungalow,los-angeles,10,57,4.2,http://www.opentable.com/bungalow?scpref=110,(949) 673-6585,bungalowcdm@aol.com
Buona Sera Ristorante,los-angeles,2,13,3.7,http://www.opentable.com/buona-sera-ristorante?scpref=110,(310) 543-2277,buonasera.ristorante@gmail.com
Ca' Brea,los-angeles,6,40,3.7,http://www.opentable.com/ca-brea?scpref=110,(323) 938-2863,""
Ca Del Sole,los-angeles,10,122,4.4,http://www.opentable.com/ca-del-sole?scpref=110,(818) 985-4669,gm@cadelsole.com
Cafe 140 South,los-angeles,8,76,4.2,http://www.opentable.com/cafe-140-south?scpref=110,(626) 449-9900,""
Cafe Bizou - Pasadena,los-angeles,10,171,3.9,http://www.opentable.com/cafe-bizou-pasadena?scpref=110,(626) 792-9923,""
Cafe Bizou - Sherman Oaks,los-angeles,10,285,4.3,http://www.opentable.com/cafe-bizou-sherman-oaks?scpref=110,(818) 788-3536,""
Cafe Carolina,los-angeles,3,42,4.4,http://www.opentable.com/cafe-carolina?scpref=110,(818) 881-8600,info@OrganicCafeCarolina.com
Cafe Del Rey,los-angeles,10,185,4.1,http://www.opentable.com/cafe-del-rey?scpref=110,(310) 823-6395,cafedelrey@cafedelreymarina.com
Cafe Fiore,los-angeles,2,38,4.2,http://www.opentable.com/cafe-fiore?scpref=110,(805) 653-1266,""
Cafe Fiore - Woodland Hills,los-angeles,4,53,4.2,http://www.opentable.com/cafe-fiore-woodland-hills?scpref=110,(818) 888-4514,Fiorewh@yahoo.com
Cafe Firenze,los-angeles,10,204,4.3,http://www.opentable.com/cafe-firenze?scpref=110,(805) 532-0048,cafefirenze@cafefirenze.net
Cafe Gratitude - Venice,los-angeles,7,69,4.2,http://www.opentable.com/cafe-gratitude-venice?scpref=110,(424) 231-8000,info@cafegratitudela.com
Cafe Gratitude Larchmont,los-angeles,3,65,4.3,http://www.opentable.com/cafe-gratitude-larchmont?scpref=110,(323) 580-6383,info@cafegratitudela.com
Cafe Habana,los-angeles,1,16,4.3,http://www.opentable.com/cafe-habana?scpref=110,(310) 317-0300,cafehabanamalibu@gmail.com
Cafe Jardin at Sherman Gardens,los-angeles,2,24,4.7,http://www.opentable.com/cafe-jardin-at-sherman-gardens?scpref=110,(949) 673-0033,cafejardin@pascalnpb.com
Cafe La Boheme,los-angeles,6,125,3.9,http://www.opentable.com/cafe-la-boheme?scpref=110,(323) 848-2360,laboheme@globaldiningca.com
Cafe Massilia,los-angeles,5,22,4.4,http://www.opentable.com/cafe-massilia-monrovia?scpref=110,(626) 471-3588,cafemassilia@live.com
Cafè Pierre,los-angeles,10,65,4.2,http://www.opentable.com/cafe-pierre?scpref=110,(310) 545-5252,info@cafepierre.com
Cafe Pinot,los-angeles,10,134,4.3,http://www.opentable.com/cafe-pinot?scpref=110,(213) 239-6500,cafepinot@patinagroup.com
Cafe Santorini,los-angeles,10,142,4.2,http://www.opentable.com/cafe-santorini?scpref=110,(626) 564-4200,events@cafesantorini.com
Cafe Sevilla - Riverside,los-angeles,10,70,4.2,http://www.opentable.com/cafe-sevilla-restaurant-riverside?scpref=110,(951) 778-0611,riverside@cafesevilla.com
Cafe Sevilla- Long Beach,los-angeles,8,80,4.0,http://www.opentable.com/cafe-sevilla-restaurant-long-beach?scpref=110,(562) 495-1111,longbeach@cafesevilla.com
Cafe Sushi,los-angeles,0,11,3.6,http://www.opentable.com/cafe-sushi?scpref=110,(323) 651-4020,cafesushibeverly@gmail.com
Cafe Tu Tu Tango - Orange,los-angeles,2,19,3.6,http://www.opentable.com/cafe-tu-tu-tango?scpref=110,(714) 769-2222,Jim_cafetututango@yahoo.com
Caffe Opera,los-angeles,5,41,4.3,http://www.opentable.com/caffe-opera?scpref=110,(626) 305-0094,operamonrovia@gmail.com
Caffe Pinguini,los-angeles,1,44,4.2,http://www.opentable.com/caffe-pinguini?scpref=110,(310) 306-0117,Tonecchia@hotmail.com
The Californian,los-angeles,7,43,4.1,http://www.opentable.com/the-californian?scpref=110,(714) 845-4776,marlene.goble@hyatt.com
Campagnola Trattoria,los-angeles,10,111,3.9,http://www.opentable.com/campagnola-trattoria?scpref=110,(310) 478-7376,""
Canal Club Wood Grill & Sushi Bar,los-angeles,0,12,4.3,http://www.opentable.com/canal-club-wood-grill-and-sushi-bar?scpref=110,(310) 823-3878,jbeachcanalclub@aol.com
Canaletto Ristorante Veneto,los-angeles,10,115,4.1,http://www.opentable.com/canaletto-ristorante-veneto?scpref=110,(949) 640-0900,canalettonb@ilfo.com
The Cannery,los-angeles,10,178,4.2,http://www.opentable.com/the-cannery?scpref=110,(949) 566-0060,canneryseafood@cannerynewport.com
Cannons Seafood Grill,los-angeles,10,84,3.9,http://www.opentable.com/cannons-seafood-grill?scpref=110,(949) 496-6146,info@cannonsrestaurant.com
Canyon Restaurant,los-angeles,10,70,3.9,http://www.opentable.com/canyon-restaurant?scpref=110,(714) 283-1062,canyonrestaurant@gmail.com
Capital - Irvine Spectrum,los-angeles,9,131,4.0,http://www.opentable.com/capital-irvine-spectrum?scpref=110,(949) 788-9218,James@capital-seafood.com
Capital Grille - Beverly Center,los-angeles,9,149,4.5,http://www.opentable.com/capital-grille-beverly-center?scpref=110,(310) 358-0650,LosAngeles@tcgdine.com
Capital Grille - Costa Mesa,los-angeles,10,181,4.5,http://www.opentable.com/capital-grille-costa-mesa?scpref=110,(714) 432-1140,costamesa@tcgdine.com
Capital Seafood - Diamond Jamboree,los-angeles,8,54,3.8,http://www.opentable.com/capital-seafood-diamond-jamboree?scpref=110,(949) 252-8188,""
Capo,los-angeles,8,63,4.5,http://www.opentable.com/capo?scpref=110,(310) 394-5550,foodcowest@yahoo.com
Carbon Beach Club Restaurant (The Dining Room) @ Malibu Beach Inn,los-angeles,2,50,4.1,http://www.opentable.com/carbon-beach-club-restaurant-the-dining-room-at-malibu-beach-inn?scpref=110,(310) 456-6444,info@malibubeachinn.com
Carlitos Gardel,los-angeles,9,44,4.5,http://www.opentable.com/carlitos-gardel?scpref=110,(323) 655-0891,info@carlitosgardel.com
Carmine's - Los Angeles,los-angeles,0,20,4.3,http://www.opentable.com/carmines-los-angeles?scpref=110,(310) 441-4706,carminesrestaurant@yahoo.com
Carmine's Italian- Pasadena,los-angeles,3,31,3.9,http://www.opentable.com/carmines-italian-pasadena?scpref=110,(626) 799-2266,""
Carousel Restaurant,los-angeles,2,21,4.0,http://www.opentable.com/carousel-restaurant?scpref=110,(818) 246-7775,michel@carouselrestaurant.com
Casa Sanchez,los-angeles,2,29,4.1,http://www.opentable.com/casa-sanchez?scpref=110,(310) 397-9999,Info@casasanchezLA.com
Cask n' Cleaver - Rancho Cucamonga,los-angeles,5,39,4.3,http://www.opentable.com/cask-n-cleaver-rancho-cucamonga?scpref=110,(909) 982-7108,cucamonga@caskncleaver.com
