Location Name,City,Review Count,Total Reviews,Rating,OT URL,Phone,Email
eleven plates & wine,austin-texas,5,91,3.8,http://www.opentable.com/eleven-plates-and-wine?scpref=110,(512) 328-0110,reservations@elevenplates.com
Estancia Churrascaria - Arboretum,austin-texas,10,258,4.3,http://www.opentable.com/estancia-churrascaria-arboretum?scpref=110,(512) 345-5600,info@estanciachurrascaria.com
finn & porter,austin-texas,6,57,3.8,http://www.opentable.com/finn-and-porter-austin?scpref=110,(512) 493-4900,jennifer.l.gomez@hilton.com
FINO Restaurant Patio & Bar,austin-texas,10,85,4.2,http://www.opentable.com/fino-restaurant-patio-and-bar?scpref=110,(512) 474-2905,""
Fleming's Prime Steakhouse & Wine Bar - Austin,austin-texas,2,38,4.3,http://www.opentable.com/flemings-prime-steakhouse-and-wine-bar-austin?scpref=110,(512) 457-1500,austin@flemingssteakhouse.com
Fleming's Prime Steakhouse & Wine Bar - Austin The Domain,austin-texas,5,65,4.5,http://www.opentable.com/flemings-prime-steakhouse-and-wine-bar-austin-the-domain?scpref=110,(512) 835-9463,thedomain@flemingssteakhouse.com
Fogo de Chao Brazilian Steakhouse - Austin,austin-texas,7,19,4.5,http://www.opentable.com/fogo-de-chao-brazilian-steakhouse-austin?scpref=110,(512) 472-0220,austin@fogodechao.com
Fore,austin-texas,4,19,4.1,http://www.opentable.com/fore?scpref=110,(512) 263-3673,lakewayfore@gmail.com
Gumbo's Steak and Seafood - Bee Cave,austin-texas,3,21,3.8,http://www.opentable.com/gumbos-steak-and-seafood-bee-cave?scpref=110,(512) 263-2711,britt@gumbosbeecave.com
Haddingtons,austin-texas,0,60,4.3,http://www.opentable.com/haddingtons?scpref=110,(512) 992-0204,info@haddingtonsaustin.com
Hemingway Restaurant and Bar,austin-texas,2,28,3.7,http://www.opentable.com/hemingway-restaurant-and-bar?scpref=110,(512) 219-6400,""
HomeField Grill,austin-texas,1,13,4.0,http://www.opentable.com/homefield-grill?scpref=110,(512) 388-4663,referee@homefieldgrill.com
Hudson's On The Bend,austin-texas,9,128,4.6,http://www.opentable.com/hudsons-on-the-bend?scpref=110,(512) 266-1369,""
Hugo's Restaurant and Tequila Bar,austin-texas,4,24,3.5,http://www.opentable.com/hugos-restaurant-and-tequila-bar?scpref=110,(512) 474-4846,info@hugosaustin.com
Hyde Park Bar & Grill - Duval,austin-texas,2,26,4.0,http://www.opentable.com/hyde-park-bar-and-grill-duval?scpref=110,(512) 458-3168,ghydeparkbar@austin.rr.com
III Forks Austin,austin-texas,10,165,4.5,http://www.opentable.com/iii-forks-austin?scpref=110,(512) 474-1776,austin@iiiforks.com
Imperia,austin-texas,5,34,4.0,http://www.opentable.com/imperia?scpref=110,(512) 472-6770,reservations@imperia-austin.com
Jasper's - Austin,austin-texas,10,102,4.2,http://www.opentable.com/jaspers-austin?scpref=110,(512) 834-4111,jon-michaelr@jaspers-restaurant.com
Judges' Hill Restaurant,austin-texas,5,64,4.3,http://www.opentable.com/judges-hill-restaurant?scpref=110,(512) 495-1857,restaurant@judgeshill.com
Kona Grill - Austin,austin-texas,4,46,4.2,http://www.opentable.com/kona-grill-austin?scpref=110,(512) 835-5900,austin@konagrill.com
La Condesa,austin-texas,10,206,4.1,http://www.opentable.com/la-condesa?scpref=110,(512) 499-0300,pdr@lacondesaaustin.com
Lambert's Downtown BBQ,austin-texas,6,111,4.1,http://www.opentable.com/lamberts-downtown-bbq?scpref=110,(512) 494-1500,""
Las Palomas Restaurant-Bar,austin-texas,2,25,4.2,http://www.opentable.com/las-palomas-restaurant-bar?scpref=110,(512) 327-9889,info@laspalomasrestaurant.com
Maggiano's - Austin,austin-texas,10,298,4.3,http://www.opentable.com/maggianos-austin?scpref=110,(512) 501-7870,""
Main Street Grill,austin-texas,6,56,4.5,http://www.opentable.com/main-street-grill?scpref=110,(512) 244-7525,mainstreetgrillrr118@yahoo.com
Manuel's Downtown,austin-texas,3,54,4.1,http://www.opentable.com/manuels-downtown?scpref=110,(512) 472-7555,manuels1@manuels.com
Manuel's Great Hills,austin-texas,3,46,4.4,http://www.opentable.com/manuels-great-hills?scpref=110,(512) 345-1042,manuels2@manuels.com
Max's Wine Dive - Austin,austin-texas,10,174,4.1,http://www.opentable.com/maxs-wine-dive-austin?scpref=110,(512) 904-0111,info@lascoenterprises.com
McCormick & Schmick's Seafood - Austin (Century Oaks),austin-texas,10,239,3.9,http://www.opentable.com/mccormick-and-schmicks-seafood-austin-century-oaks?scpref=110,(512) 836-0500,msad@ldry.com
The Melting Pot - Austin - Northwest,austin-texas,10,271,4.4,http://www.opentable.com/the-melting-pot-austin-northwest?scpref=110,(512) 401-2424,info@austinmeltingpot.com
NoRTH - Austin,austin-texas,4,149,4.1,http://www.opentable.com/north-austin?scpref=110,(512) 339-4400,northaustin@foxrc.net
Olive and June,austin-texas,9,239,4.3,http://www.opentable.com/olive-and-june?scpref=110,(512) 467-9898,info@oliveandjune-austin.com
Olivia,austin-texas,9,59,4.5,http://www.opentable.com/olivia-austin?scpref=110,(512) 804-2700,eat@olivia-austin.com
Paggi House,austin-texas,10,155,4.1,http://www.opentable.com/paggi-house?scpref=110,(512) 473-3700,events@paggihouse.com
Parkside,austin-texas,10,201,4.3,http://www.opentable.com/parkside?scpref=110,(512) 474-9898,info@parkside-austin.com
Peche,austin-texas,4,16,4.5,http://www.opentable.com/rest_profile.aspx?rid=100501&scpref=110,(512) 494-4011,robpate@mac.com
Perla's Seafood and Oyster Bar,austin-texas,10,211,4.4,http://www.opentable.com/perlas-seafood-and-oyster-bar?scpref=110,(512) 291-7300,webmail@perlasaustin.com
Perry's Steakhouse & Grille - Downtown,austin-texas,10,421,4.5,http://www.opentable.com/perrys-steakhouse-and-grille-downtown?scpref=110,(512) 474-6300,Austin@PerrysSteakhouse.com
Ranch 616,austin-texas,1,61,4.1,http://www.opentable.com/ranch-616?scpref=110,(512) 479-7616,kwilliamsonranch616@austin.rr.com
Restaurant Jezebel,austin-texas,5,22,4.7,http://www.opentable.com/rest_profile.aspx?rid=97762&scpref=110,(512) 436-9643,info@restaurantjezebel.com
Riviera Bistro,austin-texas,4,16,4.3,http://www.opentable.com/riviera-bistro?scpref=110,(512) 263-2960,contact@rivierabistro.com
"Roaring Fork-Downtown, Congress",austin-texas,10,142,4.4,http://www.opentable.com/roaring-fork-downtown-congress?scpref=110,(512) 583-0000,austin@roaringfork.com
"Roaring Fork-North Austin, Stonelake",austin-texas,10,192,4.3,http://www.opentable.com/roaring-fork-north-austin-stonelake?scpref=110,(512) 342-2700,marketing@eddiev.com
The Russian House,austin-texas,10,32,3.9,http://www.opentable.com/the-russian-house?scpref=110,(347) 840-0093,russianbistro@gmail.com
Ruth's Chris Steak House - Austin,austin-texas,10,75,4.5,http://www.opentable.com/ruths-chris-steak-house-austin?scpref=110,(512) 477-7884,""
The Salty Sow,austin-texas,10,270,4.3,http://www.opentable.com/the-salty-sow?scpref=110,(512) 391-2337,saltysow@saltysow.com
Santa Catarina Restaurant,austin-texas,0,14,4.3,http://www.opentable.com/santa-catarina-restaurant?scpref=110,(512) 300-0946,santacatarina1@santacatarinarestaurant.com
Satellite Bistro and Bar,austin-texas,4,18,4.4,http://www.opentable.com/satellite-bistro-and-bar?scpref=110,(512) 288-9994,satellitebistro@austin.rr.com
Siena Ristorante Toscano,austin-texas,9,92,4.4,http://www.opentable.com/siena-ristorante-toscano?scpref=110,(512) 349-7667,events@sienarestaurant.com
Soleil at The Oasis,austin-texas,10,104,4.1,http://www.opentable.com/soleil-at-the-oasis?scpref=110,(512) 266-0600,soleil@soleilaustin.com
SPIN Modern Thai,austin-texas,9,37,4.1,http://www.opentable.com/spin-modern-thai?scpref=110,(512) 258-1365,spinmodernthai@gmail.com
Steiner Ranch Steakhouse,austin-texas,10,149,4.4,http://www.opentable.com/steiner-ranch-steakhouse?scpref=110,(512) 381-0800,reservations@steinersteakhouse.com
Stories Fine Dining Establishment at Hyatt Regency Lost Pines,austin-texas,3,19,4.3,http://www.opentable.com/stories-fine-dining-establishment-at-hyatt-regency-lost-pines?scpref=110,(512) 308-4860,courtney.geiser@hyatt.com
Sullivan's Steakhouse - Austin,austin-texas,10,157,4.1,http://www.opentable.com/sullivans-steakhouse-austin?scpref=110,(512) 495-6504,sullivans.austin@dfrg.com
Sushi Zushi of 5th Street,austin-texas,0,32,4.0,http://www.opentable.com/sushi-zushi-of-5th-street?scpref=110,(512) 474-7000,comments@sushizushi.com
Sushi Zushi of the Domain,austin-texas,7,44,4.1,http://www.opentable.com/sushi-zushi-of-the-domain?scpref=110,(512) 834-8100,comments@sushizushi.com
SWB @ the Hyatt Regency Austin,austin-texas,5,24,3.6,http://www.opentable.com/swb-at-the-hyatt-regency-austin?scpref=110,(512) 480-2035,eric.chen@hyatt.com
Swift's Attic,austin-texas,5,168,4.1,http://www.opentable.com/swifts-attic?scpref=110,(512) 482-8842,info@swiftsattic.com
Texas French Bread,austin-texas,6,38,4.4,http://www.opentable.com/texas-french-bread?scpref=110,(512) 499-0544,info@texasfrenchbread.com
Trace - W - Austin,austin-texas,10,182,4.2,http://www.opentable.com/trace-w-austin?scpref=110,(512) 542-3660,TraceAustin@Whotels.com
Trattoria Lisina,austin-texas,10,249,4.5,http://www.opentable.com/trattoria-lisina-austin?scpref=110,(512) 894-3111,info@trattorialisina.com
TRIO - Four Seasons Austin,austin-texas,10,93,4.4,http://www.opentable.com/trio-four-seasons-austin?scpref=110,(512) 685-8300,trio.aus@fourseasons.com
"Truluck's Seafood, Steak and Crab House - Austin Arboretum",austin-texas,10,144,4.6,http://www.opentable.com/trulucks-seafood-steak-and-crab-house-austin-arboretum?scpref=110,(512) 794-8300,trulucks-arboretum@trulucks.com
"Truluck's Seafood, Steak and Crab House - Austin Downtown",austin-texas,10,177,4.5,http://www.opentable.com/trulucks-seafood-steak-and-crab-house-austin-downtown?scpref=110,(512) 482-9000,trulucks-austin@trulucks.com
Uchi,austin-texas,10,264,4.7,http://www.opentable.com/uchi?scpref=110,(512) 916-4808,info@uchiaustin.com
Uchiko,austin-texas,10,560,4.7,http://www.opentable.com/uchiko?scpref=110,(512) 916-4808,info@uchiaustin.com
urban an american grill,austin-texas,8,35,3.9,http://www.opentable.com/urban-an-american-grill?scpref=110,(512) 490-1511,mizael.saucedo@westinaustinatthedomain.com
Vince Young Steakhouse,austin-texas,10,141,4.6,http://www.opentable.com/vince-young-steakhouse?scpref=110,(512) 457-8325,contact@vinceyoungsteakhouse.com
wink,austin-texas,10,157,4.6,http://www.opentable.com/wink?scpref=110,(512) 482-8868,""
The Woodland,austin-texas,5,40,3.9,http://www.opentable.com/the-woodland?scpref=110,(512) 441-6800,thewoodland@gmail.com
Zax Restaurant & Bar,austin-texas,8,74,4.1,http://www.opentable.com/zax-restaurant-and-bar?scpref=110,(512) 481-0100,info@zaxaustin.com
Z'Tejas Arboretum,austin-texas,5,108,4.1,http://www.opentable.com/ztejas-arboretum?scpref=110,(512) 346-3506,arboretum@ztejas.com
Z'Tejas Austin 6th St,austin-texas,9,86,4.2,http://www.opentable.com/ztejas-austin-6th-st?scpref=110,(512) 478-5355,sixth@ztejas.com
Z'Tejas Avery Ranch,austin-texas,8,76,4.3,http://www.opentable.com/ztejas-avery-ranch?scpref=110,(512) 388-7772,averyranch@ztejas.com
