name,url,rating,address,total reviews,cuisine,price,neighborhood,website,email,phone,review rating,review description,review dine date
BluEmber at Rancho Las Palmas Resort & Spa,http://www.opentable.com/bluember-at-rancho-las-palmas-resort-and-spa?scpref=109&tab=2,3.6,"41000 Bob Hope Dr Rancho Mirage, CA  92270 ",74,Californian,$31 to $50,Rancho Mirage,http://www.dinebluember.com,bluEmber@rancholaspalmas.com,(760) 862-4581,3.6 / 5,"Too many kids running around, we took friend there for a relaxing evening.",07/13/2012
Capri Restaurant at Miracle Springs Resort & Spa,http://www.opentable.com/capri-restaurant-at-miracle-springs-resort-and-spa?scpref=109&tab=2,3.3,"10625 Palm Drive Desert Hot Springs, CA  92240 ",15,Italian,$30 and under,Desert Hot Springs,http://www.capriitalian.com,krystalb@miraclesprings.com,(760) 329-6833,3.3 / 5,Terrific beef - love the food. Prices including drinks are very reasonable. Worth the drive to Desert Hot Springs.,07/20/2012
Cava - Renaissance Esmeralda Resort & Spa,http://www.opentable.com/cava-renaissance-esmeralda-resort-and-spa?scpref=109&tab=2,3.8,"44400 Indian Wells Lane Indian Wells, CA  92210 ",15,Californian,$30 and under,Indian Wells,http://www.renaissanceesmeralda.com/Restaurants-9.html,marlena.espejo@marriott.com,(760) 773-4444,3.8 / 5,"The food was excellent, the service outstanding! The waitress was very friendly and very attentive, especially since there were children in our group. The experience was so wonderful, we returned the following morning for brunch. A+.",07/14/2012
Chez Pierre,http://www.opentable.com/chez-pierre?scpref=109&tab=2,4.4,"44250 Town Center Way, Suite C1 Palm Desert, CA  92260 ",36,French,$31 to $50,Palm Desert,http://www.chezpierrebistro.com,chez.pierre@me.com,(760) 346-1818,4.4 / 5,"Always a lovely place to spend the evening. The service is excellent, the French bistro fare authentic and unpretentious. Pierre is a delightful chef and host.",06/16/2012
Chop House Palm Desert,http://www.opentable.com/chop-house-palm-desert?scpref=109&tab=2,4.1,"74-040 Highway 111 Palm Desert, CA  92260 ",120,Steakhouse,$31 to $50,Palm Desert,http://www.restaurantsofpalmsprings.com/chophouse.php,groups@kaisercorp.com,(760) 779-9888,4.1 / 5,"Great food, good service and very nice place to dine. Food was served very fast, and the service was attentive and friendly.",07/20/2012
Chop House Palm Springs,http://www.opentable.com/chop-house-palm-springs?scpref=109&tab=2,4.3,"262 South Palm Canyon Drive Palm Springs, CA  92262 ",116,Steakhouse,$31 to $50,Palm Springs,http://www.restaurantsofpalmsprings.com/chophouse.php,groups@kaisercorp.com,(760) 320-4500,4.3 / 5,"We've been to the Chop House many times, have loved it every time. I'm not sure if because the street fair was going on outside, or if because it was slow. Our service was not horrible, but hadn't been as good as we've received there every other time. It was BOTH of our birthdays, the day we were there & no recognition whatsoever, & yes it was stated in our reservation. But like always the food was phenomenal!",07/12/2012
Cielo,http://www.opentable.com/cielo?scpref=109&tab=2,4.3,"49500 Seminole Drive Cabazon, CA  92230 ",78,Steak,$31 to $50,Cabazon,http://www.morongocasinoresort.com,cielo_resturant@morongo.com,(800) 252-4499 x6,4.3 / 5,Elegant ambiance 27 floors above the desert. Great views. Outstanding food. The macaroni lobster side dish was superb! A perfect spot for that very special occasion!,07/18/2012
Circa59 at Riviera Palm Springs,http://www.opentable.com/circa59-at-riviera-palm-springs?scpref=109&tab=2,4.1,"1600 N Indian Canyon Dr Palm Springs, CA  92262 ",50,Contemporary American,$31 to $50,Palm Springs,http://www.psriviera.com,circa59@psriviera.com,(760) 778-6659,4.1 / 5,"Its my 3rd time dining here, the food is excellent but the service is questionable. We always wait about 10 minutes before anyone even comes by, then this time the waiter came by and offered water, and was doing his pitch for bottled water, and we said just regular, and he snuffed his face and said ""TAP"", we were kind of shocked. Like I said food is always excellent but I would suggest you take some of the staff from the SIDEBAR and bring them over to get the great level of service you would expect at this restaurant. Definitely have the mussels, and the roquefort crusted filet.",07/16/2012
Citron at the Viceroy Palm Springs,http://www.opentable.com/citron-at-the-viceroy-palm-springs?scpref=109&tab=2,4.2,"415 S. Belardo Rd. Palm Springs, CA  92262 ",71,Contemporary American,$31 to $50,Palm Springs,http://www.viceroypalmsprings.com,"",(760) 318-3005,4.1 / 5,"Very nice setting for lunch or dinner. good food, good service.",06/26/2012
Cliffhouse,http://www.opentable.com/cliffhouse?scpref=109&tab=2,4.1,"78-250 Highway 111 La Quinta, CA  92253 ",216,American,$30 and under,La Quinta,http://www.laquintacliffhouse.com/,LQcliffhouse111@gmail.com,(760) 360-5991,4.1 / 5,"We enjoyed another wonderful dinner at the cliff house. We were seated by the stone fireplace and enjoyed the view, atmosphere and ambience. Food and service were excellent as always. Enjoyed the special per-fixed dinner pricing. The restaurant is in the midst of renovations, but it didn't seem to affect quality of food or service.",07/20/2012
Colony Palms Hotel,http://www.opentable.com/colony-palms-hotel?scpref=109&tab=2,4.0,"572 N. Indian Canyon Palm Springs, CA  92262 ",40,Mediterranean,$30 and under,Palm Springs,http://www.colonypalmshotel.com/dining.php,"",(760) 969-1818,4 / 5,"Good food, terrific location, but the arrogant waiter diva pulls it down. Why can't nice places like this hire better people.",06/28/2012
Cork Tree Restaurant,http://www.opentable.com/cork-tree-restaurant?scpref=109&tab=2,4.5,"74950 Country Club Dr. Palm Desert, CA  92260 ",162,Californian,$31 to $50,Palm Desert,http://www.thecorktree.com/,info@thecorktree.com,(760) 779-0123,4.5 / 5,"Took my parents here for dinner. We all loved the ambiance (dark, wood, plush), food (beautifully presented) and service (prompt and courteous). We also thought the prices were a good value for what we received. I highly recommend this restaurant.",06/30/2012
Cuistot,http://www.opentable.com/cuistot?scpref=109&tab=2,4.1,"72595 El Paseo Ave Palm Desert, CA  92260 ",107,French,$50 and over,Palm Desert,http://www.cuistotrestaurant.com,cuistot@verizon.com,(760) 340-1000,4.1 / 5,Mushroom soup continues to be awesome. Good food great service.,07/05/2012
Daily Grill - Palm Desert,http://www.opentable.com/daily-grill-palm-desert?scpref=109&tab=2,4.1,"73-061 El Paseo Palm Desert, CA  92260 ",172,Steak,$30 and under,Palm Desert,http://www.DailyGrill.com,pddg@thegrill.com,(760) 779-9911,4.1 / 5,"Appetizers were excellent. Bar tender not overly friendly, more into the TV. The steak for dinner was over cooked. The waitress Tilly was outstanding. The prices high for off season Desert.",07/10/2012
Desert Sage,http://www.opentable.com/desert-sage?scpref=109&tab=2,4.2,"78-085 Avenida La fonda La Quinta, CA  92253 ",24,Contemporary American,$31 to $50,La Quinta,http://www.desertsagerestaurant.net,desertsagelq@gmail.com,(760) 564-8744,4.2 / 5,"Sam, the GM, took the time for a personal touch to our Anniversary. Desert Sage was recommended by friends in the area and it did not disappoint.",05/19/2012
Ernie's,http://www.opentable.com/ernies?scpref=109&tab=2,4.2,"Waldorf Astoria Laquinta Resort &amp; Spa 56150 PGA Blvd La Quinta, CA  92253",40,Gastro Pub,$30 and under,La Quinta,http://www.laquintaresort.com/dining/ernies/,concierge@laquintaresort.com,(760) 564-7125,4.2 / 5,This is the Club House Restaurant for the PGA West Stadium Course. Outstanding view of the Nicklaus Course. Great staff. Learned on this weekend trip that Ernie's has a Bloody Mary Buffet Set up on the Weekend. All of the wide spectrum of ingredients are out for you to blend your own Bloody Mary. The food is alway fresh and innovative. I have never been disappointed dining here!,07/07/2012
The Falls Prime Steakhouse - Palm Springs,http://www.opentable.com/the-falls-prime-steakhouse?scpref=109&tab=2,4.2,"155 South Palm Canyon Drive Palm Springs, CA  92262 ",57,Steakhouse,$31 to $50,Palm Springs,http://www.thefallsps.com,fallsps@yahoo.com,(760) 416-8664,4.2 / 5,"Dining service and food was very good. Before dinner we went to sit in the beautiful outside bar and got an ""attitude"" from the main male bartender so we just went in to eat.",07/12/2012
Fleming's Prime Steakhouse & Wine Bar - Rancho Mirage,http://www.opentable.com/flemings-prime-steakhouse-and-wine-bar-rancho-mirage?scpref=109&tab=2,4.3,"71800 Highway 111 Rancho Mirage, CA  92270 ",93,Steak,$31 to $50,Rancho Mirage,http://www.flemingssteakhouse.com/RanchoMirage,rancho_mirage@flemingssteakhouse.com,(760) 776-6685,4.3 / 5,Absolutly loved this place !! Went for anniversary and had a great time !,07/21/2012
Grove Artisan Kitchen at Miramonte Resort & Spa,http://www.opentable.com/grove-artisan-kitchen-at-miramonte-resort-and-spa?scpref=109&tab=2,4.3,"45000 Indian Wells Lane Indian Wells, CA  92210 ",44,Contemporary American,$30 and under,Indian Wells,http://www.miramonteresort.com/luxury-palm-springs-restaurant.php,"",(760) 341-7200,4.3 / 5,"Awesome berry cobbler and vanilla ice cream from the dessert menu. Im not sure if they make their own ice cream, but we both greed that it was the beat vanilla ice cream we had ever had (we are big chocolate fans, but it swayed us). I had the scallops and panko crusted sea bass. Both were excellent. My husband had the strip steak and lobster bisque. The lobster bisque was delicious, but the steak was average. So overall, we were very impressed with everything that we had except the steak. The staff was prompt but not overbearing, service was excellent, and we were seated at our reservation time. We would definitely return if we are in the area again.",07/21/2012
Guillermo's Restaurante,http://www.opentable.com/guillermos-restaurante?scpref=109&tab=2,4.0,"72850 El Paseo Palm Desert, CA  92260 ",44,Mexican,$30 and under,Palm Desert,http://www.guillermosrestaurante.com/index.html,"",(760) 341-0980,4 / 5,"ALWAYS AMAZING! GREAT FOOD! GUILLERMO ALWAYS VISITS OUR TABLE HE IS LIKE FAMILY, WARM & INGRATIATING.CARLOS IS AN EXCELLENT WAITER, WHO ALWAYS GETS IT RIGHT, NO MATTER HOW LARGE OUR GROUP IS. DID I MENTION, HE CREATES A FUN AND LIVELY BANTER. OUR GUESTS LIKE HIM, AS MUCH AS WE DO.THANK YOU,LILO COOPER",07/07/2012
Hog's Breath Inn,http://www.opentable.com/hogs-breath-inn?scpref=109&tab=2,3.9,"78065 Main Street, Second Floor La Quinta, CA  92253 ",91,American,$30 and under,La Quinta,http://www.restaurantsofpalmsprings.com/hogs.php,groups@kaisercorp.com,(760) 564-5556,3.9 / 5,"Finally made it to your restaurant on our 3rd trip to Palm Springs and must saywe were really disappointed. Was the one place we were really looking forward to visiting. We were just sat (wasn't very busy) and not even offered to sit outside on the patio which is what we really wanted. Looked as if it was closed but towards the end of our meal we realised people were going out there.We had a special you had on to celebrate an occasion. Can't remember what it was but you got a starter and a main course. The soup and bread was very nice but the steak was not a proper steak. It was like a, how can I put it, meatball like texture of meat kind of stuck together. I was totally bored with it by the time i'd eaten half of it. My wife left hers.",06/22/2012
IW Club,http://www.opentable.com/iw-club?scpref=109&tab=2,4.1,"44500 Indian Wells Lane Indian Wells, CA  92210 ",86,Contemporary American,$30 and under,Indian Wells,http://www.indianwellsgolfresort.com/Dining-at-IW-Club-CA_1496a5abe61.html,opentable@iwgr.com,(760) 834-3800,4.1 / 5,consistently good! can't beat that!,07/13/2012
Jackalope Ranch,http://www.opentable.com/jackalope-ranch?scpref=109&tab=2,3.7,"80400 Highway 111 Indio, CA  92201 ",165,Southwest,$30 and under,Indio,http://www.restaurantsofpalmsprings.com/jackalope.php,groups@kaisercorp.com,(760) 342-1999,3.7 / 5,Probably one of the most beautiful settings in the desert! Simply beautifu. Ambiance was excellent for a romantic dinner or group setting. Ribs were good. Filet Mignon was good. I never had a bacon wrapped date before. Excellent appetizer! Server was on the ball!!! Very attentive to our needs.,07/12/2012
Jake's - Palm Springs,http://www.opentable.com/jakes-palm-springs?scpref=109&tab=2,4.5,"664 North Palm Canyon Drive Palm Springs, CA  92262 ",147,Contemporary American,$30 and under,Palm Springs,http://www.jakespalmsprings.com,info@jakespalmsprings.com,(760) 327-4400,4.5 / 5,"Great food, great service. What else can I say? Jake's is a must-do when visiting Palm Springs! Just keep in mind, they do close for the summer, so make sure they're open before you go.",07/06/2012
Johannes,http://www.opentable.com/johannes?scpref=109&tab=2,4.4,"196 South Indian Canyon Palm Springs, CA  92262 ",146,Continental,$30 and under,Palm Springs,http://www.johannesrestaurants.com,johannesps@verizon.net,(760) 778-0017,4.4 / 5,our waitress was very good and energetic however she constantly interrupted our conversation rather than approach the table and wait for us to end the sentence we were on. She was more mature so I expected that she would have know the proper way to approach a table. Otherwise the evening was very nice and we did not let her bother us although by about the fourth time my guest was getting irritated.,07/21/2012
JOY Asian Cuisine - Fantasy Springs Casino & Resort,http://www.opentable.com/joy-asian-cuisine-fantasy-springs-casino-and-resort?scpref=109&tab=2,4.1,"84-245 Indio Springs Parkway Indio, CA  92203 ",50,Asian,$30 and under,Indio,http://www.fantasyspringsresort.com/prod/dining/dining.php,info@fantasysprings.net,(760) 342-5000,4.1 / 5,I have dined here many times and each time prior the service was exceptional. This time the service seemed to be not quite up to par. I hope it was just a glitch and things will continue to be as remarkable as before.,06/21/2012
Kaiser Grille,http://www.opentable.com/kaiser-grille?scpref=109&tab=2,3.8,"205 South Palm Canyon Drive Palm Springs, CA  92262 ",69,Californian,$30 and under,Palm Springs,http://www.kaisergrille.com,groups@kaisercorp.com,(760) 323-1003,3.8 / 5,Great food and excellent service!,07/20/2012
King's Highway,http://www.opentable.com/kings-highway?scpref=109&tab=2,3.3,"701 East Palm Canyon Drive Palm Springs, CA  92264 ",12,American,$30 and under,Palm Springs,http://www.acehotel.com,"",(760) 325-9900,3.3 / 5,"Whenever we head to Palm Springs, whether we are staying at the adjoining Ace Hotel or not, we always stop at the Kings Highway diner/restaurant. The food is very good and a little more elevated than your typical joint - a grilled cheese isn't just one cheese, but three-four ""stinky"" cheeses with a side of pickled veggies. The chilled tomato soup was also amazing - and a huge amount! It's not a cup size, but a full meal.",07/18/2012
Kobe Japanese Steak House,http://www.opentable.com/kobe-japanese-steak-house?scpref=109&tab=2,4.3,"69-838 Highway 111 Rancho Mirage, CA  92270 ",69,Japanese,$30 and under,Rancho Mirage,http://www.koberanchomirage.com,info@koberanchomirage.com,(760) 324-1717,4.3 / 5,We have been to other Kobe Steakhouses which were much more friendly feeling. The chef was good but the wait staff was just mediocre . We would not say we had a great dining experience.,07/13/2012
La Brasserie Bistro and Bar,http://www.opentable.com/la-brasserie-bistro-and-bar?scpref=109&tab=2,4.2,"78-477 Hwy 111 La Quinta, CA  92253 ",52,French,$30 and under,La Quinta,http://www.labrasserielaquinta.com,chef@labrasserielaquinta.com,(760) 771-4400,4.2 / 5,We have always had outstanding food at this wonderful restaurant. The wait staff is just as outstanding.,07/03/2012
Lavender Bistro,http://www.opentable.com/lavender-bistro?scpref=109&tab=2,4.3,"78073 Calle Barcelona La Quinta, CA  92253 ",183,Californian,$31 to $50,La Quinta,http://www.lavenderbistro.com,gbrown@lavenderbistro.com,(760) 564-5353,4.3 / 5,"First time guest and was very impressed! Excellent food and service and was pleasantly surprised by the entertainment, which was wonderful. We can't wait until they reopen in September! Thank you for a very enjoyable evening.",07/01/2012
Le Donne Cucina Italiana,http://www.opentable.com/le-donne-cucina-italiana?scpref=109&tab=2,4.1,"72-624 El Paseo Ste C7 Palm Desert, CA  92260 ",48,Italian,$30 and under,Palm Desert,http://www.ledonnecucina.com,Ledonnecucina@aol.com,(760) 773-9441,4.1 / 5,Definitely lived up to its reputation to have the best linguine and clams in the desert. Best salmon and spinach I've ever had. The only things they need to work on are the bread and the salad. They were not the greatest. Great service and nice quiet atmosphere.,06/13/2012
Le Vallauris,http://www.opentable.com/le-vallauris?scpref=109&tab=2,4.5,"385 West Tahquitz Canyon Way Palm Springs, CA  92262 ",73,French,$50 and over,Palm Springs,http://www.levallauris.com,tony@levallauris.com,(760) 325-5059,4.5 / 5,"Great atmosphere and lovely outdoor space. The scallops wrapped in filo dough were unique and perfectly cooked. The duck was seared perfectly crisp with a cherry reduction that was amazing. The lamb, unfortunately was under seasoned and bland.",07/07/2012
Leon's at Desert Princess,http://www.opentable.com/leons-at-desert-princess?scpref=109&tab=2,4.3,"28555 Landau Boulevard Cathedral City, CA  92234 ",15,Contemporary American,$30 and under,Palm Springs,http://www.desertprincesscc.com,Dining@DesertPrincessCC.com,(760) 325-5002,4.3 / 5,"One of our favorite restaurants in the desert! The food is always served at the correct temperature and is always perfectly prepared. The Dover sole is unbelievably delicious. Ask for Steve to serve you. He is funny, knows the menu backwards and forwards and you are sure to have a wonderful and memorable meal.",06/14/2012
LG's Prime Steakhouse - La Quinta,http://www.opentable.com/lgs-prime-steakhouse-la-quinta?scpref=109&tab=2,4.4,"78525 Highway 111, Ste 100 La Quinta, CA  92253 ",100,Steakhouse,$50 and over,La Quinta,http://www.lgsprimesteakhouse.com,"",(760) 771-9911,4.4 / 5,"I've been eating at LG's restaurants for nearly 20-years. Despite eating at all the major steakhouses in the Coachella Valley, LG's remains my favorite.",07/20/2012
LG's Prime Steakhouse - Palm Springs,http://www.opentable.com/lgs-prime-steakhouse-palm-springs?scpref=109&tab=2,4.3,"255 S. Palm Canyon Drive Palm Springs, CA  92262 ",92,Steakhouse,$31 to $50,Palm Springs,http://www.lgsprimesteakhouse.com,"",(760) 416-1779,4.3 / 5,The food was great but the service was disappointing. We did not feel welcomed at all.,07/14/2012
Lulu California Bistro,http://www.opentable.com/lulu-california-bistro?scpref=109&tab=2,4.1,"200 S. Palm Canyon Drive Palm Springs, CA  92262 ",459,Californian,$30 and under,Palm Springs,http://lulupalmsprings.com,lulupsgm@aol.com,(760) 327-5858,4.1 / 5,"Although the service was good, the waiter was excellent; however, servers are just that, servers, don't expect anything except the food being placed on the table. I guess they are to busy to respond to requests or thank-you.",07/15/2012
Lyons English Grille,http://www.opentable.com/lyons-english-grille?scpref=109&tab=2,4.4,"233  E  Palm Canyon Dr Palm Springs, CA  92262 ",19,Steakhouse,$30 and under,Palm Springs,http://www.lyonsenglishgrille.com/,"",(760) 327-1551,4.4 / 5,"Food was wonderful and our waiter, Vic, was just as colorful as the restaurant itself. This is just a fun place to have dinner. But leave yourself a lot of time. They don't like to rush you and you can have a very nice relaxed dinner. Great spot and I will continue to go back often.",06/17/2012
Manhattan in the Desert,http://www.opentable.com/manhattan-in-the-desert?scpref=109&tab=2,4.2,"2665 East Palm Canyon Road Palm Springs, CA  92264 ",31,American,$30 and under,Palm Springs,http://manhattaninthedesert.com,"",(760) 322-3354,4.2 / 5,You can't go wrong at Manhattan in the Desert. Great deli foods served in heaping portions. Best deal soup and half-sandwich. We have been eating at this deli since they opened and the food and service consistently exceeds our expectations. We also have our favorite waiter - Luis. He is attentive and friendly as are the other staff.,07/01/2012
Maracas,http://www.opentable.com/maracas?scpref=109&tab=2,3.4,"155 S. Palm Canyon Dr. #B1 Palm Springs, CA  92562 ",5,Mexican,$30 and under,Palm Springs,http://www.Maracas-Restaurant.com,Todd@Maracas-Restaurant.com,(760) 322-9654,3.4 / 5,"Sitting outdoors on a balmy April night and watching the world go by in downtown Palm Springs was a pleasant experience. The margaritas were good, the food was fine, but hardly revolutionary. My server was pleasant and attentive without hovering, always a good thing when you just want to drink your drinks and people-watch.",04/08/2012
Matchbox Palm Springs,http://www.opentable.com/matchbox?scpref=109&tab=2,4.0,"155 South Palm Canyon Drive Palm Springs, CA  92262 ",105,American,$30 and under,Palm Springs,http://www.matchboxpalmsprings.com,info@matchbox369.com,(760) 778-6000,4 / 5,"Nothing better then a little sushi to start in their tempura shrimp roll, followed by a great pizza and a fresh beet salad. Healthy kind of, and a great view of the strip.",07/15/2012
Melvyn's Restaurant,http://www.opentable.com/melvyns-restaurant?scpref=109&tab=2,4.2,"200 W Ramon Rd Palm Springs, CA  92264 ",77,Continental,$30 and under,Palm Springs,http://inglesideinn.com/melvyns_restaurant.html,contact@inglesideinn.com,(760) 325-2323,4.2 / 5,This was our first time eating here. It was great! EVERYTHING about it was great. We will for sure go back again very soon.,07/14/2012
Mikado at Desert Springs JW Marriott,http://www.opentable.com/mikado-at-desert-springs-jw-marriott?scpref=109&tab=2,4.3,"74855 Country Club Drive Palm Desert, CA  92260 ",65,Japanese,$31 to $50,Palm Desert,http://www.desertspringsresort.com/Palm-Desert-Restaurants/Mikado-Palm-Springs-Japanese-Steakhouse-34.html,"",(760) 341-1873,4.3 / 5,The alcoholic drinks were over priced and small size for the quality.,07/15/2012
Miro's Restaurant,http://www.opentable.com/miros-restaurant?scpref=109&tab=2,4.4,"1555 S. Palm Canyon Dr. Ste H-101 Palm Springs, CA  92260 ",107,Continental,$30 and under,Palm Springs,http://www.mirospalmsprings.com,hello@mirospalmsprings.com,(760) 323-5199,4.4 / 5,Always an outstanding experience. The overall best restaurant in Palm Springs.,07/20/2012
mister parker's - Parker Palm Springs,http://www.opentable.com/mister-parkers-parker?scpref=109&tab=2,4.4,"Parker Palm Springs, 4200 East Palm Canyon Drive Palm Springs, CA  92264 ",32,French,$31 to $50,Palm Springs,http://www.misterparkers.com,reservations@misterparkers.com,(760) 770-5000,4.4 / 5,"Great staff -- Steven and Ryan made sure we had everything. Menu: standard hotel --- with a hip clientele, why not branch out?",07/20/2012
Morgan's in the Desert,http://www.opentable.com/morgans-in-the-desert?scpref=109&tab=2,4.4,"Waldorf Astoria Laquinta Resort &amp; Spa 49-499 Eisenhower Drive La Quinta, CA  92253",128,American,$31 to $50,La Quinta,http://www.morgansinthedesert.com/,john.healy@laquintaresort.com,(760) 564-4111,4.4 / 5,"Wonderful musician, Paul Douglas, at the piano bar!",07/14/2012
Morton's The Steakhouse - Palm Desert,http://www.opentable.com/mortons-the-steakhouse-palm-desert?scpref=109&tab=2,4.1,"74-880 Country Club Drive Palm Desert, CA  92260 ",105,Steak,$50 and over,Palm Desert,http://www.mortons.com,cm.mpd@mortons.com,(760) 340-6865,4.1 / 5,Service was excellent. Sometimes almost to a fault,07/15/2012
The Nest,http://www.opentable.com/the-nest?scpref=109&tab=2,4.2,"75-188 Hwy 111 Indian Wells, CA  92210 ",69,Continental,$30 and under,Indian Wells,http://www.gotothenest.com,dodihenry@gmail.com,(760) 346-2314,4.2 / 5,"My husband and I went looking for an 0ld school vibe and got it in spades. If you enjoy piano bars with a disco ball, attentive and friendly service, great cocktails and are looking for a bit of the desert from the 60s you will love.",07/09/2012
Nicolino's Italian Restaurant,http://www.opentable.com/nicolinos-italian-restaurant?scpref=109&tab=2,3.0,"35325 Date Palm Drive, Ste 111 Cathedral City, CA  92234 ",4,Italian,$30 and under,Cathedral City,http://www.nicolinos.com,Mark@Nicolinos.com,(760) 324-0411,3 / 5,Good food. Nice neighborhood find,03/27/2012
Norma's - Parker Palm Springs,http://www.opentable.com/normas-parker?scpref=109&tab=2,4.2,"4200 East Palm Canyon Drive Palm Springs, CA  92264 ",42,American,$30 and under,Palm Springs,http://theparkerpalmsprings.com/dine/normas.php,normas@theparkerpalmsprings.com,(760) 321-4630,4.2 / 5,"This was not our first visit to the Parker Palm Springs. We knew what to expect--great food and service in a ""happy chic"" resort. We wandered the beautiful gardens and visited the one-of-a-kind lobby bar before dinner. I love that each past occasion the experience has been unique and exquisit.",07/14/2012
Okura Robata Grill and Sushi Bar - La Quinta,http://www.opentable.com/okura-robata-grill-and-sushi-bar?scpref=109&tab=2,4.1,"78370 Highway 111, Ste 150 La Quinta, CA  92253 ",57,Sushi,$30 and under,La Quinta,http://www.okurasushi.com,info@okurasushi.com,(760) 564-5820,4.1 / 5,This is exactly what we wanted. Sushi and it was yummy. Enjoyed eating here very much.,07/07/2012
