Location Name,City,Review Count,Total Reviews,Rating,OT URL,Phone,Email
Citrus @ Hotel Valencia Riverwalk,san-antonio-texas,7,38,4.0,http://www.opentable.com/citrus-at-hotel-valencia-riverwalk?scpref=110,(210) 230-8412,CitrusSA@valenciagroup.com
The Creek Restaurant,san-antonio-texas,2,23,4.6,http://www.opentable.com/the-creek-restaurant?scpref=110,(830) 816-2005,info@creek-restaurant.com
Drew's American Grill,san-antonio-texas,10,55,4.4,http://www.opentable.com/drews-american-grill?scpref=110,(210) 483-7600,drewg@drewsamericangrill.com
Esquire Tavern,san-antonio-texas,2,19,3.8,http://www.opentable.com/esquire-tavern?scpref=110,(210) 222-2521,erica@esquiretavern-sa.com
Fleming's Prime Steakhouse & Wine Bar - San Antonio,san-antonio-texas,4,42,4.5,http://www.opentable.com/flemings-prime-steakhouse-and-wine-bar-san-antonio?scpref=110,(210) 824-9463,sanantonio@flemingssteakhouse.com
Francesca's at Sunset,san-antonio-texas,2,16,4.3,http://www.opentable.com/francescas-at-sunset?scpref=110,(210) 558-2253,adam.montalvo@westin.com
Frederick's Bistro,san-antonio-texas,10,61,4.5,http://www.opentable.com/fredericks-bistro?scpref=110,(210) 888-1500,costabroadway@hotmail.com
The Grill at Leon Springs,san-antonio-texas,6,30,4.4,http://www.opentable.com/the-grill-at-leon-springs?scpref=110,(210) 698-8797,thegrillatls@sbcglobal.net
The Gruene Door,san-antonio-texas,7,54,4.4,http://www.opentable.com/the-gruene-door?scpref=110,(830) 629-2600,thegruenedoor@gmail.com
JW Marriott San Antonio - 18 Oaks,san-antonio-texas,8,43,4.3,http://www.opentable.com/jw-marriott-san-antonio-18-oaks?scpref=110,(210) 491-5825,""
JW Marriott San Antonio - Cibolo Moon,san-antonio-texas,8,21,4.4,http://www.opentable.com/jw-marriott-san-antonio-cibolo-moon?scpref=110,(210) 404-3434,bchris.masker@marriott.com
Kirby's Prime Steakhouse - San Antonio,san-antonio-texas,10,150,4.5,http://www.opentable.com/kirbys-prime-steakhouse-san-antonio?scpref=110,(210) 404-2221,sanantonio@kirbyssteakhouse.com
Kona Grill - San Antonio,san-antonio-texas,5,36,4.1,http://www.opentable.com/kona-grill-san-antonio?scpref=110,(210) 877-5355,sanantonio@konagrill.com
La Fonda on Main,san-antonio-texas,7,66,4.5,http://www.opentable.com/la-fonda-on-main?scpref=110,(210) 733-0621,amy@lafondaonmain.com
Las Canarias - Omni La Mansion,san-antonio-texas,10,102,4.4,http://www.opentable.com/las-canarias-omni-la-mansion?scpref=110,(210) 518-1063,jbsmith@omnihotels.com
Las Ramblas at Hotel Contessa,san-antonio-texas,9,24,4.1,http://www.opentable.com/las-ramblas-at-hotel-contessa?scpref=110,(210) 298-8040,lasramblas@benchmarkmanagement.com
Liberty Bistro,san-antonio-texas,1,14,4.3,http://www.opentable.com/liberty-bistro?scpref=110,(830) 624-7876,darren@mylibertybistro.com
The Little Aussie Bakery & Cafe,san-antonio-texas,1,12,3.9,http://www.opentable.com/the-little-aussie-bakery-and-cafe?scpref=110,(210) 826-7877,inquiry@thelittleaussiebakery.com
Luce Ristorante E Enoteca,san-antonio-texas,6,60,4.3,http://www.opentable.com/luce-ristorante-e-enoteca?scpref=110,(210) 561-9700,joe-luce@sbcglobal.net
Lüke San Antonio,san-antonio-texas,10,142,3.9,http://www.opentable.com/luke-san-antonio?scpref=110,(210) 227-5853,lukesanantonio@chefjohnbesh.com
Maggiano's - San Antonio,san-antonio-texas,10,257,4.5,http://www.opentable.com/maggianos-san-antonio?scpref=110,(210) 451-6000,mg0207gmom@maggianos.com
MAX's Wine Dive - San Antonio,san-antonio-texas,10,97,4.3,http://www.opentable.com/maxs-wine-dive-san-antonio?scpref=110,(210) 444-9547,info@lascoenterprises.com
McAdoo's,san-antonio-texas,2,19,4.2,http://www.opentable.com/mcadoos?scpref=110,(830) 629-3474,info@mcadoos.com
The Melting Pot - San Antonio,san-antonio-texas,10,138,4.6,http://www.opentable.com/the-melting-pot-san-antonio?scpref=110,(210) 479-6358,themeltingpot@satx.rr.com
Morton's The Steakhouse - San Antonio,san-antonio-texas,10,121,4.3,http://www.opentable.com/mortons-the-steakhouse-san-antonio?scpref=110,(210) 228-0700,cm.msa@mortons.com
Myron's at Alon Town Center,san-antonio-texas,10,146,4.5,http://www.opentable.com/myrons-at-alon-town-center?scpref=110,(210) 493-3031,""
Myron's Prime Steak House,san-antonio-texas,10,57,4.5,http://www.opentable.com/myrons-prime-steak-house?scpref=110,(830) 624-1024,myronsprimetime@sbcglobal.net
NAO at The Culinary Institute of America San Antonio,san-antonio-texas,8,80,4.5,http://www.opentable.com/nao-at-the-culinary-institute-of-america-san-antonio?scpref=110,(210) 554-6484,""
Oro at The Emily Morgan Hotel,san-antonio-texas,6,23,3.7,http://www.opentable.com/oro-at-the-emily-morgan-hotel?scpref=110,(210) 225-5100,ccook@emilymorganhotel.com
Ostra at Mokara Hotel & Spa,san-antonio-texas,10,64,4.4,http://www.opentable.com/ostra-at-mokara-hotel-and-spa?scpref=110,(210) 396-5817,enenow@omnihotels.com
Ounce Steakhouse,san-antonio-texas,8,89,4.3,http://www.opentable.com/ounce-steakhouse?scpref=110,(210) 493-6200,shyla@ounceprime.com
Palm Restaurant - San Antonio,san-antonio-texas,10,173,4.6,http://www.opentable.com/palm-restaurant-san-antonio?scpref=110,(210) 226-7256,jedwards@thepalm.com
Paloma Blanca Mexican Cuisine,san-antonio-texas,4,39,4.0,http://www.opentable.com/paloma-blanca-mexican-cuisine?scpref=110,(210) 822-6151,info@palomablanca.net
Perry's Steakhouse & Grille-San Antonio,san-antonio-texas,10,337,4.5,http://www.opentable.com/perrys-steakhouse-and-grille-san-antonio?scpref=110,(210) 558-6161,SanAntonio@PerrysSteakhouse.com
Piatti - San Antonio,san-antonio-texas,10,126,4.2,http://www.opentable.com/piatti-san-antonio?scpref=110,(210) 832-0300,""
Q on the Riverwalk - Hyatt Regency,san-antonio-texas,8,35,4.0,http://www.opentable.com/q-on-the-riverwalk-hyatt-regency?scpref=110,(210) 362-6325,qriverwalk@gmail.com
Restaurant Gwendolyn,san-antonio-texas,5,15,4.5,http://www.opentable.com/restaurant-gwendolyn?scpref=110,(210) 222-1849,info@RestaurantGwendolyn.com
Ruth's Chris Steak House - San Antonio (Airport),san-antonio-texas,9,69,4.4,http://www.opentable.com/ruths-chris-steak-house-airport?scpref=110,(210) 821-5051,sanantonio36@ruthschrissa.com
Ruth's Chris Steak House - San Antonio (Downtown),san-antonio-texas,6,42,4.5,http://www.opentable.com/ruths-chris-steak-house-downtown?scpref=110,(210) 227-8847,sanantonio79@ruthschrissa.com
Scuzzi's Italian Grill,san-antonio-texas,4,17,4.1,http://www.opentable.com/scuzzis-italian-grill?scpref=110,(210) 493-8884,scuzzisitaliangrill@yahoo.com
Silo Elevated Cuisine - 1604,san-antonio-texas,8,174,4.6,http://www.opentable.com/silo-elevated-cuisine-1604?scpref=110,(210) 483-8989,silo@siloelevatedcuisine.com
Silo Elevated Cuisine - Alamo Heights,san-antonio-texas,10,111,4.6,http://www.opentable.com/silo-elevated-cuisine-alamo-heights?scpref=110,(210) 824-8686,silo@siloelevatedcuisine.com
Stone Werks - Lincoln Heights,san-antonio-texas,1,11,4.3,http://www.opentable.com/stone-werks-lincoln-heights?scpref=110,(210) 828-3508,asowder@stonewerks.com
Stone Werks - The Rim,san-antonio-texas,0,28,4.3,http://www.opentable.com/stone-werks-the-rim?scpref=110,(210) 558-9898,""
Sustenio - Eilan Hotel,san-antonio-texas,3,35,4.4,http://www.opentable.com/sustenio-eilan-hotel?scpref=110,(210) 598-2950,""
Tre Trattoria Downtown,san-antonio-texas,8,35,3.9,http://www.opentable.com/tre-trattoria-downtown?scpref=110,(210) 223-0401,downtown@tretrattoria.com
Wildfish Seafood Grille - San Antonio,san-antonio-texas,10,200,4.6,http://www.opentable.com/wildfish-seafood-grille-san-antonio?scpref=110,(210) 493-1600,wfhuebner@wildfishseafoodgrille.com
Zinc Bistro & Wine Bar,san-antonio-texas,7,48,4.3,http://www.opentable.com/zinc-bistro-and-wine-bar?scpref=110,(210) 224-2900,reservations@zincwine.com
Zocca,san-antonio-texas,10,91,3.8,http://www.opentable.com/zocca?scpref=110,(210) 444-6070,jose.delavega@westin.com
Z'Tejas San Antonio,san-antonio-texas,7,49,4.1,http://www.opentable.com/ztejas-san-antonio?scpref=110,(210) 690-3334,lacantera@ztejas.com
